Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BELGIUM - CHALLENGER PRO LEAGUE,13/01/2024,12:00,St. Liege U23,Beveren,6.5,4.5,1.4
2,REPUBLIC OF THE CONGO - LIGUE 1,13/01/2024,14:00,AS BNG,Leopard,6.6,3.3,1.52
3,ITALY - SERIE C,13/01/2024,14:30,Turris,Crotone,3.7,3.2,2.02
