,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/06/2024,04:30,SOUTH KOREA - K LEAGUE 1,Daejeon,Daegu,2.3,3.2,2.75,2.05,1.8,1.91,1.06,1.41,1.33,8.0,1.08
2,02/06/2024,04:30,SOUTH KOREA - K LEAGUE 1,Jeju Utd,Gangwon,2.35,3.25,2.63,2.05,1.8,1.91,1.05,1.37,1.3,7.0,1.1
3,02/06/2024,10:00,SWEDEN - SUPERETTAN,Orgryte,Gefle,1.95,3.9,3.5,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
4,02/06/2024,10:00,BELARUS - VYSSHAYA LIGA,Zhodino,Dnepr Mogilev,1.36,4.75,9.5,2.01,2.43,1.53,1.02,1.41,1.29,6.35,1.07
5,02/06/2024,11:15,SPAIN - LALIGA2,Andorra,Ferrol,2.25,3.5,3.1,1.98,1.73,2.0,1.05,1.4,1.29,6.5,1.11
6,02/06/2024,11:15,SPAIN - LALIGA2,Alcorcon,Burgos CF,2.8,3.2,2.55,2.15,1.83,1.83,1.07,1.44,1.36,9.0,1.07
7,02/06/2024,12:00,SPAIN - PRIMERA RFEF,Ponferradina,Cordoba,2.57,2.85,2.95,2.5,2.02,1.7,1.12,1.62,1.5,7.7,1.05
8,02/06/2024,13:00,PORTUGAL - LIGA PORTUGAL 2,Feirense,Lusitania FC,2.15,3.5,2.75,1.98,1.73,2.0,1.05,1.4,1.3,6.5,1.11
9,02/06/2024,13:30,CHILE - PRIMERA DIVISION,Everton,U. De Chile,3.1,3.5,2.25,1.85,1.62,2.2,1.05,1.36,1.25,6.0,1.13
10,02/06/2024,13:30,SPAIN - LALIGA2,Mirandes,Amorebieta,2.2,3.3,3.3,1.98,1.73,2.0,1.05,1.44,1.29,6.5,1.11
11,02/06/2024,13:30,SPAIN - LALIGA2,Tenerife,Valladolid,2.15,3.3,3.4,2.6,2.2,1.62,1.1,1.53,1.5,13.0,1.04
12,02/06/2024,13:30,SPAIN - LALIGA2,Villarreal B,Racing Santander,5.75,4.2,1.53,1.48,1.53,2.38,1.02,1.25,1.13,3.5,1.29
14,02/06/2024,15:00,URUGUAY - PRIMERA DIVISION,Fenix,Penarol,5.5,3.6,1.65,2.2,2.2,1.62,1.08,1.44,1.36,9.0,1.07
13,02/06/2024,15:00,ARGENTINA - PRIMERA NACIONAL,CA Estudiantes,Gimnasia Jujuy,2.05,3.0,4.2,3.1,2.5,1.5,1.14,1.67,1.62,17.0,1.03
15,02/06/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Gimnasia y Tiro,Almagro,1.67,3.3,6.0,2.88,2.63,1.44,1.14,1.62,1.57,15.0,1.03
16,02/06/2024,16:00,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Def. de Belgrano,2.45,2.9,3.2,2.88,2.25,1.57,1.13,1.62,1.57,15.0,1.03
17,02/06/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Aldosivi,Chaco For Ever,1.91,3.3,4.1,2.6,2.25,1.57,1.11,1.57,1.5,13.0,1.04
18,02/06/2024,16:00,BRAZIL - SERIE B,Ponte Preta,CRB,2.38,2.9,3.4,2.6,2.1,1.67,1.11,1.57,1.5,13.0,1.04
19,02/06/2024,16:00,ITALY - SERIE C,L.R. Vicenza,Avellino,2.27,2.95,3.3,2.42,2.05,1.7,1.11,1.6,1.5,7.6,1.05
20,02/06/2024,17:00,DOMINICAN REPUBLIC - LDF,Universidad O&M,Cibao,3.3,3.15,2.05,2.2,1.97,1.79,1.06,1.47,1.4,9.0,1.03
21,02/06/2024,18:00,VENEZUELA - LIGA FUTVE,Carabobo,Metropolitanos,1.93,2.95,4.3,2.32,2.02,1.62,1.07,1.57,1.47,9.5,1.01
22,02/06/2024,18:00,ARGENTINA - PRIMERA NACIONAL,Quilmes,Ferro,2.2,3.1,3.5,2.7,2.2,1.62,1.11,1.57,1.53,13.0,1.04
23,02/06/2024,18:00,CANADA - CANADIAN PREMIER LEAGUE,Valour,Vancouver FC,2.47,3.25,2.77,1.83,1.62,2.15,1.06,1.42,1.28,5.2,1.14
24,02/06/2024,18:30,BRAZIL - SERIE B,Ituano,Avai,2.7,3.1,2.7,2.4,2.0,1.73,1.1,1.53,1.44,11.0,1.05
25,02/06/2024,20:15,ARGENTINA - LIGA PROFESIONAL,Instituto,Gimnasia L.P.,2.2,3.25,3.4,2.4,2.1,1.67,1.08,1.57,1.44,11.0,1.05
