,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,18/05/2024,07:00,PORTUGAL - LIGA PORTUGAL 2,Feirense,Vilaverdense,1.83,3.6,3.5,1.75,2.05,1.67,2.1,D,H,D
2,AI_LAY_AWAY_RETORNOS,18/05/2024,07:00,SOUTH KOREA - K LEAGUE 1,Gimcheon Sangmu,Jeju Utd,2.05,3.3,3.75,2.05,1.8,1.8,1.91,H,D,D
3,AI_LAY_AWAY_RETORNOS,18/05/2024,10:00,SWEDEN - SUPERETTAN,Degerfors,Orgryte,1.75,3.7,4.33,1.73,2.08,1.7,2.05,H,D,D
4,AI_LAY_AWAY_RETORNOS,18/05/2024,11:15,SPAIN - LALIGA2,Leganes,Sporting Gijon,2.0,3.2,3.9,2.4,1.53,2.2,1.62,H,D,A
5,AI_LAY_AWAY_RETORNOS,18/05/2024,11:30,PORTUGAL - LIGA PORTUGAL,Club Football Estrela,Gil Vicente,1.6,4.0,5.25,1.67,2.15,1.75,2.0,H,A,A
6,AI_LAY_AWAY_RETORNOS,18/05/2024,11:30,PORTUGAL - LIGA PORTUGAL,Boavista,Vizela,1.57,3.9,6.0,1.73,2.08,1.8,1.95,H,A,A
7,AI_LAY_AWAY_RETORNOS,18/05/2024,12:00,AUSTRIA - BUNDESLIGA,Wolfsberger AC,WSG Wattens,2.05,3.5,3.4,1.98,1.88,1.8,1.95,D,H,D
8,AI_LAY_AWAY_RETORNOS,18/05/2024,12:00,AUSTRIA - BUNDESLIGA,SCR Altach,SC Austria Lustenau,1.67,3.9,4.75,2.05,1.75,2.0,1.75,D,H,D
9,AI_LAY_AWAY_RETORNOS,18/05/2024,12:15,ENGLAND - LEAGUE ONE,Bolton,Oxford Utd,1.85,3.5,4.1,1.93,1.93,1.8,1.95,D,A,H
10,AI_LAY_AWAY_RETORNOS,18/05/2024,13:30,SCOTLAND - CHAMPIONSHIP,Inverness,Hamilton,2.2,3.4,3.2,1.95,1.85,1.73,2.0,H,D,H
11,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Ceuta,Atl. Madrid B,1.62,3.6,4.5,1.98,1.83,1.98,1.75,H,H,D
12,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,R. Union,Fuenlabrada,2.2,3.0,3.1,2.38,1.53,2.1,1.67,H,H,D
13,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Teruel,Osasuna B,2.15,3.1,3.1,2.35,1.57,2.0,1.73,H,H,D
14,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Sabadell,Ponferradina,2.2,2.9,3.2,2.5,1.5,2.2,1.62,H,H,D
15,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Linares,Alcoyano,1.91,3.4,3.4,2.05,1.75,1.8,1.9,H,H,D
16,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Malaga,Antequera,1.65,3.25,5.25,2.1,1.7,2.1,1.67,H,H,D
17,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Ibiza Eivissa,Cordoba,2.2,3.3,3.0,2.15,1.67,1.91,1.8,H,H,D
18,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Barcelona B,Gimnastic,1.95,3.0,3.6,2.38,1.53,2.2,1.62,H,H,D
19,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Sestao,Tarazona,1.73,3.0,5.0,2.5,1.5,2.25,1.57,H,H,D
20,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Melilla,Baleares,1.65,3.3,4.75,2.3,1.6,2.12,1.65,H,H,D
21,AI_LAY_AWAY_RETORNOS,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Sanluqueno,San Fernando,2.0,3.3,3.3,2.15,1.67,1.91,1.8,H,H,D
22,AI_LAY_AWAY_RETORNOS,18/05/2024,15:00,POLAND - DIVISION 1,Leczna,S. Rzeszow,1.8,3.4,3.8,1.88,1.98,1.78,1.93,D,A,H
23,AI_LAY_AWAY_RETORNOS,18/05/2024,15:00,ROMANIA - LIGA 1,CFR Cluj,Farul Constanta,1.57,4.0,5.25,1.65,2.2,1.73,2.0,H,A,D
24,AI_LAY_AWAY_RETORNOS,18/05/2024,15:00,ROMANIA - LIGA 1,Universitatea Craiova,ACS Sepsi OSK,1.53,4.2,5.25,1.62,2.25,1.73,2.0,H,A,D
25,AI_LAY_AWAY_RETORNOS,18/05/2024,15:30,ARGENTINA - PRIMERA NACIONAL,San Miguel,CD Maipu,1.85,3.1,5.0,2.88,1.4,2.5,1.5,H,A,D
26,AI_LAY_AWAY_RETORNOS,18/05/2024,16:00,SPAIN - LALIGA2,Tenerife,Amorebieta,2.15,3.1,3.6,2.35,1.57,2.0,1.73,H,D,A
27,AI_LAY_AWAY_RETORNOS,18/05/2024,19:00,ARGENTINA - PRIMERA NACIONAL,Quilmes,Gimnasia Jujuy,1.85,3.1,5.0,2.7,1.44,2.25,1.57,H,A,D
28,AI_LAY_AWAY_RETORNOS,18/05/2024,20:00,ARGENTINA - LIGA PROFESIONAL,Defensa y Justicia,Gimnasia La Plata,2.05,3.3,3.8,2.15,1.67,1.95,1.8,H,D,D
29,AI_LAY_AWAY_RETORNOS,18/05/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Universitario de Vinto,1.9,3.4,3.5,2.15,1.67,2.0,1.73,H,D,D
30,AI_LAY_AWAY_RETORNOS,18/05/2024,21:10,ARGENTINA - PRIMERA NACIONAL,Estudiantes de Caseros,Alvarado,2.1,3.0,3.9,2.7,1.44,2.25,1.57,H,A,D
31,AI_LAY_AWAY_RETORNOS,18/05/2024,23:00,MEXICO - LIGA MX,CF America,Guadalajara,1.91,3.0,5.5,2.05,1.75,1.95,1.8,D,D,H
