,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,24/09/2023,01:30,SOUTH KOREA - K LEAGUE 2,Gimpo FC,Asan,2.3,3.2,3.2,2.5,2.2,1.62,1.1,1.57,1.5,13.0,1.04
2,24/09/2023,02:00,SOUTH KOREA - K LEAGUE 1,Suwon FC,Ulsan Hyundai,4.5,4.0,1.7,1.53,1.5,2.5,1.03,1.25,1.14,3.75,1.25
3,24/09/2023,04:00,SOUTH KOREA - K LEAGUE 2,Seoul E-Land,Ansan Greeners,1.85,3.6,4.0,1.95,1.8,1.91,1.05,1.4,1.29,6.5,1.11
4,24/09/2023,04:30,SOUTH KOREA - K LEAGUE 1,Gangwon,Incheon,2.63,3.25,2.63,2.15,1.83,1.83,1.07,1.44,1.36,9.0,1.07
5,24/09/2023,05:00,INDONESIA - LIGA 1,PSS Sleman,Madura United,2.85,3.3,2.27,1.85,1.65,1.98,1.02,1.39,1.27,5.9,1.08
6,24/09/2023,05:30,ROMANIA - LIGA 2,Unirea Dej,Unirea Slobozia,3.55,3.45,1.98,2.07,1.9,1.8,1.07,1.45,1.36,6.1,1.09
7,24/09/2023,07:00,SPAIN - PRIMERA RFEF,SD Logrones,Rayo Majadahonda,1.65,3.3,5.25,2.15,2.1,1.67,1.06,1.44,1.36,7.5,1.07
8,24/09/2023,07:00,SPAIN - PRIMERA RFEF,Melilla,Algeciras,2.7,3.0,2.6,2.4,2.1,1.67,1.1,1.53,1.44,8.5,1.05
9,24/09/2023,07:00,SPAIN - PRIMERA RFEF,Baleares,Ceuta,2.6,3.0,2.7,2.35,2.0,1.73,1.08,1.5,1.4,8.0,1.06
10,24/09/2023,07:30,POLAND - EKSTRAKLASA,Zaglebie,Warta Poznan,2.1,3.25,3.5,2.1,1.91,1.91,1.07,1.44,1.36,8.0,1.08
11,24/09/2023,08:00,RUSSIA - PREMIER LEAGUE,Pari NN,Orenburg,2.64,3.43,2.9,2.23,1.86,1.9,1.04,1.45,1.34,7.2,1.05
12,24/09/2023,08:35,CHINA - SUPER LEAGUE,Shenzhen,Zhejiang Professional,21.0,8.0,1.14,1.44,2.25,1.57,1.03,1.22,1.13,3.4,1.3
13,24/09/2023,09:00,THAILAND - THAI LEAGUE 1,Khonkaen Utd.,Prachuap,3.25,3.2,2.18,2.0,1.75,1.95,1.07,1.45,1.33,5.7,1.1
14,24/09/2023,09:00,ITALY - SERIE C,Pro Patria,Triestina,3.3,3.05,2.22,2.25,1.93,1.78,1.09,1.53,1.42,6.8,1.07
15,24/09/2023,09:15,SWITZERLAND - SUPER LEAGUE,Yverdon,Basel,3.1,3.8,2.15,1.6,1.53,2.38,1.03,1.29,1.18,4.33,1.2
16,24/09/2023,10:00,POLAND - DIVISION 1,Pruszkow,S. Rzeszow,2.05,3.4,3.4,1.9,1.73,2.0,1.05,1.36,1.25,6.0,1.13
17,24/09/2023,10:00,NORWAY - OBOS-LIGAEN,Raufoss,Sandnes,1.91,3.8,3.75,1.53,1.5,2.5,1.03,1.29,1.17,4.0,1.22
18,24/09/2023,10:00,ENGLAND - PREMIER LEAGUE,Chelsea,Aston Villa,1.85,3.8,3.8,1.62,1.57,2.25,1.03,1.3,1.2,4.5,1.2
19,24/09/2023,11:00,BELGIUM - JUPILER PRO LEAGUE,Cercle Brugge KSV,Royale Union SG,2.75,3.6,2.38,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
20,24/09/2023,11:00,ICELAND - BESTA DEILD KARLA,Keflavik,Kopavogur,2.6,3.55,2.42,1.5,1.42,2.67,1.03,1.29,1.16,3.45,1.26
21,24/09/2023,11:00,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Brown Adrogue,2.45,2.88,3.4,2.7,2.2,1.62,1.13,1.57,1.53,13.0,1.04
22,24/09/2023,11:30,FINLAND - VEIKKAUSLIIGA,SJK,HJK,3.2,3.2,2.3,2.05,1.75,2.0,1.06,1.4,1.3,7.0,1.1
23,24/09/2023,11:30,PORTUGAL - LIGA PORTUGAL,Chaves,Estrela,2.7,3.25,2.63,1.9,1.67,2.1,1.05,1.36,1.25,6.0,1.13
25,24/09/2023,13:00,SPAIN - PRIMERA RFEF,Ponferradina,Fuenlabrada,1.83,3.1,4.33,2.5,2.25,1.57,1.1,1.57,1.5,8.5,1.05
24,24/09/2023,13:00,MOLDOVA - SUPER LIGA,Zimbru Chisinau,Sheriff Tiraspol,6.0,3.9,1.45,1.87,2.09,1.71,1.03,1.4,1.29,5.5,1.11
26,24/09/2023,13:30,ITALY - SERIE C,Padova,Virtus Verona,1.82,3.25,4.45,2.2,1.98,1.75,1.09,1.52,1.4,6.5,1.08
27,24/09/2023,13:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,Club Brugge KV,3.2,3.75,2.05,1.65,1.57,2.25,1.03,1.3,1.2,4.5,1.18
28,24/09/2023,14:00,ICELAND - BESTA DEILD KARLA,Fylkir,KA Akureyri,2.8,3.7,2.22,1.44,1.4,2.72,1.03,1.27,1.14,3.25,1.29
