League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Azerbaijan Premier League,2024-02-13,08:00:00,PFK Turan Tovuz,FK Qabala,1.69,5.0,3.75,2.76,1.43,1.39,2.9,1.1,8.0,3.5,1.07,3.5,1.3,1.83,1.93,1.1,3.4,1.88,1.86,5.0,3.4,3.8,4.0,4.1,4.2,5.8,3.95,4.5,4.5,3.55,3.95,3.4,3.45,3.75,4.0,3.1,3.95,4.1,0.591716,0.26666668,0.2,0.5181347,0.5464481,0.5319149,0.53763443,2.218935,2.9585798,0.45066667,1.3333334,0.338,0.75,0.5146667,0.488,0.48504603,0.37867647,0.49476832,0.14285715,0.32042253,0.338,1.3333334,0.45066667,0.87564766,2.5906737,0.5146667,1.0265957,10.44,-0.197318,0.1197318,0.1618774,0.4789272,0.48029783,1.6714365,0.5074936,4.0941668,45.846676,0.14142136,2.8624053,4.0941668,1.25,2.06,1,1.0
Azerbaijan Premier League,2024-02-13,10:15:00,Zira,FK Sumqayit,1.88,4.9,2.94,2.26,1.58,1.26,3.75,1.06,11.0,2.44,1.1,2.44,1.51,1.47,2.54,1.05,2.54,2.2,1.62,3.65,4.8,5.4,2.64,3.2,3.45,5.1,2.62,4.1,4.2,5.2,2.64,5.0,5.1,2.6,2.66,5.0,2.64,2.68,0.5319149,0.34013605,0.20408164,0.39370078,0.6802721,0.45454547,0.61728394,1.5638298,2.606383,0.6394558,1.6666666,0.38367346,0.6,0.8639456,0.5,0.3748989,0.21991701,0.44542772,0.25,0.0729927,0.38367346,1.6666666,0.6394558,0.7401575,1.9291339,0.8639456,1.1545454,9.72,-0.1090535,0.20164609,0.19341564,0.5041152,0.47289753,1.5321879,0.4238381,3.7530787,27.92359,1.5132085,28.146782,3.7530787,1.96,1.06,1,1.0
Bahraini Premier,2024-02-13,13:00:00,Al Khalidiyah,Sitra,1.54,6.2,4.2,3.0,1.38,1.45,2.82,1.11,7.6,3.75,1.05,3.5,1.32,1.97,1.9,1.11,3.3,2.04,1.85,3.15,2.78,2.62,4.0,2.28,1.67,5.9,4.0,1.67,2.44,6.6,7.6,1.67,3.15,1.67,1.67,1.55,1.66,3.15,0.64935064,0.23809524,0.16129032,0.5263158,0.5076142,0.49019608,0.5405405,2.7272727,4.025974,0.36666667,1.4761904,0.2483871,0.67741936,0.45238096,0.4690476,0.61295867,0.46341464,0.6020672,0.1923077,0.37704918,0.2483871,1.4761904,0.36666667,0.8105263,3.2631578,0.45238096,0.9313725,11.94,-0.22278057,0.16750419,0.12897822,0.51926297,0.58738106,2.3377767,0.6282433,5.7263603,53.061237,0.09899495,-2.004534,5.7263603,2.0,2.66,1,1.0
Bahraini Premier,2024-02-13,13:00:00,Al-Muharraq,Al Hidd,1.72,4.0,3.9,2.82,1.32,1.48,2.28,1.11,6.2,4.0,1.05,4.0,1.26,2.04,1.77,1.14,2.98,1.76,2.08,12.5,13.5,4.3,4.0,7.2,7.0,4.5,4.4,8.4,3.45,4.5,4.4,3.95,13.0,3.75,4.6,3.3,3.9,4.1,0.5813953,0.25641027,0.25,0.56497175,0.49019608,0.5681818,0.48076922,2.2674417,2.3255813,0.44102564,1.0256411,0.43,0.975,0.45384616,0.52307695,0.4267283,0.38790035,0.3986014,0.012658228,0.37566137,0.43,1.0256411,0.44102564,0.9717514,2.259887,0.45384616,1.0056819,9.62,-0.22661123,0.01039501,0.17879418,0.41580042,0.40180716,1.2884616,0.44736624,3.1560736,47.46576,0.38183767,-7.688448,3.1560736,0.1,2.18,1,1.0
Czech 1 Liga,2024-02-13,14:00:00,Banik Ostrava,Plzen,3.15,2.3,3.5,3.05,1.38,1.48,2.74,1.11,7.2,11.0,1.06,4.4,1.28,1.98,1.86,1.13,3.05,1.69,2.12,12.0,9.2,12.5,6.8,11.5,7.2,9.8,20.0,18.0,11.5,13.5,6.8,7.2,6.8,7.2,26.0,6.6,5.9,8.2,0.31746033,0.2857143,0.4347826,0.53763443,0.5050505,0.591716,0.4716981,1.1111112,0.73015875,0.9,0.6571429,1.3695652,1.5217391,0.5314286,0.5657143,0.18530384,0.05263158,0.1559633,0.20689656,0.30597016,1.3695652,0.6571429,0.9,1.6935484,1.2365592,0.5314286,1.1005917,8.95,-0.039106146,-0.13407822,0.3519553,0.25698325,0.20685485,0.6171169,0.27920753,1.5116216,9.926246,0.16970563,-3.4336305,1.5116216,1.2,0.35,1,1.0
English Championship,2024-02-13,16:45:00,Leicester,Sheff Wed,1.3,13.5,6.0,3.7,1.33,1.56,2.54,1.15,5.6,21.0,1.04,4.8,1.24,2.38,1.7,1.21,5.3,2.18,1.8,20.0,38.0,100.0,65.0,7.8,13.0,42.0,48.0,7.2,9.6,30.0,120.0,9.4,13.0,36.0,100.0,4.9,130.0,230.0,0.7692308,0.16666667,0.074074075,0.5882353,0.42016807,0.4587156,0.5555556,4.6153846,10.384615,0.21666667,2.25,0.096296296,0.44444445,0.28333333,0.39666668,0.9154792,0.6438356,0.8243243,0.3846154,0.5584416,0.096296296,2.25,0.21666667,0.7647059,7.9411764,0.28333333,0.7798165,20.8,-0.22596154,0.36057693,0.0625,0.64903843,0.8874979,6.153319,1.0070632,15.072492,66.9487,0.9616652,-18.778032,15.072492,7.5,4.7,1,1.0
English Championship,2024-02-13,16:45:00,Rotherham,Hull,4.8,1.88,3.75,2.82,1.45,1.38,3.1,1.09,9.0,9.4,1.09,3.35,1.4,1.79,2.2,1.1,9.2,2.04,1.91,11.0,7.4,9.6,19.0,14.0,7.6,9.8,20.0,30.0,18.0,21.0,42.0,90.0,60.0,70.0,120.0,36.0,14.0,210.0,0.20833333,0.26666668,0.5319149,0.45454547,0.5586592,0.49019608,0.5235602,0.78125,0.39166668,1.28,0.50133336,2.5531914,1.9946809,0.58666664,0.47733334,0.41954938,0.12280702,0.43712574,0.3321492,0.26050422,2.5531914,0.50133336,1.28,2.1818182,0.8545455,0.58666664,1.0784314,10.43,0.10067114,-0.1792905,0.46021092,0.18024927,0.4254262,1.4790651,0.43261328,3.6229546,-27.699472,0.57982755,11.585126,3.6229546,1.87,1.05,1,1.0
English Championship,2024-02-13,16:45:00,Swansea,Leeds,6.0,1.62,4.4,3.6,1.27,1.56,2.56,1.13,5.4,15.5,1.04,5.1,1.22,2.38,1.68,1.2,5.1,1.76,2.18,19.0,10.0,10.0,14.5,23.0,9.6,9.4,14.0,42.0,20.0,18.0,26.0,70.0,60.0,60.0,80.0,55.0,6.8,100.0,0.16666667,0.22727273,0.61728394,0.5952381,0.42016807,0.5681818,0.4587156,0.73333335,0.27,1.3636364,0.36818182,3.7037036,2.7160494,0.38181818,0.5409091,0.5923822,0.15384616,0.5748032,0.46179402,0.4473684,3.7037036,0.36818182,1.3636364,3.5714285,0.96428573,0.38181818,0.95454544,12.02,0.13311148,-0.23128119,0.49916804,0.13477537,0.5531614,2.2163334,0.6281173,5.428886,-38.65981,0.98994946,-19.290047,5.428886,2.78,1.6,1,1.0
English National League,2024-02-13,16:45:00,FC Halifax Town,Maidenhead,2.18,3.8,3.05,1.92,1.56,1.27,3.4,1.05,11.0,7.2,1.09,2.34,1.51,1.5,2.3,1.05,10.5,1.95,1.62,3.65,4.2,5.0,3.35,3.4,6.4,4.6,3.35,9.8,4.3,4.9,3.05,5.0,5.1,3.05,3.75,3.05,3.0,3.05,0.4587156,0.32786885,0.2631579,0.4347826,0.6666667,0.51282054,0.61728394,1.3990825,1.7431192,0.7147541,1.2459016,0.5736842,0.80263156,0.75409836,0.4918033,0.23246765,0.166348,0.27090302,0.10948905,0.14018692,0.5736842,1.2459016,0.7147541,0.9478261,1.6521739,0.75409836,1.1794872,9.03,-0.096345514,0.08305648,0.2414175,0.4208195,0.26934898,0.8107404,0.26518944,1.9859003,23.50904,1.1313709,21.801409,1.9859003,0.75,0.87,1,1.0
English League 1,2024-02-13,16:45:00,Leyton Orient,Northampton,1.73,5.6,3.85,2.82,1.44,1.38,2.94,1.09,8.4,3.25,1.01,3.25,1.35,1.79,1.98,1.09,8.4,2.0,1.79,11.0,15.0,28.0,14.0,6.8,8.0,20.0,13.0,8.6,9.4,21.0,13.5,15.0,17.5,36.0,14.0,9.8,13.5,15.5,0.5780347,0.25974026,0.17857143,0.5050505,0.5586592,0.5,0.5586592,2.2254336,3.2369943,0.44935066,1.4545455,0.30892858,0.6875,0.51428574,0.46493506,0.5088576,0.37992832,0.5279673,0.18518518,0.3207547,0.30892858,1.4545455,0.44935066,0.8737374,2.8282828,0.51428574,0.99,11.18,-0.18962432,0.15652952,0.1547406,0.5008944,0.5200212,1.9379456,0.5493425,4.746978,46.66834,0.26870057,5.4268126,4.746978,1.75,2.12,1,1.0
English League 1,2024-02-13,16:45:00,Oxford Utd,Wigan,1.95,4.5,3.7,3.1,1.41,1.44,2.84,1.1,7.2,11.0,1.06,3.75,1.32,1.98,1.92,1.13,6.8,1.84,2.12,12.5,13.5,5.4,6.0,7.8,7.4,13.0,5.8,10.0,9.0,13.5,5.9,16.0,15.5,5.5,6.0,4.4,12.0,6.2,0.51282054,0.27027026,0.22222222,0.5208333,0.5050505,0.54347825,0.4716981,1.8974359,2.3076923,0.527027,1.2162162,0.43333334,0.82222223,0.51891893,0.53513515,0.3795416,0.30973452,0.39534885,0.09756097,0.31672597,0.43333334,1.2162162,0.527027,1.015625,2.34375,0.51891893,1.0434783,10.15,-0.1724138,0.07881773,0.19211823,0.44334975,0.385466,1.30416,0.428164,3.1945267,41.185925,0.084852815,-1.718358,3.1945267,0.8,1.75,1,1.0
English League 1,2024-02-13,16:45:00,Portsmouth,Cambridge Utd,1.44,9.2,4.8,3.0,1.37,1.45,2.7,1.11,7.2,3.7,1.06,3.7,1.29,1.94,1.88,1.12,6.0,2.12,1.74,13.0,25.0,24.0,5.4,6.6,9.8,14.0,12.0,7.2,9.4,25.0,11.5,10.5,14.5,21.0,13.5,5.2,12.5,5.5,0.6944444,0.20833333,0.10869565,0.5319149,0.5154639,0.4716981,0.57471263,3.3333333,6.388889,0.3,1.9166666,0.15652174,0.5217391,0.39166668,0.40416667,0.75897247,0.53846157,0.7293233,0.31428573,0.43712574,0.15652174,1.9166666,0.3,0.7659575,4.893617,0.39166668,0.8867925,15.44,-0.21761657,0.2849741,0.09326425,0.59585494,0.75613946,3.8915977,0.82510227,9.532429,59.23728,0.084852815,-1.718358,9.532429,4.4,3.36,1,1.0
English League 1,2024-02-13,16:45:00,Bolton,Wycombe,1.91,4.8,3.7,2.48,1.44,1.43,3.0,1.1,8.0,10.0,1.07,3.7,1.32,1.91,1.96,1.11,7.2,1.87,2.04,12.0,15.0,12.0,8.8,8.2,7.8,11.0,16.5,10.0,7.0,18.0,16.5,19.0,18.0,32.0,26.0,11.5,16.5,7.0,0.5235602,0.27027026,0.20833333,0.5102041,0.5235602,0.53475934,0.49019608,1.9371728,2.513089,0.5162162,1.2972972,0.39791667,0.7708333,0.5297297,0.5162162,0.40821323,0.31907308,0.43070045,0.12941177,0.3074205,0.39791667,1.2972972,0.5162162,0.9744898,2.4489796,0.5297297,1.0481284,10.41,-0.17195004,0.10566763,0.18347743,0.4610951,0.4203642,1.4586638,0.4559867,3.5729818,41.828545,0.07071068,1.4320962,3.5729818,1.1,1.79,1,1.0
English Championship,2024-02-13,16:45:00,Norwich,Watford,2.24,3.5,3.7,3.15,1.4,1.48,2.82,1.11,7.2,12.5,1.06,4.2,1.29,2.08,1.89,1.14,6.6,1.74,2.3,14.5,14.5,23.0,55.0,10.0,7.8,13.5,34.0,13.5,10.0,16.0,42.0,26.0,20.0,30.0,65.0,14.0,29.0,130.0,0.44642857,0.27027026,0.2857143,0.52910054,0.48076922,0.57471263,0.4347826,1.6517857,1.5625,0.6054054,0.9459459,0.64,1.0571429,0.5108108,0.56216216,0.23837945,0.24579124,0.2195122,0.027777778,0.3237925,0.64,0.9459459,0.6054054,1.1851852,1.8518518,0.5108108,1.0862069,9.44,-0.15466101,-0.021186441,0.23728813,0.3707627,0.2515483,0.7915386,0.31822884,1.9388657,36.129444,0.26870057,-5.4268126,1.9388657,0.2,1.46,1,1.0
English League 1,2024-02-13,16:45:00,Fleetwood Town,Reading,2.94,2.56,3.55,3.05,1.35,1.48,2.62,1.12,7.0,14.0,1.05,3.9,1.25,2.0,1.79,1.16,5.9,1.68,2.22,12.5,10.0,14.0,6.0,11.0,7.4,10.0,21.0,16.0,10.5,13.0,6.0,6.2,5.9,6.2,26.0,5.6,5.3,7.0,0.34013605,0.28169015,0.390625,0.5586592,0.5,0.5952381,0.45045045,1.2074829,0.8707483,0.828169,0.72112674,1.1484375,1.3867188,0.5042254,0.5633803,0.13189375,0.09399076,0.06909091,0.16202946,0.32958803,1.1484375,0.72112674,0.828169,1.6424581,1.4301676,0.5042254,1.0654762,9.05,-0.06740332,-0.10939226,0.32486188,0.28287292,0.1655579,0.499433,0.27177984,1.223356,16.961706,0.29698485,-5.994093,1.223356,0.99,0.61,1,1.0
English League 1,2024-02-13,16:45:00,Stevenage,Bristol Rovers,1.87,4.8,3.8,2.92,1.41,1.44,2.88,1.09,7.2,13.5,1.07,3.35,1.31,1.83,1.94,1.1,7.4,1.84,1.89,12.0,14.5,30.0,11.5,7.8,7.8,17.0,11.5,10.0,9.4,18.0,11.5,18.5,18.0,28.0,26.0,11.5,11.5,13.0,0.53475934,0.2631579,0.20833333,0.5154639,0.5464481,0.54347825,0.52910054,2.0320857,2.566845,0.49210528,1.2631578,0.38958332,0.7916667,0.5105263,0.48157895,0.4255074,0.340388,0.43928036,0.11627907,0.3240418,0.38958332,1.2631578,0.49210528,0.96391755,2.4742267,0.5105263,1.0543479,10.47,-0.1843362,0.09551098,0.17860554,0.45845273,0.426761,1.4893959,0.46480075,3.6482599,43.979572,0.15556349,3.148096,3.6482599,1.0,1.93,1,1.0
English League 1,2024-02-13,16:45:00,Exeter,Derby,4.0,2.04,3.7,3.0,1.44,1.44,2.96,1.09,7.2,3.55,1.06,3.55,1.3,1.88,1.91,1.13,3.1,1.81,2.06,11.5,8.4,11.0,21.0,13.5,7.6,9.6,19.0,26.0,15.0,17.0,23.0,14.5,23.0,48.0,15.5,12.5,12.0,9.8,0.25,0.27027026,0.49019608,0.5235602,0.5319149,0.5524862,0.4854369,0.925,0.51,1.081081,0.55135137,1.9607843,1.8137255,0.5162162,0.5081081,0.32292128,0.038961038,0.3245033,0.2891986,0.31907308,1.9607843,0.55135137,1.081081,2.094241,1.0680628,0.5162162,1.0552486,9.74,0.030800821,-0.17043121,0.4106776,0.20944558,0.32516876,1.0557146,0.37449953,2.585962,-8.530766,0.042426407,0.85937226,2.585962,1.66,0.3,1,1.0
English League 1,2024-02-13,16:45:00,Peterborough,Port Vale,1.45,8.0,5.0,3.45,1.32,1.58,2.48,1.15,5.8,21.0,1.04,2.42,1.18,2.36,1.67,1.2,5.0,1.89,2.02,19.0,27.0,15.5,5.9,8.6,10.5,26.0,16.0,8.6,9.2,20.0,16.5,11.5,13.5,27.0,17.0,5.4,85.0,10.0,0.6896552,0.2,0.125,0.5988024,0.42372882,0.52910054,0.4950495,3.4482758,5.5172415,0.29,1.6,0.18125,0.625,0.334,0.472,0.74029833,0.5503876,0.6931217,0.23076923,0.49925038,0.18125,1.6,0.29,0.8682635,4.790419,0.334,0.8835979,14.45,-0.24567474,0.20761245,0.10034602,0.5536332,0.6807293,3.2788463,0.7705344,8.031501,60.603947,0.97580737,-19.034435,8.031501,3.0,3.55,1,1.0
English League 1,2024-02-13,16:45:00,Burton Albion,Carlisle,2.36,3.4,3.4,2.6,1.47,1.35,3.15,1.07,8.8,2.94,1.01,2.94,1.39,1.69,2.16,1.07,3.7,1.9,1.95,9.4,10.0,20.0,11.0,8.0,6.8,13.5,40.0,12.5,10.5,17.5,34.0,28.0,25.0,38.0,26.0,19.5,29.0,13.0,0.42372882,0.29411766,0.29411766,0.46296296,0.591716,0.5263158,0.51282054,1.440678,1.440678,0.69411767,1.0,0.69411767,1.0,0.63529414,0.4970588,0.1811308,0.18055555,0.18055555,0.0,0.22302158,0.69411767,1.0,0.69411767,1.0925926,1.574074,0.63529414,1.1368421,9.16,-0.11353712,0.0,0.2576419,0.37117904,0.19665205,0.60044426,0.23435493,1.4707822,27.474432,0.66468036,13.224551,1.4707822,0.0,1.04,1,1.0
English League 1,2024-02-13,16:45:00,Charlton,Lincoln,2.28,3.5,3.5,2.72,1.45,1.36,3.0,1.09,8.8,3.5,1.01,3.5,1.37,1.84,2.08,1.1,8.4,1.88,1.94,10.5,11.5,21.0,29.0,8.8,7.0,13.5,22.0,12.0,10.0,17.0,30.0,19.0,16.0,36.0,26.0,18.0,10.0,12.5,0.4385965,0.2857143,0.2857143,0.48076922,0.54347825,0.5319149,0.5154639,1.5350877,1.5350877,0.6514286,1.0,0.6514286,1.0,0.5942857,0.5257143,0.21406211,0.21107267,0.21107267,0.0,0.25448027,0.6514286,1.0,0.6514286,1.0961539,1.6826923,0.5942857,1.106383,9.28,-0.13146552,0.0,0.24568966,0.37715518,0.22770496,0.70436734,0.2698816,1.7253406,31.38319,0.33941126,6.8427734,1.7253406,0.0,1.22,1,1.0
English League 2,2024-02-13,16:45:00,Stockport,Crewe,1.5,7.8,4.7,3.3,1.34,1.49,2.58,1.12,5.7,4.1,1.01,4.1,1.23,2.24,1.68,1.14,4.9,1.96,1.94,16.0,24.0,40.0,9.0,8.4,9.8,19.5,14.0,8.4,9.2,20.0,13.5,12.0,14.0,29.0,26.0,6.2,20.0,16.0,0.6666667,0.21276596,0.12820514,0.5952381,0.44642857,0.5102041,0.5154639,3.1333334,5.2,0.31914893,1.6595745,0.1923077,0.6025641,0.35744682,0.47659576,0.7039311,0.516129,0.67741936,0.248,0.47335422,0.1923077,1.6595745,0.31914893,0.89285713,4.642857,0.35744682,0.85714287,14.0,-0.22857143,0.22142857,0.10714286,0.55714285,0.6750283,3.1501322,0.7587131,7.7162166,57.994617,0.7919596,-15.642246,7.7162166,3.1,3.2,1,1.0
English League 2,2024-02-13,16:45:00,Mansfield,Harrogate Town,1.41,9.4,5.0,3.45,1.35,1.55,2.56,1.15,6.4,4.7,1.01,4.7,1.23,2.3,1.65,1.18,5.0,2.0,1.94,17.5,28.0,5.6,19.5,8.2,10.5,12.0,5.7,7.8,9.4,22.0,5.7,10.5,13.0,13.0,18.5,4.8,19.0,4.8,0.7092199,0.2,0.10638298,0.6060606,0.4347826,0.5,0.5154639,3.5460992,6.6666665,0.282,1.88,0.15,0.5319149,0.33,0.46,0.78244954,0.5600624,0.73913044,0.30555555,0.5037594,0.15,1.88,0.282,0.8545455,5.6969695,0.33,0.825,15.81,-0.22707148,0.27830487,0.08918406,0.5945604,0.75936186,4.0018373,0.8557419,9.802459,60.877686,0.9192388,-18.004162,9.802459,4.4,3.59,1,1.0
English Championship,2024-02-13,16:45:00,Birmingham,Blackburn,2.36,3.15,3.85,3.7,1.29,1.61,2.42,1.16,5.6,15.5,1.05,5.4,1.21,2.5,1.63,1.23,4.6,1.56,2.56,20.0,16.5,22.0,42.0,14.0,8.6,13.0,27.0,16.5,10.5,13.0,30.0,27.0,19.5,26.0,48.0,11.5,18.0,180.0,0.42372882,0.25974026,0.31746033,0.61349696,0.4,0.64102566,0.390625,1.6313559,1.3347458,0.61298704,0.8181818,0.74920636,1.2222222,0.42337662,0.64935064,0.20356764,0.23993559,0.14337568,0.1,0.4051095,0.74920636,0.8181818,0.61298704,1.4478527,1.9325154,0.42337662,1.0448718,9.36,-0.15918803,-0.07478633,0.25213677,0.33653846,0.2389272,0.7454529,0.35014552,1.8259792,36.68611,1.2303658,-23.50904,1.8259792,0.7,1.49,1,1.0
