,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,03/08/2023,09:00,INDONESIA - LIGA 1,Persib Bandung,Bali United,2.15,3.8,2.85,1.42,1.39,2.89
2,03/08/2023,19:00,SOUTH AMERICA - COPA SUDAMERICANA,San Lorenzo (Arg),Sao Paulo (Bra),2.45,3.0,2.7,2.88,2.38,1.53
3,03/08/2023,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Nublense (Chi),LDU Quito (Ecu),2.8,3.4,2.5,2.15,1.91,1.8
