,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA DE EXPANSION MX,16/10/2023,00:05,Atletico La Paz,Zacatecas Mineros,2.35,3.5,2.72,1.57,2.25,1.47,2.5,2.0,1.264911,0.487,1.1,1.3,0.741,0.42553192,0.2857143,0.36764705,0.6369427,0.44444445,0.15949969,0.9,2.565,1,0.7543
2,SERBIA - PRVA LIGA,16/10/2023,10:00,Radnicki S. Mitrovica,Tekstilac Odzaci,2.42,2.8,2.95,2.57,1.42,2.12,1.69,1.7,1.1,0.841,1.25,1.0897248,1.732,0.41322315,0.35714287,0.33898306,0.38910505,0.70422536,0.085452326,0.45,2.19,1,0.7476
3,SERBIA - PRVA LIGA,16/10/2023,10:00,Mladost GAT,Graficar Beograd,1.95,3.25,3.45,1.85,1.75,1.75,2.03,0.7,0.9,1.285,0.8,0.8717798,1.363,0.51282054,0.30769232,0.28985506,0.5405405,0.5714286,0.2733285,-0.1,1.772,1,0.6322
4,GHANA - PREMIER LEAGUE,16/10/2023,12:00,Great Olympics,Accra Lions,1.93,3.05,3.8,2.64,1.4,2.28,1.6,2.2,0.9797959,1.03,0.8,1.1661904,1.254,0.5181347,0.32786885,0.2631579,0.37878788,0.71428573,0.29270437,1.4,2.146,1,0.6824
5,IVORY COAST - LIGUE 1,16/10/2023,15:00,Stade d Abidjan,Stella Adjame,2.75,2.82,2.55,2.48,1.45,2.05,1.73,1.3,1.1874342,0.809,1.2,1.2489996,1.098,0.36363637,0.35460994,0.39215687,0.4032258,0.6896552,0.043233804,0.1,2.436,1,0.6
6,ARGENTINA - PRIMERA NACIONAL,16/10/2023,15:30,Patronato,Agropecuario,5.0,3.5,1.75,2.25,1.62,2.0,1.73,2.1,1.3747727,0.573,0.5,0.92195445,0.873,0.2,0.2857143,0.5714286,0.44444445,0.61728394,0.4506306,1.6,2.297,1,0.6055
7,ARGENTINA - PRIMERA NACIONAL,16/10/2023,15:30,Flandria,San Martin S.J.,3.4,3.25,2.2,2.05,1.8,1.73,2.0,1.3,1.4177446,0.868,1.1,1.3,0.966,0.29411766,0.30769232,0.45454547,0.4878049,0.5555556,0.20629002,0.2,2.718,1,0.7802
8,ARGENTINA - PRIMERA NACIONAL,16/10/2023,15:30,Estudiantes Rio Cuarto,Nueva Chicago,1.95,3.25,4.33,2.7,1.44,2.38,1.53,2.3,1.1,0.574,1.0,1.0954452,1.058,0.51282054,0.30769232,0.23094688,0.37037036,0.6944444,0.3394896,1.3,2.195,1,0.5793
9,ARGENTINA - PRIMERA NACIONAL,16/10/2023,15:30,Def. de Belgrano,San Martin T.,2.55,3.1,3.0,2.6,1.48,2.2,1.62,1.9,1.3747727,0.904,1.2,1.2489996,1.494,0.39215687,0.32258064,0.33333334,0.3846154,0.6756757,0.08753459,0.7,2.624,1,0.5556
10,ITALY - SERIE C,16/10/2023,15:30,Potenza,Turris,1.98,3.35,3.6,1.85,1.88,1.7,2.05,1.9,1.3747727,0.721,1.3,1.4177446,1.273,0.5050505,0.29850745,0.2777778,0.5405405,0.5319149,0.28465065,0.6,2.793,1,0.6
11,ITALY - SERIE C,16/10/2023,15:30,Potenza,Turris,1.98,3.35,3.6,1.85,1.88,1.7,2.05,1.9,1.3747727,0.721,1.3,1.4177446,1.273,0.5050505,0.29850745,0.2777778,0.5405405,0.5319149,0.28465065,0.6,2.793,1,0.6
12,ITALY - SERIE C,16/10/2023,15:45,Pescara,Vis Pesaro,1.36,4.65,7.6,1.65,2.15,1.95,1.75,2.7,0.9,0.265,0.5,0.92195445,1.762,0.7352941,0.21505377,0.13157895,0.6060606,0.4651163,0.74062794,2.2,1.822,1,0.6
13,ITALY - SERIE C,16/10/2023,15:45,Pescara,Vis Pesaro,1.36,4.65,7.6,1.65,2.15,1.95,1.75,2.7,0.9,0.265,0.5,0.92195445,1.762,0.7352941,0.21505377,0.13157895,0.6060606,0.4651163,0.74062794,2.2,1.822,1,0.6
