,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,07/08/2023,13:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Hebar,1.33,6.0,7.5,1.85,2.38,1.53
2,07/08/2023,14:00,POLAND - EKSTRAKLASA,Puszcza,Stal Mielec,2.38,3.2,3.0,2.05,1.8,1.95
3,07/08/2023,14:00,SWEDEN - ALLSVENSKAN,Varberg,Mjallby,2.88,3.2,2.55,2.25,1.95,1.8
4,07/08/2023,15:00,PERU - LIGA 1,AD Cantolao,Sport Huancayo,4.5,3.5,1.83,2.03,1.83,1.83
5,07/08/2023,20:00,BRAZIL - SERIE B,Atletico GO,Tombense,1.72,3.7,4.96,2.13,2.02,1.75
