,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,12/03/2024,05:00,Melbourne City,WS Wanderers,1.85,3.75,3.8,1.53,2.4,1.5,2.5,1.3,1.1874342,1.102,1.2,1.2489996,0.678,0.5405405,0.26666668,0.2631579,0.6535948,0.41666666,0.36419433,0.1,2.436,1,0.8
2,INDIA - ISL,12/03/2024,11:00,Mumbai City,North East Utd,1.45,4.33,5.75,1.6,2.3,1.73,2.0,1.7,1.3453624,0.81,0.8,0.8717798,0.844,0.6896552,0.23094688,0.17391305,0.625,0.4347826,0.6327661,0.9,2.217,1,0.5144
3,ENGLAND - LEAGUE ONE,12/03/2024,16:45,Lincoln,Cambridge Utd,1.7,3.6,5.5,2.3,1.6,2.1,1.67,1.4,1.1135529,0.856,0.8,1.1661904,0.794,0.5882353,0.2777778,0.18181819,0.4347826,0.625,0.49659976,0.6,2.28,1,0.8844
4,ENGLAND - LEAGUE TWO,12/03/2024,16:45,Bradford City,Forest Green,1.67,3.75,5.5,2.0,1.85,1.83,1.83,1.3,1.1874342,1.002,0.9,1.1357816,0.762,0.5988024,0.26666668,0.18181819,0.5,0.5405405,0.51543146,0.4,2.323,1,0.7773
5,ENGLAND - LEAGUE TWO,12/03/2024,16:45,AFC Wimbledon,Gillingham,2.2,3.4,3.3,2.2,1.65,1.91,1.8,1.9,1.3747727,0.673,1.6,1.4282857,0.977,0.45454547,0.29411766,0.3030303,0.45454547,0.6060606,0.20999172,0.3,2.803,1,0.7728
6,ENGLAND - LEAGUE TWO,12/03/2024,16:45,Crewe,Sutton,1.8,3.75,4.33,1.85,2.0,1.73,2.0,1.7,1.3453624,0.522,0.9,1.1357816,1.192,0.5555556,0.26666668,0.23094688,0.5405405,0.5,0.41399676,0.8,2.481,1,0.8011
7,ENGLAND - LEAGUE TWO,12/03/2024,16:45,Newport,Morecambe,2.05,3.6,3.4,1.9,1.95,1.67,2.1,1.6,1.2,0.767,1.7,1.3453624,0.825,0.4878049,0.2777778,0.29411766,0.5263158,0.51282054,0.2700478,-0.1,2.545,1,0.7315
8,ENGLAND - LEAGUE TWO,12/03/2024,16:45,Swindon,Accrington,1.8,4.0,4.0,1.57,2.35,1.57,2.25,1.4,1.356466,0.617,0.7,0.9,0.627,0.5555556,0.25,0.25,0.6369427,0.42553192,0.4093776,0.7,2.256,1,0.7838
9,ENGLAND - LEAGUE TWO,12/03/2024,16:45,Walsall,Barrow,2.2,3.3,3.4,2.1,1.7,1.83,1.83,2.3,1.1,0.928,1.7,1.3453624,0.61,0.45454547,0.3030303,0.29411766,0.47619048,0.5882353,0.20999172,0.6,2.445,1,0.6955
10,SCOTLAND - CHAMPIONSHIP,12/03/2024,16:45,Partick Thistle,Raith,2.1,3.5,3.0,1.67,2.15,1.57,2.25,1.7,1.3453624,0.729,2.4,1.2,0.589,0.47619048,0.2857143,0.33333334,0.5988024,0.4651163,0.2216965,-0.7,2.545,1,0.7118
11,ENGLAND - LEAGUE ONE,12/03/2024,16:45,Leyton Orient,Port Vale,1.6,4.0,5.75,2.05,1.8,2.05,1.7,1.7,1.3453624,0.722,1.0,1.0954452,0.718,0.625,0.25,0.17391305,0.4878049,0.5555556,0.5639344,0.7,2.441,1,0.8655
12,ENGLAND - LEAGUE ONE,12/03/2024,16:45,Derby,Reading,1.67,3.75,5.5,1.85,2.0,1.8,1.95,1.7,1.3453624,0.482,1.1,1.0440307,0.634,0.5988024,0.26666668,0.18181819,0.5405405,0.5,0.51543146,0.6,2.389,1,0.8647
13,ENGLAND - LEAGUE ONE,12/03/2024,17:00,Bolton,Oxford Utd,1.73,3.8,4.75,1.85,2.0,1.8,1.95,1.8,1.2489996,0.717,0.9,1.1357816,0.911,0.5780347,0.2631579,0.21052632,0.5405405,0.5,0.4628668,0.9,2.385,1,0.8616
14,BRAZIL - COPA DO BRASIL,12/03/2024,19:00,CRB,Athletic Club,1.67,3.4,4.5,2.15,1.67,2.02,1.7,2.3,1.1,1.05,1.8571428,1.3552618,1.134,0.5988024,0.29411766,0.22222222,0.4651163,0.5988024,0.43914437,0.443,2.455,1,1.0
15,MOROCCO - BOTOLA PRO,12/03/2024,19:00,Wydad,IR Tanger,1.45,3.8,6.0,1.98,1.83,2.1,1.67,2.2,1.2489996,0.801,1.0,1.0954452,0.864,0.6896552,0.2631579,0.16666667,0.5050505,0.5464481,0.6089518,1.2,2.344,1,0.5258
16,BOLIVIA - DIVISION PROFESIONAL,12/03/2024,21:00,Independiente,Universitario de Vinto,1.95,3.4,3.8,2.15,1.67,1.91,1.8,1.7,1.3453624,0.863,1.3,0.9,0.903,0.51282054,0.29411766,0.2631579,0.4651163,0.5988024,0.3115122,0.4,2.245,1,0.6
