Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,09/04/2024,10:30,Aizawl,TRAU FC,1.45,4.5,5.5
2,ENGLAND - LEAGUE TWO,09/04/2024,15:45,Mansfield,Forest Green,1.33,5.0,9.5
3,ENGLAND - LEAGUE TWO,09/04/2024,15:45,Newport,Accrington,2.5,3.5,2.7
4,ENGLAND - LEAGUE ONE,09/04/2024,15:45,Leyton Orient,Exeter,1.8,3.75,4.2
5,SCOTLAND - CHAMPIONSHIP,09/04/2024,15:45,Raith,Airdrieonians,1.91,3.5,3.5
6,ENGLAND - CHAMPIONSHIP,09/04/2024,15:45,Preston,Huddersfield,2.25,3.2,3.4
7,SOUTH AMERICA - COPA SUDAMERICANA,09/04/2024,19:00,Argentinos Jrs (Arg),Racing Montevideo (Uru),1.4,4.5,9.0
8,SOUTH AMERICA - COPA SUDAMERICANA,09/04/2024,19:00,Corinthians (Bra),Nacional Asuncion (Par),1.36,4.75,11.0
9,SOUTH AMERICA - COPA LIBERTADORES,09/04/2024,19:00,Estudiantes L.P. (Arg),The Strongest (Bol),1.23,6.0,14.5
10,SOUTH AMERICA - COPA LIBERTADORES,09/04/2024,19:00,Gremio (Bra),Huachipato (Chi),1.3,5.3,10.75
11,SOUTH AMERICA - COPA LIBERTADORES,09/04/2024,21:00,Libertad Asuncion (Par),Dep. Tachira (Ven),1.34,5.3,9.0
12,SOUTH AMERICA - COPA LIBERTADORES,09/04/2024,21:00,Fluminense (Bra),Colo Colo (Chi),1.53,4.15,6.5
13,SOUTH AMERICA - COPA SUDAMERICANA,09/04/2024,21:00,Boca Juniors (Arg),Sportivo Trinidense (Par),1.22,6.0,17.0
14,SOUTH AMERICA - COPA SUDAMERICANA,09/04/2024,21:30,Athletico-PR (Bra),Rayo Zuliano (Ven),1.06,11.0,29.0
15,SOUTH AMERICA - COPA SUDAMERICANA,09/04/2024,21:30,Danubio (Uru),Ameliano (Par),1.85,3.5,4.2
16,MEXICO - LIGA DE EXPANSION MX,09/04/2024,22:05,Cancun,Dorados de Sinaloa,1.45,4.25,6.5
17,SOUTH AMERICA - COPA LIBERTADORES,09/04/2024,23:00,Junior (Col),U. de Deportes (Per),1.72,3.75,4.9
