Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,VIETNAM - V.LEAGUE 1,04/04/2024,07:00,Quang Nam,Gia Lai,2.0,3.25,3.5
2,VIETNAM - V.LEAGUE 1,04/04/2024,08:00,Binh Duong,Viettel,2.52,3.05,2.75
3,BULGARIA - PARVA LIGA,04/04/2024,08:30,CSKA 1948 Sofia,Botev Vratsa,1.5,4.0,7.0
4,VIETNAM - V.LEAGUE 1,04/04/2024,09:15,Cong An,Song Lam Nghe An,1.35,4.55,7.8
5,CAMEROON - ELITE ONE,04/04/2024,12:00,Union Douala,APEJES Academy,1.7,2.87,5.7
6,BULGARIA - PARVA LIGA,04/04/2024,13:30,Cherno More,Lok. Sofia,1.25,5.25,17.0
7,NETHERLANDS - EREDIVISIE,04/04/2024,16:00,Ajax,G.A. Eagles,1.5,4.75,5.75
8,EGYPT - PREMIER LEAGUE,04/04/2024,17:00,National Bank Egypt,El Daklyeh,1.62,3.4,5.5
9,EGYPT - PREMIER LEAGUE,04/04/2024,17:00,Enppi,Pharco,2.07,2.77,4.05
10,SOUTH AMERICA - COPA SUDAMERICANA,04/04/2024,19:00,Deportivo Garcilaso (Per),Metropolitanos (Ven),1.36,4.75,8.5
11,SOUTH AMERICA - COPA LIBERTADORES,04/04/2024,19:00,Rosario Central (Arg),Penarol (Uru),2.12,3.15,3.85
12,SOUTH AMERICA - COPA LIBERTADORES,04/04/2024,21:00,Palestino (Chi),Bolivar (Bol),1.75,3.8,4.75
13,SOUTH AMERICA - COPA SUDAMERICANA,04/04/2024,21:00,U. Catolica (Ecu),Cruzeiro (Bra),2.05,3.5,3.5
