League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Japanese J League,2024-05-06,01:00:00,Kobe,Albirex Niigata,1.59,7.4,4.0,2.76,1.53,1.36,3.6,1.08,11.0,10.0,1.09,3.2,1.43,1.73,2.3,1.09,10.0,2.34,1.71,10.0,17.5,42.0,18.5,6.0,8.6,27.0,17.5,7.2,9.8,27.0,17.5,13.0,18.0,46.0,18.5,11.0,18.5,20.0,0.6289308,0.25,0.13513513,0.4347826,0.5780347,0.42735043,0.5847953,2.5157232,4.654088,0.3975,1.85,0.21486486,0.5405405,0.575,0.4325,0.6241634,0.431127,0.6462736,0.2982456,0.26984128,0.21486486,1.85,0.3975,0.6913043,3.2173913,0.575,0.982906,12.99,-0.18552732,0.2617398,0.12240185,0.56966895,0.67413944,2.9190238,0.6776979,7.150119,50.31155,0.80610174,15.907552,7.150119,3.4,2.41,1,1.0
Japanese J League,2024-05-06,01:05:00,G-Osaka,C-Osaka,3.15,2.5,3.25,2.84,1.51,1.37,3.45,1.09,10.5,11.0,1.08,3.45,1.38,1.8,2.18,1.11,8.8,1.86,2.04,10.5,9.0,13.5,26.0,10.0,6.8,10.5,23.0,17.0,12.5,16.5,8.6,8.4,30.0,8.4,9.2,8.0,7.2,10.0,0.31746033,0.30769232,0.4,0.4587156,0.5555556,0.53763443,0.49019608,1.031746,0.7936508,0.9692308,0.7692308,1.26,1.3,0.6707692,0.5538462,0.12116558,0.015625,0.11504425,0.13043478,0.1970534,1.26,0.7692308,0.9692308,1.4449542,1.146789,0.6707692,1.172043,8.9,-0.011235955,-0.084269665,0.3539326,0.28089887,0.13726732,0.40722638,0.18593518,0.99749684,2.8624053,0.53740114,10.757967,0.99749684,0.75,0.1,1,1.0
Japanese J League 2,2024-05-06,02:00:00,Oita,Nagasaki,3.45,2.26,3.4,3.0,1.46,1.42,3.2,1.1,9.4,11.0,1.07,3.75,1.33,1.92,2.02,1.13,7.6,1.81,2.04,10.5,8.0,11.5,24.0,11.5,6.8,9.8,21.0,20.0,12.5,16.0,4.6,4.5,4.4,4.4,4.5,4.2,3.9,4.6,0.28985506,0.29411766,0.44247788,0.4950495,0.5208333,0.5524862,0.49019608,0.98550725,0.65507245,1.0147059,0.6647059,1.5265486,1.5044248,0.59411764,0.5647059,0.20740518,0.00729927,0.2084063,0.20141342,0.25461254,1.5265486,0.6647059,1.0147059,1.7079208,1.1188118,0.59411764,1.1160221,9.11,0.0054884744,-0.12513721,0.37870473,0.24807903,0.22165011,0.6730775,0.26904416,1.6486964,-1.4320962,0.14142136,2.8624053,1.6486964,1.14,0.05,1,1.0
Japanese J League 2,2024-05-06,02:00:00,Mito,Kumamoto,2.7,2.94,3.15,2.74,1.53,1.36,3.6,1.08,11.0,8.8,1.09,3.25,1.41,1.72,2.28,1.09,9.4,1.91,2.0,9.2,8.6,16.5,4.4,8.6,6.4,11.0,4.6,13.5,10.5,17.0,4.4,4.6,25.0,4.4,4.5,4.1,4.2,4.6,0.37037036,0.31746033,0.34013605,0.4385965,0.5813953,0.5235602,0.5,1.1666666,1.0888889,0.85714287,0.93333334,0.9183673,1.0714285,0.72380954,0.5460318,0.06325239,0.07692308,0.04255319,0.03448276,0.160221,0.9183673,0.93333334,0.85714287,1.1842105,1.2894737,0.72380954,1.1937172,8.79,-0.051194537,-0.023890786,0.30716723,0.334471,0.07684867,0.2251666,0.13492198,0.5515433,12.680384,0.7919596,15.642246,0.5515433,0.21,0.45,1,1.0
Japanese J League 2,2024-05-06,02:00:00,Tochigi SC,Fujieda MYFC,2.72,2.88,3.25,2.82,1.51,1.37,3.5,1.08,11.0,9.4,1.09,3.35,1.39,1.76,2.2,1.09,8.6,1.86,2.0,9.4,9.0,15.5,7.4,8.6,6.4,11.5,7.0,15.0,10.5,16.0,7.6,7.2,7.0,7.4,8.0,6.8,6.8,8.6,0.36764705,0.30769232,0.3472222,0.45454547,0.5681818,0.53763443,0.5,1.194853,1.0588236,0.83692306,0.8861538,0.9444444,1.1284722,0.6769231,0.5415385,0.07301432,0.08877722,0.028571429,0.06035889,0.19266056,0.9444444,0.8861538,0.83692306,1.2363636,1.3090909,0.6769231,1.1827956,8.85,-0.059887007,-0.04180791,0.30734465,0.32542372,0.09215103,0.27184555,0.1577432,0.6658829,14.842227,0.62225395,12.407418,0.6658829,0.37,0.53,1,1.0
Japanese J League,2024-05-06,02:00:00,Kyoto,FC Machida,4.0,2.1,3.4,2.86,1.5,1.38,3.4,1.09,10.5,11.0,1.08,3.45,1.39,1.8,2.18,1.1,8.8,1.94,1.99,10.5,7.8,11.0,20.0,11.5,7.0,10.0,19.5,22.0,13.5,17.0,7.6,8.2,7.8,8.0,8.4,7.6,6.2,8.8,0.25,0.29411766,0.47619048,0.4587156,0.5555556,0.5154639,0.5025126,0.85,0.525,1.1764706,0.61764705,1.9047619,1.6190476,0.64117646,0.5294118,0.2878531,0.08108108,0.3114754,0.23636363,0.21863799,1.9047619,0.61764705,1.1764706,1.8348624,0.96330273,0.64117646,1.1237113,9.5,0.06315789,-0.1368421,0.42105263,0.22105263,0.3067116,0.9712535,0.31984663,2.3790755,-16.699244,0.53740114,10.757967,2.3790755,1.3,0.6,1,1.0
Japanese J League 2,2024-05-06,02:00:00,Blaublitz Akita,Kofu,2.78,2.94,3.05,2.54,1.6,1.31,4.0,1.07,13.5,8.0,1.11,2.88,1.49,1.6,2.52,1.07,11.0,2.02,1.9,8.0,7.8,15.0,4.4,8.0,6.2,10.0,4.6,12.0,9.8,15.5,4.4,4.5,4.6,4.3,4.5,4.2,4.2,4.6,0.35971224,0.32786885,0.34013605,0.3968254,0.625,0.4950495,0.5263158,1.0971223,1.057554,0.9114754,0.9639344,0.9455782,1.0374149,0.8262295,0.52459013,0.038279954,0.04631218,0.027972028,0.01836394,0.0951526,0.9455782,0.9639344,0.9114754,1.1031746,1.1666666,0.8262295,1.2475247,8.77,-0.030786773,-0.012542759,0.31698975,0.33523375,0.046443358,0.13576941,0.08153296,0.33256578,7.688448,1.3010765,24.70243,0.33256578,0.11,0.27,1,1.0
Japanese J League 2,2024-05-06,02:00:00,Okayama,Tokushima,1.78,5.4,3.6,2.76,1.53,1.36,3.6,1.09,11.0,9.2,1.09,3.25,1.41,1.74,2.26,1.09,9.4,2.08,1.81,9.8,13.0,7.0,7.8,6.4,7.6,6.6,7.6,8.4,9.4,20.0,7.6,16.5,6.6,7.2,8.0,5.4,7.8,8.2,0.56179774,0.2777778,0.18518518,0.44247788,0.57471263,0.48076922,0.5524862,2.022472,3.0337079,0.49444443,1.5,0.32962963,0.6666667,0.62777776,0.48333332,0.46909046,0.33828998,0.5041783,0.2,0.22866894,0.32962963,1.5,0.49444443,0.7876106,2.3893805,0.62777776,1.0865384,10.78,-0.16883117,0.16697589,0.16512059,0.5009276,0.50371313,1.8100092,0.4973237,4.433599,42.302193,0.7353911,14.574216,4.433599,1.8,1.82,1,1.0
South Korean K League 1,2024-05-06,02:00:00,Jeju Utd,Daegu FC,2.78,3.0,3.15,2.7,1.54,1.34,3.7,1.08,12.0,9.4,1.1,3.2,1.42,1.71,2.32,1.09,10.0,1.95,1.98,8.4,8.4,16.5,7.0,8.6,6.4,11.5,7.0,13.5,10.5,17.5,7.2,6.8,8.0,7.2,7.6,6.6,6.8,8.0,0.35971224,0.31746033,0.33333334,0.43103448,0.5847953,0.51282054,0.5050505,1.1330935,1.0791367,0.8825397,0.95238096,0.9266667,1.05,0.73650795,0.54285717,0.0517348,0.062394604,0.038062282,0.024390243,0.15173675,0.9266667,0.95238096,0.8825397,1.1982758,1.2931035,0.73650795,1.1897436,8.93,-0.04143337,-0.016797312,0.3113102,0.33594626,0.06251971,0.18610033,0.12863629,0.45585084,10.481218,0.8626703,16.961706,0.45585084,0.15,0.37,1,1.0
Japanese J League,2024-05-06,03:00:00,Hiroshima,Nagoya,1.51,8.4,4.4,2.9,1.49,1.39,3.35,1.09,10.0,12.0,1.08,3.5,1.39,1.83,2.14,1.11,8.6,2.34,1.7,11.5,19.5,40.0,17.5,6.2,9.4,30.0,16.5,7.0,9.4,27.0,16.5,11.5,16.5,32.0,17.0,6.6,17.0,18.5,0.66225165,0.22727273,0.11904762,0.46728972,0.5464481,0.42735043,0.5882353,2.9139073,5.562914,0.34318182,1.9090909,0.1797619,0.52380955,0.48636365,0.41590908,0.6982799,0.4890017,0.6952573,0.3125,0.34556574,0.1797619,1.9090909,0.34318182,0.7056075,3.9252336,0.48636365,0.9145299,14.31,-0.20195667,0.2795248,0.10552061,0.5870021,0.7253396,3.4598699,0.7576992,8.4749155,55.31516,0.4384062,8.810733,8.4749155,4.0,2.89,1,1.0
