,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,27/01/2024,12:00,SCOTLAND - PREMIERSHIP,Kilmarnock,Hibernian,1.95,3.4,4.0,2.05,1.75,1.91,1.91,D,A,H
2,Lay Away New,27/01/2024,12:00,ENGLAND - FA CUP,Leicester,Birmingham Legion FC,1.45,5.0,6.0,1.57,2.35,1.75,2.0,H,D,A
3,Lay Away New,27/01/2024,12:00,ENGLAND - FA CUP,Everton De Vina,Luton,1.5,4.2,7.0,1.86,2.04,1.95,1.8,H,D,A
4,Lay Away New,27/01/2024,12:00,ENGLAND - LEAGUE ONE,Bristol Rovers,Oxford Utd,2.38,3.6,2.8,1.67,2.15,1.57,2.25,H,A,H
5,Lay Away New,27/01/2024,12:00,ENGLAND - FA CUP,Leeds,Plymouth,1.4,5.5,6.5,1.44,2.7,1.67,2.1,H,D,A
6,Lay Away New,27/01/2024,12:00,ENGLAND - LEAGUE ONE,Barnsley,Exeter,1.62,4.33,4.75,1.73,2.08,1.8,1.95,H,A,H
7,Lay Away New,27/01/2024,12:00,ENGLAND - LEAGUE ONE,Northampton,Shrewsbury,1.8,3.6,4.5,2.15,1.67,2.0,1.75,H,A,H
8,Lay Away New,27/01/2024,12:00,ENGLAND - LEAGUE ONE,Derby,Cheltenham,1.4,5.0,7.0,1.73,2.08,1.95,1.8,H,A,H
9,Lay Away New,27/01/2024,16:00,SPAIN - PRIMERA RFEF,Fuenlabrada,Barcelona B,2.45,2.9,2.7,2.38,1.53,2.1,1.67,H,D,D
10,Lay Away New,27/01/2024,16:00,ENGLAND - FA CUP,Fulham,Newcastle,3.0,3.6,2.25,1.75,2.05,1.62,2.2,H,D,A
11,Lay Away New,27/01/2024,17:00,SPAIN - LALIGA2,Levante,Tenerife,2.2,3.1,3.6,2.5,1.5,2.1,1.67,H,A,A
12,Lay Away New,27/01/2024,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,CA Platense,Boca Juniors,3.6,3.0,2.25,2.7,1.44,2.2,1.62,H,A,H
13,Lay Away New,27/01/2024,22:20,COLOMBIA - PRIMERA A,Ind Medellin,Deportivo Pereira,1.8,3.5,4.75,2.1,1.7,1.91,1.8,A,A,H
