Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,23/02/2024,11:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Taawon,Al Akhdoud,1.62,3.8,5.25,1.7,1.8,1.91,1.04,1.33,1.22,4.5,1.17
2,23/02/2024,14:00,POLAND - DIVISION 1,Legnica,Polonia Warszawa,1.67,3.6,4.75,2.03,2.0,1.73,1.05,1.44,1.3,7.0,1.1
3,23/02/2024,15:00,ROMANIA - LIGA 1,CFR Cluj,Din. Bucuresti,1.44,4.0,8.5,2.0,2.25,1.57,1.06,1.4,1.29,7.0,1.1
4,23/02/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Groningen,Helmond,1.33,5.5,8.5,1.57,1.83,1.83,1.03,1.29,1.17,4.33,1.2
5,23/02/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,Lierse K.,1.53,4.2,5.0,1.67,1.73,2.0,1.03,1.3,1.2,5.0,1.17
6,23/02/2024,16:00,NETHERLANDS - EREDIVISIE,Utrecht,Heracles,1.4,4.5,7.5,1.57,1.8,1.95,1.03,1.29,1.17,4.33,1.2
7,23/02/2024,16:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Den Bosch,1.44,4.75,6.5,1.57,1.73,2.0,1.03,1.29,1.18,4.33,1.2
8,23/02/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Maastricht,1.36,5.25,7.5,1.4,1.62,2.2,1.01,1.22,1.11,3.25,1.33
9,23/02/2024,16:30,POLAND - DIVISION 1,Wisla,Tychy,1.62,3.8,4.75,1.7,1.73,2.0,1.04,1.33,1.22,5.0,1.17
10,23/02/2024,16:45,ENGLAND - CHAMPIONSHIP,Coventry,Preston,1.7,3.75,4.75,1.83,1.73,2.0,1.05,1.36,1.25,5.5,1.14
11,23/02/2024,20:10,COLOMBIA - PRIMERA A,Aguilas,Envigado,1.65,3.75,5.25,2.05,2.0,1.73,1.06,1.4,1.33,7.0,1.1
