,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,SERBIA - PRVA LIGA,2024-04-15,11:00,Vrsac,Tekstilac Odzaci,1.6,3.5,5.1,1.98,1.9,1.86,1.65,1.9090909,1.2398347,0.64943725,0.3173512,0.24068035,0.75840384,0.53401524,0.16015038,0.29989854,1.0,0.73854893,0.73854893,0.45454547,0.8907235,1.9595917,0.54545456,0.9875255,1.8104634,0.47891587,0.12874703,0.73945796,1.3636364,0.54160255,0.41322315,0.9797959,0.8181818,0.83319557,1.0183501,0.23388615,0.3469483,1.4834068,0.72892284,0.09419317,0.12922241,0.54545456,0.78202957,1.4337208,0.8181818,0.7158189,0.8748898,-0.27272728,0.9620914,-3.5276685,0.34679613,0.10213543,0.3966942,1.0752907,0.8181818,0.7158189,0.625,0.2857143,0.19607843,0.5050505,0.6060606,0.5263158,0.53763443,2.1875,3.1875,0.45714286,1.4571428,0.3137255,0.6862745,0.5657143,0.47142857,0.50071424,0.37254903,0.52238804,0.18604651,0.27737227,0.3137255,1.4571428,0.45714286,0.8080808,2.5757575,0.5657143,1.0421053,10.2,1.091,2.073,-0.18627451,0.15686275,0.15686275,0.5,0.51533574,1.7521416,0.5245031,4.291853,43.5312,0.46669048,9.369385,2.0710785,1.2132353,1.7070707,0.5857988,4.291853,1.6,1.9,1.0,0.9661
2,BAHRAIN - PREMIER LEAGUE,2024-04-15,13:00,Al-Muharraq,Al-Shabbab,1.88,3.7,3.6,1.7,1.62,2.15,2.07,1.7272727,0.9620914,0.5570003,0.36303294,0.25895262,0.7133034,0.4645268,0.13570893,0.29214445,1.4545455,0.9875255,0.6789238,0.90909094,0.66804266,0.73484695,0.54545456,0.78202957,1.4337208,0.55900735,0.12863563,1.0067765,1.5867769,0.9052317,1.4876033,0.4082483,0.90909094,0.7925271,0.8717798,0.61072373,0.39428368,0.64560074,0.3457551,0.090851754,0.2627633,1.2727273,0.86243933,0.6776309,1.5454545,0.8907235,0.5763505,-0.27272728,0.74965554,-2.748737,0.27647436,0.10257054,3.0082645,0.36487818,1.9669422,0.6998542,0.5319149,0.27027026,0.2777778,0.5882353,0.4830918,0.61728394,0.4651163,1.968085,1.9148936,0.5081081,0.972973,0.5222222,1.0277778,0.45945945,0.55945945,0.3378159,0.32616487,0.3138686,0.01369863,0.37037036,0.5222222,0.972973,0.5081081,1.1058824,2.1176472,0.45945945,1.0493827,9.18,0.818,1.755,-0.19825707,-0.010893246,0.20479302,0.39215687,0.334357,1.0231324,0.3960135,2.5061524,42.302193,0.52325904,-10.481218,1.8735224,1.3652482,1.3722944,0.7287066,2.5061524,0.1,1.82,1.0,0.8851
3,BAHRAIN - PREMIER LEAGUE,2024-04-15,13:00,Al Riffa,Al-Hala,1.75,3.55,4.45,1.87,1.78,1.93,1.87,2.0,1.1281521,0.56407607,0.29364833,0.24060987,0.81938106,0.5068093,0.23673198,0.46710268,2.090909,1.975051,0.9445896,0.8181818,0.7158189,0.8748898,1.2727273,2.0928845,1.6444092,0.663843,0.121969536,1.3773761,3.0413222,1.3578476,1.2644628,0.46317694,1.2727273,1.354515,1.0642618,0.6396673,0.55070573,0.8609253,0.3774313,0.14114489,0.3739618,1.2727273,1.0523489,0.82684547,1.6363636,1.06794,0.65263003,-0.36363637,1.4937888,-4.107919,0.29957137,0.1004637,2.429752,0.5512303,2.677686,0.65263003,0.5714286,0.28169015,0.2247191,0.53475934,0.53475934,0.56179774,0.5181347,2.0285714,2.5428572,0.49295774,1.2535211,0.39325842,0.7977528,0.5267606,0.5267606,0.42252514,0.33962265,0.43548387,0.1125,0.3099631,0.39325842,1.2535211,0.49295774,0.93582886,2.3796792,0.5267606,1.0505618,9.75,0.727,2.483,-0.18461539,0.092307694,0.17948718,0.45641026,0.42300698,1.3747727,0.45356676,3.3674917,41.987213,0.0,0.0,1.9390048,1.2455859,1.5567011,0.6423841,3.3674917,0.9,1.8,1.0,0.9488
4,POLAND - EKSTRAKLASA,2024-04-15,14:00,Piast Gliwice,Zaglebie,2.15,3.2,3.5,2.4,2.0,1.75,1.53,1.1818181,0.9359664,0.79197156,0.23345675,0.22805333,0.97685474,0.6245369,0.124629945,0.19955578,1.0909091,1.1642044,1.0671874,1.0,1.2060454,1.2060454,0.09090909,1.1642044,12.806249,0.55677116,0.09269456,0.82384014,0.892562,1.4229165,1.5454545,0.7803823,1.0909091,1.2398347,1.1365151,0.44996914,0.39215195,0.87150854,0.5064734,0.079187036,0.15634982,1.1818181,0.9359664,0.79197156,1.9090909,1.5640591,0.81926906,-0.72727275,2.178027,-2.9947872,0.34640697,0.09953928,1.3966942,0.79197156,1.214876,2.4578073,0.4651163,0.3125,0.2857143,0.41666666,0.6535948,0.5,0.5714286,1.4883721,1.6279069,0.671875,1.09375,0.6142857,0.9142857,0.75,0.478125,0.22293474,0.19626169,0.23893805,0.04477612,0.14285715,0.6142857,1.09375,0.671875,0.8958333,1.4583334,0.75,1.2,8.85,0.091,2.176,-0.118644066,0.033898305,0.24293785,0.39548022,0.24029571,0.7088723,0.2278401,1.7363756,27.699472,1.2303658,23.50904,1.6810632,1.3222592,1.2713568,0.78656125,1.7363756,0.3,1.05,1.0,0.6974
5,ROMANIA - LIGA 1,2024-04-15,14:30,FC Rapid Bucuresti,Sepsi Sf. Gheorghe,1.8,3.3,4.2,1.95,1.8,1.91,1.9,1.9090909,1.443137,0.75592893,0.66446304,0.51622266,0.77690196,0.3056367,0.17479825,0.5719151,2.3636363,1.1499192,0.48650426,1.6363636,1.2984415,0.793492,0.72727275,1.9582417,2.6925824,0.54290354,0.10686471,1.45327,3.2231405,0.84327406,2.5289257,0.84016806,1.1818181,1.4024771,1.1867114,0.43214774,0.33830547,0.78284675,0.4636984,0.115164906,0.24836168,1.1818181,0.9359664,0.79197156,1.2727273,0.6165755,0.48445213,-0.09090909,1.0833068,-11.916375,0.36136585,0.11454173,0.96694213,1.1439589,2.0826447,0.3767961,0.5555556,0.3030303,0.23809524,0.51282054,0.5263158,0.5555556,0.5235602,1.8333334,2.3333333,0.54545456,1.2727273,0.42857143,0.78571427,0.59090906,0.57575756,0.37459582,0.29411766,0.4,0.12,0.25714287,0.42857143,1.2727273,0.54545456,0.9230769,2.1538463,0.59090906,1.0833334,9.3,0.727,2.846,-0.16129032,0.09677419,0.19354838,0.4516129,0.39110824,1.2124356,0.407049,2.9698484,36.869896,0.07071068,1.4320962,1.9047619,1.2698413,1.5,0.6666667,2.9698484,0.9,1.5,1.0,0.9389
6,ITALY - SERIE C,2024-04-15,15:30,Juve Stabia,Crotone,2.1,2.87,3.55,2.32,1.98,1.75,1.55,2.2727273,0.9620914,0.4233202,0.26934505,0.23754215,0.88192505,0.5356479,0.18402906,0.34356347,1.6363636,1.4316378,0.8748898,0.36363637,0.64282435,1.767767,1.2727273,1.354515,1.0642618,0.6440701,0.10956765,1.1402168,1.785124,1.3123347,0.42975205,0.54392827,1.4545455,1.233151,0.84779125,0.48090908,0.34950566,0.7267603,0.42533022,0.13304631,0.3128071,1.5454545,1.1570839,0.7487013,1.0,1.2060454,1.2060454,0.54545456,1.7248787,3.1622777,0.44855312,0.06664884,1.8264463,0.9790709,1.1818181,1.0205,0.47619048,0.34843206,0.28169015,0.43103448,0.6451613,0.5050505,0.5714286,1.3666667,1.6904762,0.73170733,1.2369338,0.5915493,0.8084507,0.80836236,0.5400697,0.2188251,0.15492958,0.25663716,0.105919,0.10597303,0.5915493,1.2369338,0.73170733,0.9051724,1.5301725,0.80836236,1.1717172,8.52,0.818,2.195,-0.09037559,0.07981221,0.24647887,0.41666666,0.25544554,0.72546536,0.2387048,1.77702,21.056705,1.0889444,21.056705,1.7102616,1.3212609,1.2944162,0.77254903,1.77702,0.68,0.77,1.0,0.8004
7,SPAIN - LALIGA2,2024-04-15,15:30,Alcorcon,Villarreal B,2.2,3.1,3.6,2.3,1.91,1.8,1.6,1.3636364,1.06794,0.78315604,0.21433145,0.20577806,0.9600927,0.63170874,0.0759151,0.120174214,0.54545456,0.4979296,0.91287094,0.54545456,0.6555548,1.2018504,0.0,0.8528029,1.0,0.3377666,0.07227838,0.44161057,0.49586776,0.5477226,0.34710744,1.0301576,0.36363637,0.88139635,2.42384,0.26485363,0.2960243,1.1176901,0.64058095,0.06007049,0.09377502,0.45454547,0.4979296,1.0954452,1.9090909,0.9958592,0.52164054,-1.4545455,1.1570839,-0.79549515,0.2094215,0.045993514,0.41322315,0.5477226,3.8181818,0.4979296,0.45454547,0.32258064,0.2777778,0.4347826,0.625,0.5235602,0.5555556,1.4090909,1.6363636,0.7096774,1.1612903,0.6111111,0.8611111,0.7419355,0.516129,0.21338186,0.16981132,0.2413793,0.07462686,0.14814815,0.6111111,1.1612903,0.7096774,0.95652175,1.5652174,0.7419355,1.2041885,8.9,1.0,1.949,-0.101123594,0.056179777,0.24719101,0.40449437,0.23914379,0.7094599,0.23868974,1.7378147,24.227745,0.98994946,19.290047,1.6414142,1.2878788,1.2745098,0.7846154,1.7378147,0.5,0.9,1.0,0.7503
8,ITALY - SERIE C,2024-04-15,15:45,Avellino,Benevento,2.02,3.0,3.55,2.32,2.02,1.7,1.53,1.4545455,1.233151,0.84779125,0.3284765,0.4380406,1.3335525,0.6084276,0.2580945,0.42419922,1.7272727,1.9582417,1.1337188,1.0909091,0.8999541,0.8249579,0.6363636,1.9198829,3.016959,0.6481052,0.10356956,1.187689,2.355372,1.436044,1.4876033,0.65996635,1.7272727,1.2128786,0.70219284,0.2979715,0.26237026,0.8805213,0.5705569,0.1418469,0.24861132,1.0909091,0.8999541,0.8249579,0.90909094,0.8999541,0.98994946,0.18181819,1.2662171,6.9641943,0.45432305,0.07799799,1.1900827,0.8249579,0.9917355,0.8249579,0.4950495,0.33333334,0.28169015,0.43103448,0.6535948,0.4950495,0.5882353,1.4851485,1.7574258,0.67333335,1.1833333,0.5690141,0.8450704,0.7733333,0.51,0.24562,0.19521913,0.27468583,0.08396947,0.12781955,0.5690141,1.1833333,0.67333335,0.87068963,1.5301725,0.7733333,1.1485149,8.57,-0.273,2.446,-0.11435239,0.064177364,0.23570596,0.4142357,0.2712971,0.7750054,0.25246346,1.8983678,26.104855,1.1172287,21.55402,1.7668387,1.34012,1.3184183,0.7584846,1.8983678,0.55,0.98,1.0,0.7467
9,ENGLAND - PREMIER LEAGUE,2024-04-15,16:00,Chelsea,Everton,1.73,4.2,4.33,1.53,1.53,2.38,2.5,2.3636363,1.06794,0.45182076,0.4586225,0.27410617,0.59767276,0.33428225,0.13942754,0.41709524,2.8181818,1.5850542,0.56243855,1.5454545,1.233151,0.7979212,1.2727273,1.8136307,1.4249955,0.66070724,0.1085827,1.7394445,4.867769,0.9176629,2.9504132,0.6459362,0.6363636,0.88139635,1.3850514,0.5087296,0.47133982,0.9265036,0.4463331,0.080311164,0.17993549,1.0909091,1.0833068,0.99303126,1.9090909,1.1642044,0.6098214,-0.8181818,1.3360853,-1.6329932,0.2671532,0.070564136,1.6859504,0.70096326,3.644628,0.6098214,0.5780347,0.23809524,0.23094688,0.6535948,0.4,0.6535948,0.42016807,2.4277456,2.50289,0.41190475,1.0309523,0.3995381,0.9699769,0.3642857,0.5952381,0.4640352,0.41652614,0.4290429,0.015240328,0.46596858,0.3995381,1.0309523,0.41190475,1.130719,2.8300653,0.3642857,1.0,10.26,1.727,1.949,-0.24074075,0.012670565,0.16861598,0.4220273,0.42837006,1.4650255,0.51719475,3.588565,51.002335,1.3717872,-25.873384,1.9650509,1.2708753,1.5462185,0.6467391,3.588565,0.13,2.47,1.0,0.9832
10,PORTUGAL - LIGA PORTUGAL,2024-04-15,16:15,Vizela,Chaves,2.0,3.5,3.75,1.98,1.75,2.0,1.88,1.0,1.2792042,1.2792042,0.5227209,0.45358258,0.86773384,0.43650818,0.13845603,0.31719002,1.1818181,0.9359664,0.79197156,2.1818182,1.6414064,0.7523112,-1.0,1.7056057,-1.7056057,0.33591062,0.15579805,0.7588644,2.4710743,0.4476361,3.1735537,1.1284668,0.36363637,0.4810457,1.3228756,0.26860735,0.39841855,1.4832748,0.704496,0.0965614,0.1370645,0.45454547,0.6555548,1.4422206,1.7272727,1.4200454,0.8221316,-1.2727273,1.6006197,-1.2576298,0.24444431,0.19119136,0.37190083,0.8012336,5.181818,0.47334847,0.5,0.2857143,0.26666668,0.5050505,0.5319149,0.5714286,0.5,1.75,1.875,0.5714286,1.0714285,0.53333336,0.93333334,0.5657143,0.5371429,0.30157617,0.27272728,0.3043478,0.03448276,0.27737227,0.53333336,1.0714285,0.5714286,1.010101,1.8939394,0.5657143,1.1314286,9.25,0.636,1.76,-0.16216215,0.027027028,0.21621622,0.4054054,0.30696803,0.94648474,0.33820277,2.3184047,36.869896,0.14142136,2.8624053,1.7666667,1.3,1.3589743,0.7358491,2.3184047,0.25,1.5,1.0,0.8323
11,ARGENTINA - COPA DE LA LIGA PROFESIONAL,2024-04-15,20:00,Argentinos Jrs,Barracas Central,2.25,2.75,4.0,2.4,2.0,1.73,1.53,2.090909,1.2398347,0.5929644,0.4584237,0.27841473,0.60733056,0.36330017,0.15360296,0.42279902,2.0,1.1281521,0.56407607,0.90909094,0.7925271,0.8717798,1.0909091,1.3111095,1.2018504,0.5158111,0.038363375,1.2579055,2.909091,0.7756046,0.8264463,0.8717798,1.1818181,1.1922616,1.0088367,0.23351158,0.4197473,1.7975438,0.7780297,0.097146936,0.12486277,0.54545456,0.9875255,1.8104634,1.0909091,1.3111095,1.2018504,-0.54545456,1.7248787,-3.1622777,0.24986829,0.05931763,0.29752067,1.8104634,1.4876033,0.9614803,0.44444445,0.36363637,0.25,0.41666666,0.6535948,0.5,0.5780347,1.2222222,1.7777778,0.8181818,1.4545455,0.5625,0.6875,0.8727273,0.55636364,0.22613916,0.1,0.28,0.18518518,0.067961164,0.5625,1.4545455,0.8181818,0.9375,1.6666666,0.8727273,1.2,9.0,0.909,2.432,-0.055555556,0.1388889,0.25,0.44444445,0.3004626,0.9013878,0.2788683,2.20794,14.036243,1.2303658,23.50904,1.5833334,1.1944444,1.3255814,0.75438595,2.20794,1.25,0.5,1.0,0.8577
12,VENEZUELA - LIGA FUTVE,2024-04-15,20:00,Puerto Cabello,Metropolitanos,1.75,3.35,4.5,2.05,1.93,1.7,1.62,1.8181819,1.1134044,0.61237246,0.38026568,0.28257892,0.74310917,0.4939939,0.15183994,0.30737206,1.5454545,1.233151,0.7979212,0.8181818,0.7158189,0.8748898,0.72727275,1.1354542,1.5612495,0.52298945,0.07024086,1.034222,2.3884296,0.7979212,0.8181818,0.7158189,0.8181818,1.1134044,1.3608277,0.53783584,0.5381163,1.0005214,0.4806613,0.16481714,0.3428966,1.2727273,1.1354542,0.8921426,2.1818182,0.9359664,0.42898458,-0.90909094,1.5640591,-1.7204651,0.34238258,0.11496134,0.6942149,2.081666,3.966942,0.51478153,0.5714286,0.29850745,0.22222222,0.4878049,0.61728394,0.5181347,0.5882353,1.9142857,2.5714285,0.52238804,1.3432835,0.3888889,0.74444443,0.6119403,0.48358208,0.41177425,0.3137255,0.44,0.14649682,0.24074075,0.3888889,1.3432835,0.52238804,0.85365856,2.195122,0.6119403,1.0621761,9.6,1.0,2.227,-0.16666667,0.119791664,0.18229167,0.46875,0.43160084,1.3811227,0.43461514,3.383046,38.65981,0.60811186,12.133881,1.9365079,1.2380953,1.5641025,0.6393443,3.383046,1.15,1.6,1.0,0.937
