,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,BTTS Sim,16/12/2023,14:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Young Boys,3.4,4.0,1.95,1.53,2.4,1.53,2.38,H,A,H
2,OVER2_5,16/12/2023,17:30,PORTUGAL - LIGA PORTUGAL,Boavista,Guimaraes,3.8,3.5,1.95,1.98,1.88,1.8,1.95,D,A,H
