,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,PORTUGAL - LIGA PORTUGAL,13/02/2024,12:30,Gil Vicente,Vizela,2.05,3.5,3.5,1.98,1.88,1.75,2.0,1.9,1.1357816,0.698,1.0,1.0954452,1.114,0.4878049,0.2857143,0.2857143,0.5050505,0.5319149,0.26981705,0.9,2.231,1,0.6643
2,ENGLAND - LEAGUE ONE,13/02/2024,16:45,Stevenage,Bristol Rovers,1.83,3.75,4.2,1.98,1.88,1.8,1.95,2.2,0.9797959,0.799,1.1,1.3,0.457,0.5464481,0.26666668,0.23809524,0.5050505,0.5319149,0.39701232,1.1,2.28,1,0.6561
3,ENGLAND - LEAGUE ONE,13/02/2024,16:45,Oxford Utd,Wigan,1.85,3.6,4.2,1.9,1.95,1.8,1.95,1.6,1.2,0.749,1.3,1.1874342,0.699,0.5405405,0.2777778,0.23809524,0.5263158,0.51282054,0.38110706,0.3,2.387,1,0.8123
4,ENGLAND - LEAGUE TWO,13/02/2024,16:45,Salford,Doncaster,1.91,3.8,3.75,1.8,2.0,1.67,2.1,0.9,1.1357816,0.812,0.8,1.1661904,0.87,0.5235602,0.2631579,0.26666668,0.5555556,0.5,0.34726974,0.1,2.302,1,0.7725
5,ENGLAND - LEAGUE TWO,13/02/2024,16:45,Tranmere,Morecambe,1.95,3.6,3.75,1.85,2.0,1.73,2.0,2.2,1.2489996,0.481,1.3,1.4177446,0.955,0.51282054,0.2777778,0.26666668,0.5405405,0.5,0.3220852,0.9,2.667,1,0.8919
6,ENGLAND - LEAGUE TWO,13/02/2024,16:45,Gillingham,Swindon,1.8,3.8,4.33,1.8,2.0,1.73,2.0,1.3,1.4177446,1.086,0.5,0.92195445,0.929,0.5555556,0.2631579,0.23094688,0.5555556,0.5,0.41734388,0.8,2.34,1,0.6435
7,ENGLAND - LEAGUE TWO,13/02/2024,16:45,Barrow,Forest Green,1.7,3.75,5.0,1.93,1.93,1.83,1.83,1.7,1.1,0.705,0.7,0.9,1.004,0.5882353,0.26666668,0.2,0.5181347,0.5181347,0.4820402,1.0,2.0,1,0.8456
8,SCOTLAND - LEAGUE TWO,13/02/2024,16:45,Dumbarton,Spartans,2.1,3.6,2.9,1.93,1.93,1.8,1.91,1.7,1.3453624,0.864,2.3,1.1,0.499,0.47619048,0.2777778,0.3448276,0.5181347,0.5181347,0.22499499,-0.6,2.445,1,0.5064
9,ENGLAND - LEAGUE ONE,13/02/2024,16:45,Leyton Orient,Northampton,1.7,3.8,5.0,2.05,1.75,2.0,1.75,1.8,1.2489996,0.655,1.3,1.4177446,0.807,0.5882353,0.2631579,0.2,0.4878049,0.5714286,0.48534182,0.5,2.667,1,0.8628
10,ENGLAND - CHAMPIONSHIP,13/02/2024,16:45,Norwich,Watford,2.15,3.5,3.3,1.83,2.03,1.67,2.1,1.5,1.2845232,0.637,1.9,1.1357816,0.876,0.4651163,0.2857143,0.3030303,0.5464481,0.49261084,0.23000948,-0.4,2.42,1,0.8
11,SCOTLAND - LEAGUE ONE,13/02/2024,16:45,Alloa,Annan,1.85,3.5,3.6,1.57,2.35,1.53,2.38,1.5,1.2845232,1.033,0.4,0.48989794,0.643,0.5405405,0.2857143,0.2777778,0.6369427,0.42553192,0.33162042,1.1,1.774,1,0.6
12,ENGLAND - LEAGUE ONE,13/02/2024,16:45,Bolton,Wycombe,1.8,3.75,4.5,1.95,1.9,1.8,1.95,2.2,1.2489996,0.716,1.1,1.0440307,1.043,0.5555556,0.26666668,0.22222222,0.51282054,0.5263158,0.42446676,1.1,2.293,1,0.8613
13,ENGLAND - LEAGUE ONE,13/02/2024,16:45,Charlton,Lincoln,2.15,3.4,3.4,2.08,1.73,1.91,1.91,1.0,1.0954452,0.723,0.9,1.1357816,1.15,0.4651163,0.29411766,0.29411766,0.48076922,0.5780347,0.22958012,0.1,2.231,1,0.7708
14,ENGLAND - CHAMPIONSHIP,13/02/2024,17:00,West Brom,Cardiff,1.6,4.0,5.5,2.1,1.7,2.1,1.67,2.2,1.2489996,0.545,1.3,1.4177446,1.158,0.625,0.25,0.18181819,0.47619048,0.5882353,0.5531106,0.9,2.667,1,0.8
15,COLOMBIA - PRIMERA A,13/02/2024,20:10,Aguilas,La Equidad,1.8,3.4,4.75,2.3,1.6,2.1,1.67,2.1,1.1357816,0.474,0.8,0.8717798,1.148,0.5555556,0.29411766,0.21052632,0.4347826,0.625,0.41585407,1.3,2.008,1,0.8
16,ARGENTINA - COPA DE LA LIGA PROFESIONAL,13/02/2024,21:30,Godoy Cruz,Union de Santa Fe,1.85,3.2,5.0,2.88,1.4,2.5,1.5,1.9,1.1357816,0.843,0.8,0.8717798,1.443,0.5405405,0.3125,0.2,0.3472222,0.71428573,0.40359497,1.1,2.008,1,0.8
17,ARGENTINA - COPA DE LA LIGA PROFESIONAL,13/02/2024,21:30,Independiente,Rosario Central,1.83,3.3,5.0,2.6,1.48,2.25,1.57,2.2,0.9797959,0.869,1.0,1.0954452,1.173,0.5464481,0.3030303,0.2,0.3846154,0.6756757,0.4152234,1.2,2.075,1,0.8
18,COLOMBIA - PRIMERA A,13/02/2024,22:20,Santa Fe,Dep. Cali,1.8,3.5,4.75,2.25,1.62,2.1,1.67,1.9,1.3747727,0.827,0.5,0.92195445,1.25,0.5555556,0.2857143,0.21052632,0.44444445,0.61728394,0.42253816,1.4,2.297,1,1.0
