Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BANGLADESH - PREMIER LEAGUE,30/03/2024,05:45,Brothers U.,Bashundara Kings,18.0,8.3,1.09
2,ROMANIA - LIGA 2,30/03/2024,06:00,Tunari,Chindia Targoviste,3.75,3.25,1.95
3,MONGOLIA - PREMIER LEAGUE,30/03/2024,06:15,Brera Ilch,FC Ulaanbaatar,3.87,4.74,1.57
4,BANGLADESH - PREMIER LEAGUE,30/03/2024,06:15,Rahmatgonj MFS,Abahani Limited,4.1,3.0,1.88
5,HONG KONG - PREMIER LEAGUE,30/03/2024,07:00,Resources Capital,Kitchee,37.0,11.5,1.03
6,BELARUS - VYSSHAYA LIGA,30/03/2024,08:00,Naftan,BATE,5.4,4.15,1.6
7,CHINA - SUPER LEAGUE,30/03/2024,08:35,Qingdao West Coast,Qingdao Hainiu,2.7,3.4,2.6
8,THAILAND - THAI LEAGUE 1,30/03/2024,10:00,Trat FC,Pathum United,3.85,4.05,1.75
9,MONTENEGRO - PRVA CRNOGORSKA LIGA,30/03/2024,11:00,Arsenal Tivat,Decic,4.05,3.25,1.87
10,UZBEKISTAN - SUPER LEAGUE,30/03/2024,11:00,Andijan,Nasaf Qarshi,2.87,3.2,2.32
11,SCOTLAND - CHAMPIONSHIP,30/03/2024,12:00,Arbroath,Dunfermline,4.0,3.6,1.8
12,BULGARIA - PARVA LIGA,30/03/2024,14:00,Lok. Sofia,CSKA Sofia,19.0,5.5,1.22
13,SCOTLAND - LEAGUE ONE,30/03/2024,14:30,Montrose,Falkirk,6.5,4.75,1.36
14,QATAR - QSL,30/03/2024,15:30,Qatar SC,Al Wakra,3.2,3.6,2.05
15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/03/2024,16:00,Al Shabab,Al Hilal,5.75,4.33,1.45
