Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,14/04/2024,02:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Ansan Greeners,1.57,3.6,4.75,1.7,1.73,2.0,1.04,1.33,1.22,5.0,1.17
28,14/04/2024,04:00,HONG KONG - PREMIER LEAGUE,Kitchee,North District,1.14,7.0,13.5,1.32,2.0,1.65,1.01,1.17,1.08,2.65,1.37
27,14/04/2024,07:00,SPAIN - PRIMERA RFEF,Ceuta,Linares,1.62,3.4,4.75,1.9,1.83,1.83,1.05,1.36,1.29,5.5,1.13
26,14/04/2024,07:40,POLAND - DIVISION 1,Lechia Gdansk,Termalica B-B.,1.44,4.2,6.5,1.73,1.83,1.83,1.04,1.33,1.22,5.5,1.14
25,14/04/2024,08:00,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Meizhou Hakka,1.29,5.25,12.0,1.6,2.05,1.7,1.03,1.29,1.18,4.33,1.2
24,14/04/2024,09:30,NETHERLANDS - EREDIVISIE,Utrecht,G.A. Eagles,1.7,3.8,4.75,1.7,1.67,2.1,1.04,1.33,1.2,5.0,1.17
23,14/04/2024,10:00,NORTH MACEDONIA - 1. MFL,Shkendija,Sileks,1.72,3.35,4.75,2.32,2.22,1.52,1.07,1.53,1.47,9.35,1.01
22,14/04/2024,10:00,ENGLAND - PREMIER LEAGUE,Liverpool,Crystal Palace,1.22,7.0,12.0,1.4,1.91,1.91,1.02,1.2,1.11,3.2,1.36
21,14/04/2024,11:00,SERBIA - PRVA LIGA,Mladost GAT,Kolubara,1.57,3.35,5.7,1.93,1.93,1.83,1.03,1.44,1.32,7.47,1.06
20,14/04/2024,11:00,INDIA - ISL,Goa,Chennaiyin,1.45,4.4,6.1,1.6,1.75,1.95,1.03,1.31,1.19,4.0,1.2
19,14/04/2024,11:00,SERBIA - PRVA LIGA,FK Indjija,Radnicki Beograd,1.35,4.2,7.5,1.87,2.19,1.64,1.01,1.37,1.3,7.47,1.06
18,14/04/2024,11:15,MALTA - PREMIER LEAGUE,Naxxar,Sirens,1.6,3.65,5.3,1.95,1.93,1.7,1.04,1.42,1.31,6.14,1.09
15,14/04/2024,11:30,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,Oliveirense,1.6,3.8,5.0,1.67,1.73,2.0,1.03,1.33,1.2,5.0,1.17
17,14/04/2024,11:30,CROATIA - HNL,Hajduk Split,Osijek,1.6,3.6,6.0,2.05,2.0,1.73,1.07,1.4,1.3,7.0,1.1
16,14/04/2024,11:30,SWEDEN - ALLSVENSKAN,Djurgarden,Sirius,1.65,4.0,5.0,1.62,1.67,2.1,1.03,1.3,1.18,4.33,1.2
14,14/04/2024,12:00,NORWAY - OBOS-LIGAEN,Valerenga,Stabaek,1.57,4.2,4.75,1.67,1.73,2.0,1.03,1.3,1.2,5.0,1.17
13,14/04/2024,12:00,AUSTRIA - BUNDESLIGA,SK Rapid,A. Klagenfurt,1.5,4.33,6.0,1.83,1.95,1.8,1.04,1.33,1.25,6.0,1.13
12,14/04/2024,14:00,PORTUGAL - LIGA PORTUGAL,Arouca,Boavista,1.67,4.0,5.25,1.83,1.91,1.91,1.04,1.36,1.25,6.0,1.13
11,14/04/2024,15:00,SPAIN - PRIMERA RFEF,Castellon,Granada CF B,1.2,5.25,10.0,1.57,2.2,1.62,1.03,1.29,1.17,4.33,1.2
10,14/04/2024,15:00,BRAZIL - BRASILEIRO WOMEN,Sao Paulo W,Botafogo RJ W,1.44,3.8,6.5,1.65,1.85,1.85,1.01,1.31,1.2,5.71,1.1
9,14/04/2024,15:00,NETHERLANDS - EREDIVISIE,Nijmegen,Zwolle,1.5,4.5,5.75,1.53,1.67,2.1,1.03,1.29,1.17,4.0,1.22
8,14/04/2024,15:00,URUGUAY - PRIMERA DIVISION,Defensor Sp.,River Plate,1.67,3.5,5.5,2.08,2.0,1.73,1.06,1.44,1.33,8.0,1.08
7,14/04/2024,15:45,ITALY - SERIE C,Catania,ACR Messina,1.62,3.5,4.8,2.0,1.98,1.75,1.07,1.44,1.34,5.8,1.1
6,14/04/2024,16:00,BRAZIL - BRASILEIRO WOMEN,Ferroviaria W,Fluminense W,1.4,4.25,6.1,1.55,1.75,1.95,1.01,1.28,1.18,4.35,1.18
5,14/04/2024,16:00,BRAZIL - SERIE A,Athletico-PR,Cuiaba,1.57,3.6,7.5,2.25,2.2,1.62,1.08,1.5,1.4,9.0,1.07
4,14/04/2024,17:30,ECUADOR - LIGA PRO,EL Nacional,Imbabura,1.62,3.75,4.5,1.88,1.91,1.8,1.05,1.4,1.29,6.5,1.11
3,14/04/2024,17:45,USA - MLS,St. Louis City,Austin FC,1.67,4.0,5.0,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.2
2,14/04/2024,18:00,URUGUAY - PRIMERA DIVISION,Penarol,Danubio,1.65,3.5,5.75,2.15,2.1,1.67,1.07,1.44,1.36,9.0,1.07
29,14/04/2024,20:30,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Universitario de Vinto,1.53,3.75,5.5,1.8,1.86,1.9,1.01,1.33,1.24,5.5,1.11
30,14/04/2024,21:30,PERU - LIGA 1,Alianza Lima,Grau,1.4,4.33,8.5,1.75,2.0,1.73,1.05,1.33,1.22,5.5,1.14
