Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,27/01/2024,04:00,Tai Po,HK U23,1.2,6.3,10.25
2,BANGLADESH - PREMIER LEAGUE,27/01/2024,05:45,Sheikh Russel,Fortis,2.25,3.3,2.77
3,NETHERLANDS - TWEEDE DIVISIE,27/01/2024,11:30,Jong Almere City,Excelsior Maassluis,1.98,3.65,3.25
4,SCOTLAND - CHAMPIONSHIP,27/01/2024,12:00,Raith,Inverness,1.7,3.8,4.0
5,NORTHERN IRELAND - NIFL PREMIERSHIP,27/01/2024,12:00,Linfield,Dungannon,1.42,4.9,5.9
6,SCOTLAND - PREMIERSHIP,27/01/2024,12:00,Kilmarnock,Hibernian,1.95,3.4,4.0
7,SCOTLAND - LEAGUE TWO,27/01/2024,12:00,Spartans,Clyde,1.62,3.6,5.25
8,ITALY - SERIE C,27/01/2024,14:30,Entella,Vis Pesaro,1.62,3.45,5.9
9,BELGIUM - JUPILER PRO LEAGUE,27/01/2024,16:45,Gent,Westerlo,1.4,4.75,6.0
10,SPAIN - LALIGA2,27/01/2024,17:00,Levante,Tenerife,2.2,3.1,3.6
11,COLOMBIA - PRIMERA A,27/01/2024,18:00,Santa Fe,Envigado,1.5,4.2,7.0
12,PARAGUAY - PRIMERA DIVISION,27/01/2024,18:30,Sp. Luqueno,Sol de America,2.2,3.3,3.0
13,PERU - LIGA 1,27/01/2024,22:00,Cienciano,Comerciantes Unidos,1.57,3.5,5.5
14,NICARAGUA - LIGA PRIMERA,27/01/2024,23:00,Managua FC,Ferretti,1.6,3.6,4.75
