Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MONTENEGRO - PRVA CRNOGORSKA LIGA,08/04/2024,11:00,Mladost DG,Petrovac,3.43,3.0,2.22
2,ARGENTINA - COPA DE LA LIGA PROFESIONAL,08/04/2024,15:30,Dep. Riestra,Huracan,3.6,3.0,2.25
3,BAHRAIN - PREMIER LEAGUE,08/04/2024,15:45,Al-Shabbab,Al Riffa,5.1,4.05,1.57
