,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,02/06/2024,04:30,SOUTH KOREA - K LEAGUE 2,FC Anyang,Cheongju FC,1.91,3.2,4.0,2.15,1.67,1.91,1.8,H,H,A
2,AI_LAY_AWAY_RETORNOS,02/06/2024,09:00,SWEDEN - ALLSVENSKAN,Djurgardens,Hammarby,1.75,3.9,4.2,1.73,2.08,1.7,2.05,H,H,A
3,AI_LAY_AWAY_RETORNOS,02/06/2024,11:30,SWEDEN - ALLSVENSKAN,Hacken,AIK,2.0,3.6,3.5,1.57,2.35,1.53,2.38,H,H,A
4,AI_LAY_AWAY_RETORNOS,02/06/2024,13:00,POLAND - DIVISION 1,Arka Gdynia,Motor Lublin,1.85,3.3,3.9,2.03,1.83,1.83,1.83,D,H,D
5,AI_LAY_AWAY_RETORNOS,02/06/2024,13:30,SPAIN - LALIGA2,Eibar,Oviedo,2.0,3.3,3.8,1.83,2.03,1.67,2.1,D,H,D
6,AI_LAY_AWAY_RETORNOS,02/06/2024,13:30,SPAIN - LALIGA2,Tenerife,Valladolid,2.15,3.3,3.4,2.6,1.48,2.2,1.62,D,H,D
7,AI_LAY_AWAY_RETORNOS,02/06/2024,13:30,SPAIN - LALIGA2,Mirandes,Amorebieta,2.2,3.3,3.3,1.98,1.88,1.73,2.0,D,H,D
8,AI_LAY_AWAY_RETORNOS,02/06/2024,16:00,BRAZIL - SERIE A,Atletico MG,Bahia,1.73,3.8,4.75,1.98,1.92,1.91,1.91,H,A,A
9,AI_LAY_AWAY_RETORNOS,02/06/2024,16:00,BRAZIL - SERIE B,Chapecoense,Vila Nova,2.2,3.25,3.3,2.4,1.53,2.1,1.67,A,H,H
10,AI_LAY_AWAY_RETORNOS,02/06/2024,17:30,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Sportivo Luqueno,1.55,3.9,6.0,2.05,1.75,2.1,1.67,H,A,A
11,AI_LAY_AWAY_RETORNOS,02/06/2024,18:30,BRAZIL - SERIE A,Sao Paulo,Cruzeiro MG,1.75,3.6,4.75,2.35,1.57,2.2,1.62,H,A,A
12,AI_LAY_AWAY_RETORNOS,02/06/2024,18:30,BRAZIL - SERIE A,Fortaleza EC,Athletico-PR,2.2,3.2,3.6,2.25,1.62,1.95,1.8,H,A,A
13,AI_LAY_AWAY_RETORNOS,02/06/2024,19:00,COLOMBIA - PRIMERA A,Millonarios,Junior FC Barranquilla,2.05,3.4,3.5,2.15,1.67,1.91,1.8,A,H,A
14,AI_LAY_AWAY_RETORNOS,02/06/2024,19:00,COLOMBIA - PRIMERA A,Atletico Bucaramanga,Deportivo Pereira,2.05,3.1,4.0,2.5,1.5,2.2,1.62,A,H,A
15,AI_LAY_AWAY_RETORNOS,02/06/2024,20:15,ARGENTINA - LIGA PROFESIONAL,Instituto,Gimnasia La Plata,2.2,3.25,3.4,2.4,1.53,2.1,1.67,D,H,A
16,AI_LAY_AWAY_RETORNOS,02/06/2024,21:30,COLOMBIA - PRIMERA A,Tolima,Santa Fe,2.0,3.3,3.7,2.1,1.7,1.83,1.83,A,H,A
