League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Egyptian Premier,2024-04-18,11:00:00,Ceramica Cleopatra,Al Ittihad (EGY),1.95,4.1,3.45,2.76,1.44,1.39,2.94,1.08,8.6,3.2,1.04,3.2,1.34,1.79,2.0,1.09,3.5,1.81,1.91,9.2,10.5,22.0,4.4,7.2,6.8,12.5,4.3,8.8,8.0,14.5,4.3,17.0,16.0,4.2,4.4,3.7,4.3,4.6,0.51282054,0.28985506,0.24390244,0.5,0.5586592,0.5524862,0.5235602,1.7692307,2.102564,0.5652174,1.1884058,0.47560975,0.8414634,0.5797101,0.51884055,0.33665732,0.2777778,0.3553719,0.08609272,0.26605505,0.47560975,1.1884058,0.5652174,0.975,2.05,0.5797101,1.1049724,9.5,-0.15789473,0.06842105,0.20526315,0.43157893,0.34820473,1.1026484,0.37313706,2.7009258,36.869896,0.29698485,5.994093,2.7009258,0.65,1.5,1,1.0
Danish 1st Division,2024-04-18,13:00:00,SonderjyskE,Vendsyssel FF,1.66,5.0,4.2,1.1,1.12,1.53,2.5,1.14,6.0,12.0,1.04,4.3,1.21,2.34,1.66,1.16,2.6,1.72,2.16,15.5,17.5,5.9,6.4,8.8,8.4,16.5,6.0,9.2,8.4,5.1,6.0,14.0,13.5,6.0,26.0,3.85,6.0,6.6,0.60240966,0.23809524,0.2,0.60240966,0.42735043,0.5813953,0.46296296,2.5301204,3.0120482,0.3952381,1.1904762,0.332,0.84,0.3952381,0.55714285,0.5229766,0.4334471,0.5015015,0.08695652,0.4334471,0.332,1.1904762,0.3952381,1.0,3.0120482,0.3952381,0.96511626,10.86,-0.23388582,0.07366482,0.15285452,0.46040517,0.48174134,1.7439036,0.5522507,4.271674,51.78305,0.9616652,-18.778032,4.271674,0.8,2.54,1,1.0
Egyptian Premier,2024-04-18,14:00:00,Future FC,Pharco FC,1.97,4.6,2.98,2.5,1.64,1.24,4.0,1.05,1.26,2.36,1.01,2.36,1.59,1.44,2.72,1.04,10.0,2.26,1.6,6.4,10.0,6.2,7.0,5.3,6.2,18.5,6.8,8.4,9.8,6.2,7.0,6.2,6.0,6.8,7.2,5.9,7.0,7.4,0.5076142,0.33557048,0.2173913,0.36764705,0.6944444,0.44247788,0.625,1.5126903,2.3350253,0.6610738,1.5436242,0.42826086,0.6478261,0.9127517,0.48322147,0.33706576,0.20404041,0.4003044,0.21372032,0.045614034,0.42826086,1.5436242,0.6610738,0.7242647,1.6911764,0.9127517,1.2035398,9.55,-0.10575916,0.16963351,0.20628272,0.4816754,0.4167763,1.3267379,0.3611318,3.2498307,26.793776,1.8101933,32.619244,3.2498307,1.62,1.01,1,1.0
Egyptian Premier,2024-04-18,14:00:00,Ismaily,ZED FC,2.6,3.0,2.84,2.72,1.56,1.28,3.3,1.06,10.0,2.68,1.01,2.68,1.48,1.56,2.36,1.05,9.4,2.0,1.81,7.2,8.0,14.5,4.3,7.2,5.9,10.5,4.3,11.5,9.6,16.0,4.3,4.3,4.6,4.3,4.4,4.1,4.2,4.5,0.3846154,0.35211268,0.33333334,0.42372882,0.64102566,0.5,0.5524862,1.0923077,1.1538461,0.91549295,1.0563381,0.8666667,0.94666666,0.8309859,0.5492958,0.059391588,0.04411765,0.071428575,0.02739726,0.092307694,0.8666667,1.0563381,0.91549295,1.101695,1.2711865,0.8309859,1.18,8.44,-0.028436018,0.018957347,0.30805686,0.35545024,0.07156241,0.20132892,0.1037037,0.49315313,6.8427734,1.1313709,21.801409,0.49315313,0.16,0.24,1,1.0
English National League,2024-04-18,15:45:00,FC Halifax Town,Oldham,2.08,3.75,3.35,2.6,1.52,1.34,3.4,1.08,10.0,9.0,1.08,3.0,1.41,1.68,2.22,1.08,4.2,1.97,1.88,9.2,5.0,5.9,5.0,7.2,6.6,5.2,6.6,10.0,4.8,5.6,6.6,5.9,5.8,6.4,7.0,4.3,4.9,7.2,0.48076922,0.29850745,0.26666668,0.45045045,0.5952381,0.5076142,0.5319149,1.6105769,1.8028846,0.6208955,1.119403,0.55466664,0.8933333,0.6626866,0.50149256,0.2705423,0.23388582,0.2864494,0.056338027,0.20287253,0.55466664,1.119403,0.6208955,0.9369369,1.6891892,0.6626866,1.1269035,9.18,-0.13834423,0.043572985,0.22657952,0.40849674,0.28495157,0.8719518,0.2900349,2.135837,32.415546,0.76367533,15.109575,2.135837,0.4,1.27,1,1.0
Colombian Primera A,2024-04-18,18:00:00,La Equidad,Fortaleza FC,2.3,3.65,3.25,2.54,1.54,1.33,3.55,1.08,10.0,2.86,1.04,2.86,1.46,1.63,2.36,1.05,2.36,2.04,1.83,8.8,10.0,5.8,6.8,6.8,6.8,5.7,6.6,10.0,9.8,5.9,6.8,6.0,6.0,6.6,8.2,5.8,6.8,7.4,0.4347826,0.30769232,0.2739726,0.42372882,0.61349696,0.49019608,0.5464481,1.4130435,1.5869565,0.7076923,1.1230769,0.63013697,0.89041096,0.72615385,0.50153846,0.2043617,0.17117117,0.22689076,0.057971016,0.15864527,0.63013697,1.1230769,0.7076923,0.9745763,1.5466101,0.72615385,1.1568627,9.2,-0.10326087,0.04347826,0.25,0.39673913,0.2261157,0.6934215,0.23092836,1.6985288,25.407719,1.0323759,20.052082,1.6985288,0.4,0.95,1,1.0
Ecuadorian Serie A,2024-04-18,18:30:00,Independiente (Ecu),Mushuc Runa,1.31,10.0,5.7,3.45,1.29,1.59,2.4,1.16,1.26,18.5,1.01,2.44,1.01,2.44,1.58,1.24,4.4,1.99,1.87,5.9,6.4,7.0,7.4,7.6,5.1,6.4,7.2,6.6,8.6,6.0,7.2,4.6,5.1,6.2,7.2,3.0,7.2,7.6,0.7633588,0.1754386,0.1,0.6329114,0.40983605,0.5025126,0.53475934,4.3511453,7.633588,0.22982456,1.754386,0.131,0.57,0.27719298,0.4280702,0.8563737,0.62624824,0.7683466,0.27388534,0.56593406,0.131,1.754386,0.22982456,0.8291139,6.329114,0.27719298,0.79396987,17.01,-0.2580835,0.25279248,0.07701352,0.5878895,0.7663276,4.3450775,0.8811049,10.643223,65.5069,1.2162237,-23.267704,10.643223,4.3,4.39,1,1.0
Bolivian Liga de Futbol Profesional,2024-04-18,20:00:00,Bolivar,San Antonio FC,1.24,12.0,5.1,1.1,1.01,1.03,1.03,1.01,1.26,27.0,1.01,3.2,1.01,3.2,1.03,1.28,1.16,1.01,1.01,1.47,2.76,2.78,4.4,2.38,2.88,5.7,4.1,3.5,3.0,8.0,8.4,3.2,7.6,12.0,13.5,1.01,1.01,1.03,0.8064516,0.19607843,0.083333336,0.9708738,0.3125,0.990099,0.990099,4.112903,9.67742,0.24313726,2.3529413,0.10333333,0.425,0.20196079,0.627451,0.8776223,0.60883284,0.8126888,0.40350878,0.6639478,0.10333333,2.3529413,0.24313726,1.2038835,11.650485,0.20196079,1.019802,18.34,-0.21046892,0.3762268,0.06761178,0.65430754,0.8916746,5.4511037,1.0584209,13.352423,62.609756,3.0688434,-47.334507,13.352423,6.9,3.86,1,1.0
Ecuadorian Serie A,2024-04-18,21:00:00,Barcelona (Ecu),El Nacional,1.43,6.4,4.5,1.1,1.01,1.57,2.44,1.01,1.26,2.34,1.01,2.34,1.01,2.34,1.63,1.1,2.58,1.7,1.85,3.8,3.9,4.2,4.3,8.0,10.0,3.9,4.2,7.8,8.2,3.8,4.2,3.45,3.55,3.95,4.2,2.74,4.2,4.4,0.6993007,0.22222222,0.15625,0.61349696,0.42735043,0.5882353,0.5405405,3.1468532,4.4755244,0.31777778,1.4222223,0.2234375,0.703125,0.36222222,0.52,0.6734734,0.5177066,0.6347382,0.17431192,0.46818924,0.2234375,1.4222223,0.31777778,0.8773006,3.9263804,0.36222222,0.9588235,12.33,-0.24898621,0.1540957,0.115977295,0.5190592,0.6101819,2.5078478,0.68591386,6.142947,56.917133,1.0040916,-19.544863,6.142947,1.9,3.07,1,1.0
Brazilian Serie A,2024-04-18,21:30:00,Botafogo,Atletico GO,1.65,6.2,3.9,2.78,1.44,1.38,2.94,1.09,8.4,3.25,1.07,3.25,1.34,1.86,2.0,1.09,3.4,2.04,1.76,9.6,13.5,34.0,4.3,6.2,8.2,18.5,4.9,8.4,8.6,20.0,4.9,11.5,15.5,32.0,4.3,3.3,4.2,4.3,0.6060606,0.25641027,0.16129032,0.5,0.53763443,0.49019608,0.5681818,2.3636363,3.7575758,0.42307693,1.5897436,0.26612905,0.62903225,0.51282054,0.47692308,0.56037784,0.4054054,0.57961786,0.22772278,0.3220339,0.26612905,1.5897436,0.42307693,0.825,3.1,0.51282054,0.98039216,11.75,-0.19148937,0.19574468,0.14042553,0.5276596,0.58086276,2.2750459,0.6080597,5.5727015,48.36646,0.1979899,4.004173,5.5727015,2.3,2.25,1,1.0
Peruvian Primera Division,2024-04-18,22:00:00,Alianza Lima,Sport Boys (Per),1.31,10.0,5.0,1.1,1.34,1.38,2.52,1.1,1.26,16.5,1.01,3.4,1.29,1.98,1.85,1.13,3.15,2.36,1.63,3.6,4.0,4.3,4.4,6.4,9.4,4.1,4.3,5.8,8.2,4.0,4.3,7.6,3.6,4.1,4.3,2.8,4.4,4.4,0.7633588,0.2,0.1,0.5405405,0.5050505,0.42372882,0.61349696,3.816794,7.633588,0.262,2.0,0.131,0.5,0.37,0.396,0.82382727,0.58478606,0.7683466,0.33333334,0.459854,0.131,2.0,0.262,0.7081081,5.4054055,0.37,0.7838983,16.31,-0.22624157,0.3065604,0.08031882,0.6131208,0.8022242,4.3614254,0.87822783,10.683268,61.54207,0.18384777,-3.718994,10.683268,5.0,3.69,1,1.0
