Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,17/03/2024,09:00,AZERBAIJAN - PREMIER LEAGUE,Turan,Qarabag,4.75,4.2,1.57,1.55,1.65,2.0,1.03,1.29,1.2,3.7,1.19
19,17/03/2024,09:30,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,Club Brugge KV,5.75,4.0,1.55,1.7,1.8,1.95,1.04,1.33,1.22,5.0,1.17
18,17/03/2024,09:30,ESTONIA - MEISTRILIIGA,Nomme Utd,Kalju,4.55,3.65,1.62,1.55,1.61,2.25,1.02,1.29,1.16,4.2,1.17
17,17/03/2024,10:00,ITALY - SERIE C,Pro Sesto,Triestina,4.3,3.2,1.88,2.25,2.0,1.72,1.09,1.53,1.42,6.7,1.07
16,17/03/2024,10:00,ALBANIA - SUPERLIGA,Kukesi,Vllaznia,3.95,3.2,1.85,2.2,2.02,1.75,1.06,1.47,1.4,8.1,1.04
15,17/03/2024,10:30,INDONESIA - LIGA 1,RANS Nusantara,Bali United,3.8,3.4,1.87,1.65,1.57,2.12,1.01,1.31,1.22,4.75,1.13
14,17/03/2024,10:30,AUSTRIA - BUNDESLIGA,A. Klagenfurt,Sturm Graz,3.75,4.0,1.85,2.05,1.95,1.8,1.05,1.44,1.33,8.0,1.08
13,17/03/2024,11:00,POLAND - EKSTRAKLASA,LKS Lodz,Rakow,5.0,4.33,1.57,1.88,1.95,1.8,1.04,1.36,1.25,6.0,1.13
12,17/03/2024,11:00,ENGLAND - PREMIER LEAGUE,Everton,Liverpool,5.0,4.0,1.62,1.73,1.75,2.0,1.04,1.29,1.22,5.0,1.17
20,17/03/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Sumqayit,Sabah Baku,3.95,3.55,1.8,1.93,1.85,1.75,1.03,1.42,1.31,6.6,1.06
11,17/03/2024,12:00,CHILE - PRIMERA DIVISION,Coquimbo,Colo Colo,4.2,3.5,1.91,1.85,1.67,2.1,1.05,1.36,1.25,6.0,1.13
9,17/03/2024,12:30,SWITZERLAND - SUPER LEAGUE,Lausanne,Young Boys,3.4,3.8,2.0,1.7,1.62,2.2,1.03,1.33,1.2,5.0,1.17
8,17/03/2024,12:30,PORTUGAL - LIGA PORTUGAL,Chaves,Vitoria Guimaraes,4.5,3.5,1.83,2.03,1.91,1.91,1.06,1.4,1.3,7.0,1.1
7,17/03/2024,13:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Mornar Bar,Buducnost,4.35,3.35,1.78,2.25,2.12,1.57,1.08,1.5,1.44,11.0,1.01
6,17/03/2024,14:30,BELGIUM - JUPILER PRO LEAGUE,Westerlo,Genk,3.6,3.6,1.95,1.67,1.57,2.25,1.03,1.3,1.2,5.0,1.17
5,17/03/2024,15:30,QATAR - QSL,Al Markhiya,Qatar SC,4.0,3.85,1.75,1.62,1.6,2.18,1.04,1.33,1.2,4.15,1.19
4,17/03/2024,16:00,COLOMBIA - PRIMERA A,Envigado,Millonarios,4.5,3.25,1.91,2.3,2.0,1.73,1.08,1.5,1.4,10.0,1.06
3,17/03/2024,16:45,ITALY - SERIE C,Monterosi,Crotone,4.5,3.6,1.72,2.05,1.98,1.75,1.07,1.45,1.34,6.0,1.1
2,17/03/2024,17:00,DOMINICAN REPUBLIC - LDF,Delfines Del Este,Atlantico,3.7,3.25,1.88,2.15,1.98,1.79,1.06,1.47,1.39,9.0,1.03
10,17/03/2024,18:00,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Alajuelense,3.75,3.4,1.91,1.9,1.73,2.0,1.05,1.4,1.29,6.5,1.11
21,17/03/2024,19:00,MOROCCO - BOTOLA PRO,Youssoufia Berrechid,Wydad,5.75,3.3,1.57,2.35,2.37,1.5,1.1,1.5,1.44,11.0,1.05
