,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,26/04/2024,05:00,INDONESIA - LIGA 1,PSIS Semarang,Persikabo 1973,1.44,4.75,5.5,1.39,1.55,2.15,1.01,1.21,1.1,2.95,1.3
2,26/04/2024,05:00,INDONESIA - LIGA 1,Persis Solo,Persita,2.0,3.85,3.05,1.45,1.44,2.42,1.01,1.24,1.13,3.25,1.25
3,26/04/2024,06:45,AUSTRALIA - A-LEAGUE,Brisbane Roar,Adelaide United,2.1,4.0,3.0,1.3,1.3,3.4,1.01,1.18,1.08,2.75,1.44
4,26/04/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Kolkheti 1913,Samtredia,1.7,3.6,4.15,1.7,1.73,2.05,1.01,1.33,1.23,5.5,1.11
5,26/04/2024,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,Ekenas,1.4,4.33,6.5,1.65,1.8,1.95,1.03,1.3,1.2,4.5,1.18
6,26/04/2024,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Fateh,1.22,7.0,10.0,1.29,1.73,2.0,1.01,1.17,1.07,2.63,1.44
7,26/04/2024,13:10,AUSTRIA - 2. LIGA,Ried,Amstetten,1.26,5.7,9.0,1.45,1.88,1.83,1.03,1.26,1.14,3.35,1.28
8,26/04/2024,13:10,AUSTRIA - 2. LIGA,Kapfenberg,Horn,2.22,3.3,3.1,1.82,1.65,2.12,1.06,1.4,1.27,5.0,1.14
9,26/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Oss,Jong AZ,2.63,4.5,2.2,1.57,1.57,2.25,1.03,1.3,1.18,4.33,1.2
10,26/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Maastricht,1.6,4.75,4.75,1.36,1.44,2.63,1.01,1.2,1.1,3.0,1.36
11,26/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Cambuur,Dordrecht,2.4,4.0,2.6,1.44,1.4,2.75,1.01,1.22,1.13,3.4,1.3
12,26/04/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Ballinamallard,Ballyclare,2.47,3.8,2.37,1.4,1.38,2.6,1.01,1.21,1.17,3.0,1.29
13,26/04/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dundela,H&W Welders,1.91,4.1,3.1,1.37,1.38,2.6,1.01,1.2,1.14,2.85,1.32
14,26/04/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Portadown,Institute,1.82,4.05,3.4,1.44,1.45,2.37,1.01,1.21,1.15,3.15,1.26
15,26/04/2024,15:45,IRELAND - PREMIER DIVISION,Drogheda,Sligo Rovers,2.3,3.2,2.75,2.3,2.0,1.75,1.07,1.5,1.4,10.0,1.06
16,26/04/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Annagh,Bangor FC,2.57,3.75,2.3,1.47,1.44,2.42,1.01,1.22,1.13,3.3,1.24
17,26/04/2024,20:00,CANADA - CANADIAN PREMIER LEAGUE,York Utd,Vancouver FC,2.27,3.4,3.0,2.0,1.78,1.93,1.07,1.45,1.33,6.0,1.11
18,26/04/2024,20:00,DOMINICAN REPUBLIC - LDF,Moca,Universidad O&M,1.98,3.4,3.25,1.87,1.73,2.05,1.03,1.37,1.28,6.97,1.07
