Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,10/12/2023,07:00,MALTA - PREMIER LEAGUE,Marsaxlokk,Santa Lucia,1.47,3.85,6.5,1.98,2.15,1.55,1.06,1.44,1.34,7.0,1.08
17,10/12/2023,08:00,SPAIN - PRIMERA RFEF,San Fernando,Baleares,1.65,3.4,4.75,2.35,2.38,1.53,1.08,1.53,1.44,8.0,1.06
16,10/12/2023,08:00,AZERBAIJAN - PREMIER LEAGUE,Sabah Baku,Sabail,1.39,4.2,7.6,1.82,2.02,1.62,1.01,1.36,1.26,5.45,1.1
15,10/12/2023,08:40,POLAND - DIVISION 1,Wisla,Leczna,1.36,5.0,7.5,1.6,1.83,1.83,1.03,1.29,1.18,4.33,1.2
14,10/12/2023,09:00,NORTH MACEDONIA - 1. MFL,Shkendija,Sileks,1.62,3.55,5.2,2.0,1.98,1.65,1.05,1.44,1.34,8.0,1.05
13,10/12/2023,09:00,SERBIA - PRVA LIGA,OFK Beograd,Dubocica,1.44,3.85,6.6,1.87,2.09,1.71,1.03,1.38,1.28,6.4,1.08
12,10/12/2023,09:00,SERBIA - PRVA LIGA,Smederevo,Sloboda,1.55,3.5,5.6,2.0,2.09,1.71,1.05,1.44,1.33,8.0,1.05
11,10/12/2023,09:00,INDONESIA - LIGA 1,Persib Bandung,Persik Kediri,1.5,3.85,6.0,1.83,1.88,1.72,1.01,1.38,1.27,5.65,1.09
18,10/12/2023,10:00,BULGARIA - PARVA LIGA,Botev Plovdiv,Hebar,1.25,5.0,12.0,1.73,2.25,1.57,1.04,1.33,1.22,5.5,1.14
10,10/12/2023,10:00,SPAIN - LALIGA2,Elche,FC Cartagena SAD,1.67,3.6,5.5,2.1,2.1,1.67,1.07,1.44,1.33,8.0,1.08
8,10/12/2023,10:00,ITALY - SERIE C,Lucchese,Fermana,1.5,3.8,6.7,2.22,2.35,1.53,1.08,1.5,1.4,6.7,1.07
7,10/12/2023,10:00,ITALY - SERIE C,Torres,Arezzo,1.75,3.35,4.7,2.3,2.12,1.65,1.09,1.53,1.44,7.0,1.07
6,10/12/2023,10:30,INDIA - I-LEAGUE,Churchill Brothers,Neroca FC,1.3,5.1,7.9,1.42,1.7,1.91,1.01,1.22,1.14,3.05,1.28
5,10/12/2023,12:30,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Vilaverdense,1.5,4.33,6.0,1.95,2.0,1.73,1.05,1.36,1.29,6.5,1.11
4,10/12/2023,13:00,SPAIN - PRIMERA RFEF,Gimnastic,Tarazona,1.62,3.3,5.25,2.5,2.63,1.44,1.11,1.57,1.53,9.0,1.04
3,10/12/2023,13:00,AUSTRIA - BUNDESLIGA,Sturm Graz,Altach,1.5,4.75,5.75,1.7,1.8,1.95,1.03,1.33,1.22,5.0,1.17
2,10/12/2023,13:10,CROATIA - HNL,Rijeka,Slaven Belupo,1.25,5.5,11.0,1.7,2.25,1.57,1.03,1.3,1.22,5.0,1.17
9,10/12/2023,14:30,SPAIN - LALIGA2,Eibar,Andorra,1.7,3.6,5.25,2.15,2.1,1.67,1.07,1.44,1.36,9.0,1.07
19,10/12/2023,14:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,St. Liege,1.57,4.0,5.5,1.67,1.7,2.05,1.03,1.3,1.2,5.0,1.17
