,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,16/02/2024,05:45,Western United,Newcastle Jets,2.1,3.8,3.1,1.5,2.5,1.5,2.5,0.6,1.2,1.043,0.8,1.1661904,0.82,0.47619048,0.2631579,0.32258064,0.6666667,0.4,0.25357312,-0.2,2.366,1,0.8
2,ROMANIA - LIGA 1,16/02/2024,12:00,Petrolul,Poli Iasi,2.05,3.1,3.5,2.5,1.5,2.2,1.62,1.7,1.1,1.017,1.2,1.2489996,0.949,0.4878049,0.32258064,0.2857143,0.4,0.6666667,0.24051297,0.5,2.349,1,0.8072
3,CROATIA - HNL,16/02/2024,13:00,Slaven Belupo,Istra 1961,2.2,3.0,3.2,2.2,1.65,1.83,1.83,1.1,1.3,1.299,0.9,1.1357816,1.174,0.45454547,0.33333334,0.3125,0.45454547,0.6060606,0.1707519,0.2,2.436,1,0.5092
4,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,16/02/2024,14:00,Al Wehda,Al Taee,1.6,4.0,4.75,1.7,2.1,1.8,1.91,1.6,1.4282857,0.747,0.4,0.9165151,1.675,0.625,0.25,0.21052632,0.5882353,0.47619048,0.51618433,1.2,2.345,1,0.5086
5,ROMANIA - LIGA 1,16/02/2024,15:00,FC Rapid Bucuresti,FC Hermannstadt,1.8,3.3,4.2,2.25,1.62,2.1,1.67,1.9,1.3747727,0.62,0.6,0.48989794,0.87,0.5555556,0.3030303,0.23809524,0.44444445,0.61728394,0.37459582,1.3,1.865,1,0.863
6,NETHERLANDS - EERSTE DIVISIE,16/02/2024,16:00,Dordrecht,Venlo,2.15,4.0,3.0,1.5,2.5,1.44,2.63,2.1,1.1357816,0.683,1.2,1.2489996,0.94,0.4651163,0.25,0.33333334,0.6666667,0.4,0.25340334,0.9,2.385,1,0.773
7,NETHERLANDS - EERSTE DIVISIE,16/02/2024,16:00,Roda,FC Emmen,1.83,3.8,4.2,1.7,2.1,1.67,2.1,2.3,1.1,0.825,1.2,1.2489996,0.995,0.5464481,0.2631579,0.23809524,0.5882353,0.47619048,0.40038073,1.1,2.349,1,0.8657
8,NETHERLANDS - EERSTE DIVISIE,16/02/2024,16:00,Willem II,Den Haag,1.85,3.6,3.8,1.83,2.03,1.73,2.0,2.5,1.024695,0.679,1.8,1.2489996,0.549,0.5405405,0.2777778,0.2631579,0.5464481,0.49261084,0.35355374,0.7,2.274,1,0.7801
9,PERU - LIGA 1,16/02/2024,16:30,Alianza Atl.,Cajamarca,1.91,3.6,3.5,2.03,1.83,1.8,1.91,1.8,1.2489996,0.854,0.4,0.48989794,0.743,0.5235602,0.2777778,0.2857143,0.49261084,0.5464481,0.31471807,1.4,1.739,1,0.6223
10,POLAND - EKSTRAKLASA,16/02/2024,16:30,Slask Wroclaw,Stal Mielec,1.7,3.5,5.25,2.15,1.67,2.05,1.7,2.1,1.1357816,0.841,0.8,1.1661904,1.256,0.5882353,0.2857143,0.1904762,0.4651163,0.5988024,0.47793415,1.3,2.302,1,0.8142
11,SPAIN - LALIGA2,16/02/2024,16:30,Zaragoza,FC Cartagena SAD,1.95,3.2,4.5,2.7,1.44,2.25,1.57,1.2,1.2489996,0.926,1.6,1.2,0.628,0.51282054,0.3125,0.22222222,0.37037036,0.6944444,0.347781,-0.4,2.449,1,0.8
12,IRELAND - PREMIER DIVISION,16/02/2024,16:45,Bohemians,Sligo Rovers,1.6,4.2,5.0,1.9,1.95,1.95,1.8,1.6,1.2,1.128,0.2,0.4,1.165,0.625,0.23809524,0.2,0.5263158,0.51282054,0.54181045,1.4,1.6,1,0.9406
13,PORTUGAL - LIGA PORTUGAL,16/02/2024,17:15,Famalicao,Rio Ave,2.15,3.1,3.75,2.5,1.5,2.05,1.7,1.2,1.2489996,0.959,0.4,0.48989794,0.921,0.4651163,0.32258064,0.26666668,0.4,0.6666667,0.2377256,0.8,1.739,1,0.9458
14,COLOMBIA - PRIMERA A,16/02/2024,20:10,Millonarios,Aguilas,1.62,3.4,5.5,2.25,1.62,2.2,1.62,2.3,1.1,0.458,1.5,1.024695,1.015,0.61728394,0.29411766,0.18181819,0.44444445,0.61728394,0.5065635,0.8,2.125,1,0.8
15,COLOMBIA - PRIMERA A,16/02/2024,22:20,Dep. Cali,Atl. Nacional,2.2,3.0,3.25,2.25,1.62,1.91,1.8,1.9,1.1357816,0.808,1.0,1.3416408,0.903,0.45454547,0.33333334,0.30769232,0.44444445,0.61728394,0.17537388,0.9,2.477,1,0.6
