,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,16/12/2023,08:00,PORTUGAL - LIGA PORTUGAL 2,Academico de Viseu,Torreense,1.91,3.5,4.0,2.1,1.7,1.91,1.8,H,A,H
2,Lay Away New,16/12/2023,11:00,POLAND - DIVISION 1,Chrobry Glogow,GKS Katowice,3.4,3.4,2.0,1.95,1.9,1.73,2.0,H,D,D
3,Lay Away New,16/12/2023,12:00,SPAIN - PRIMERA RFEF,Tarazona,Rayo Majadahonda,2.2,2.8,3.5,2.5,1.5,2.1,1.67,D,H,D
4,Lay Away New,16/12/2023,12:00,SCOTLAND - PREMIERSHIP,St Johnstone,Hibernian,3.5,3.3,2.15,2.15,1.67,1.95,1.8,H,D,H
5,Lay Away New,16/12/2023,12:00,SCOTLAND - PREMIERSHIP,St Mirren,Motherwell,1.95,3.4,4.0,2.3,1.6,2.05,1.7,H,D,H
6,Lay Away New,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Wrexham,Colchester,1.4,5.5,6.5,1.48,2.6,1.73,2.0,H,D,D
7,Lay Away New,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Stockport County,Sutton,1.36,5.0,8.0,1.65,2.2,1.91,1.8,H,D,D
8,Lay Away New,16/12/2023,12:00,SCOTLAND - LEAGUE TWO,Peterhead,Clyde,1.55,3.6,5.0,1.7,2.1,1.73,2.0,D,H,D
9,Lay Away New,16/12/2023,12:00,SCOTLAND - LEAGUE TWO,Elgin City,Spartans,3.4,4.0,1.83,1.75,2.05,1.73,2.0,D,H,D
10,Lay Away New,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Oxford Utd,Burton Albion,1.6,3.8,6.0,1.98,1.88,1.95,1.8,D,H,H
11,Lay Away New,16/12/2023,14:00,SPAIN - PRIMERA RFEF,Real Madrid B,CF Intercity,2.05,3.1,3.4,2.35,1.57,2.1,1.67,D,H,D
12,Lay Away New,16/12/2023,16:30,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Yverdon,1.7,4.0,4.75,1.67,2.15,1.67,2.1,H,A,H
13,Lay Away New,16/12/2023,21:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Rosario Central,CA Platense,2.55,3.0,3.0,2.7,1.44,2.2,1.62,A,H,D
