,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,23/05/2024,11:45,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Botev Plovdiv,1.73,3.9,4.33,1.93,1.93,1.83,1.83,A,H,H
2,AI_LAY_AWAY_RETORNOS,23/05/2024,14:00,NORWAY - OBOS-LIGAEN,Lyn,Sandnes Ulf,1.57,3.9,5.0,1.53,2.4,1.57,2.25,H,D,H
3,AI_LAY_AWAY_RETORNOS,23/05/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad (EGY),Damac,1.83,4.1,3.6,1.6,2.3,1.62,2.2,D,H,H
4,AI_LAY_AWAY_RETORNOS,23/05/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Shabab,1.95,3.7,3.4,1.7,2.1,1.67,2.1,D,H,H
5,AI_LAY_AWAY_RETORNOS,23/05/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Akhdoud,Al Wehda,1.73,4.0,4.1,1.65,2.2,1.67,2.1,D,H,H
6,AI_LAY_AWAY_RETORNOS,23/05/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Abha,Al Khaleej,2.05,3.9,3.0,1.7,2.1,1.67,2.1,D,H,H
7,AI_LAY_AWAY_RETORNOS,23/05/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Fateh,Al Hazem,1.7,4.33,3.8,1.5,2.5,1.5,2.5,D,H,H
8,AI_LAY_AWAY_RETORNOS,23/05/2024,15:45,IRELAND - PREMIER DIVISION,Waterford,Drogheda,2.0,3.3,3.7,2.05,1.75,1.91,1.91,A,H,A
9,AI_LAY_AWAY_RETORNOS,23/05/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,SA Bulo Bulo,Royal Pari,1.53,3.9,5.0,1.6,2.3,1.67,2.1,H,H,D
10,AI_LAY_AWAY_RETORNOS,23/05/2024,19:00,BOLIVIA - DIVISION PROFESIONAL,Always Ready,Nacional Potosi,1.9,3.6,3.3,1.62,2.25,1.57,2.25,H,H,D
11,AI_LAY_AWAY_RETORNOS,23/05/2024,19:30,BRAZIL - COPA DO BRASIL,Cuiaba,Goias,2.05,3.2,3.9,2.35,1.57,2.0,1.75,H,H,D
12,AI_LAY_AWAY_RETORNOS,23/05/2024,20:15,COLOMBIA - PRIMERA A,Tolima,La Equidad,1.7,3.5,5.25,2.2,1.65,2.1,1.67,D,A,H
13,AI_LAY_AWAY_RETORNOS,23/05/2024,22:30,COLOMBIA - PRIMERA A,Santa Fe,Once Caldas,1.83,3.3,4.75,2.4,1.53,2.2,1.62,D,A,H
