Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,27/02/2024,08:00,Inter Kashi,Neroca FC,1.38,4.8,6.3
2,VIETNAM - V.LEAGUE 1,27/02/2024,09:15,Hai Phong,Song Lam Nghe An,1.52,3.85,5.8
3,VIETNAM - V.LEAGUE 1,27/02/2024,09:15,Cong An,Thanh Hoa,2.07,3.35,3.25
4,INDIA - I-LEAGUE,27/02/2024,10:30,Churchill Brothers,Delhi FC,1.87,3.6,3.6
5,EGYPT - PREMIER LEAGUE,27/02/2024,14:00,Al Ahly,Baladiyat El Mahalla,1.23,5.6,11.5
6,SCOTLAND - CHAMPIONSHIP,27/02/2024,16:45,Queen's Park,Arbroath,1.75,3.75,4.0
7,SCOTLAND - CHAMPIONSHIP,27/02/2024,16:45,Raith,Morton,2.0,3.5,3.25
8,ENGLAND - LEAGUE ONE,27/02/2024,16:45,Leyton Orient,Blackpool,2.4,3.5,2.9
9,ENGLAND - LEAGUE TWO,27/02/2024,16:45,Swindon,Tranmere,2.2,3.5,3.25
10,SOUTH AMERICA - COPA LIBERTADORES,27/02/2024,19:00,Palestino (Chi),Portuguesa (Ven),1.45,4.33,6.5
11,SOUTH AMERICA - COPA LIBERTADORES,27/02/2024,21:30,Bragantino (Bra),Aguilas (Col),1.3,5.0,9.0
12,COLOMBIA - PRIMERA A,27/02/2024,22:15,Millonarios,Once Caldas,1.75,3.4,5.5
