,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,18/09/2024,05:30,INDONESIA - LIGA 1,Persik Kediri,Persita,1.75,3.55,4.2,1.7,1.65,2.0
2,18/09/2024,20:30,USA - MLS,New York City,Philadelphia Union,1.7,4.2,4.33,1.5,1.57,2.25
3,18/09/2024,22:30,USA - MLS,Real Salt Lake,FC Dallas,1.7,3.8,4.75,1.57,1.57,2.25
