,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,26/09/2024,05:30,INDONESIA - LIGA 1,PSIS Semarang,Arema FC,1.98,3.35,3.55,1.85,1.65,1.98
2,26/09/2024,08:15,MONGOLIA - PREMIER LEAGUE,Khoromkhon,Khangarid,2.9,4.3,1.88,1.18,1.22,4.05
3,26/09/2024,10:30,UZBEKISTAN - SUPER LEAGUE,Navbahor Namangan,Sogdiana,1.9,3.15,4.1,2.1,1.9,1.72
4,26/09/2024,12:00,QATAR - QSL,Al Arabi,Al Rayyan,3.35,4.0,1.88,1.45,1.45,2.55
5,26/09/2024,14:00,QATAR - QSL,Al-Sadd,Al-Gharafa,1.6,4.25,4.5,1.32,1.38,2.82
6,26/09/2024,14:00,SWEDEN - ALLSVENSKAN,Hammarby,Hacken,2.1,3.6,3.2,1.44,1.4,2.75
7,26/09/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Torpedo Kutaisi,Samgurali,1.57,3.75,4.8,1.72,1.77,2.0
