League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Mexican Women's Matches,2024-02-09,00:10:00,FC Juarez (W),Mazatlan FC(W),1.11,28.0,11.0,6.6,1.16,2.26,1.73,1.38,3.4,46.0,1.01,4.5,1.07,4.4,1.25,1.61,2.4,2.18,1.72,48.0,7.6,100.0,100.0,14.0,7.6,7.4,100.0,9.4,12.0,40.0,100.0,7.6,11.5,30.0,100.0,1.87,7.8,7.0,0.9009009,0.09090909,0.035714287,0.8,0.22727273,0.4587156,0.5813953,9.90991,25.225225,0.10090909,2.5454545,0.039642856,0.39285713,0.11363637,0.4,1.1546757,0.81668043,0.9237375,0.43589744,0.79591835,0.039642856,2.5454545,0.10090909,0.888,22.4,0.11363637,0.5733945,40.11,-0.24657193,0.42383444,0.027673896,0.6980803,1.0172596,13.600761,1.2234867,33.314926,78.567566,4.454773,-57.587692,33.314926,17.0,9.89,1,1.0
Australian A-League Women,2024-02-09,05:00:00,Western Sydney (W),Newcastle Jets (W),1.91,3.65,4.0,3.65,1.29,1.6,2.3,1.16,5.1,1.02,1.04,1.03,1.13,2.32,1.57,1.21,4.3,1.64,2.34,16.0,4.3,4.2,4.5,10.5,8.8,4.1,4.5,11.5,3.7,4.1,4.5,4.1,4.2,4.3,4.5,3.35,4.2,4.7,0.5235602,0.25,0.2739726,0.6369427,0.43103448,0.6097561,0.42735043,2.094241,1.9109948,0.4775,0.9125,0.52328765,1.0958904,0.3925,0.58,0.35424638,0.3536379,0.31294963,0.045751635,0.4362657,0.52328765,0.9125,0.4775,1.2165605,2.3248408,0.3925,0.95731705,9.56,-0.21861924,-0.03661088,0.19979079,0.38179916,0.3512729,1.1193898,0.4385074,2.7419336,46.260586,1.0606601,-20.556046,2.7419336,0.35,2.09,1,1.0
Australian A-League Men,2024-02-09,05:45:00,Adelaide United,Perth Glory,1.73,4.6,4.7,5.1,1.21,2.0,1.93,1.29,3.85,34.0,1.02,10.0,1.1,3.7,1.34,1.49,2.9,1.4,3.25,36.0,36.0,44.0,80.0,20.0,12.5,19.5,38.0,16.5,10.5,13.5,30.0,20.0,13.5,16.5,28.0,4.8,10.5,18.5,0.5780347,0.21276596,0.2173913,0.74626863,0.27027026,0.71428573,0.30769232,2.716763,2.6589596,0.36808512,0.9787234,0.37608695,1.0217391,0.2851064,0.78723407,0.50915766,0.46189734,0.45339653,0.010752688,0.5562914,0.37608695,0.9787234,0.36808512,1.2910448,3.4328358,0.2851064,0.95714283,11.03,-0.26926565,-0.009066183,0.15684497,0.41704443,0.45873183,1.6866041,0.58397466,4.1313195,56.043648,3.337544,-49.72014,4.1313195,0.1,2.97,1,1.0
Israeli Liga Alef,2024-02-09,07:00:00,Hapoel Bikat Hayarden,MS Hapoel Lod,2.46,2.82,3.25,2.3,1.42,1.36,2.42,1.1,1.01,3.3,1.08,3.25,1.32,1.79,2.06,1.09,3.45,1.75,2.0,4.8,4.6,2.86,1.77,4.4,4.0,4.3,3.3,2.98,4.7,3.05,1.83,1.83,3.0,9.8,3.45,2.92,3.0,7.8,0.40650406,0.30769232,0.35460994,0.4854369,0.5586592,0.5714286,0.5,1.3211383,1.1463414,0.7569231,0.8676923,0.87234044,1.1524823,0.63384616,0.5507692,0.11327623,0.13835377,0.06818182,0.070840195,0.22410546,0.87234044,0.8676923,0.7569231,1.1941748,1.368932,0.63384616,1.1771429,8.53,-0.0926143,-0.050410315,0.2883939,0.33059788,0.13910311,0.39551654,0.19174066,0.9688137,21.55402,0.38183767,7.688448,0.9688137,0.43,0.79,1,1.0
Azerbaijan 1st Division,2024-02-09,07:00:00,Zaqatala,Qaradag Lokbatan,1.61,1.29,3.3,1.01,1.22,1.4,2.0,1.06,1.01,3.0,1.06,1.4,1.15,1.4,1.8,1.08,2.44,1.92,1.1,1.49,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.55,1.55,1.1,0.621118,0.3030303,0.7751938,0.5555556,0.71428573,0.5208333,0.90909094,2.0496895,0.80124223,0.4878788,0.3909091,1.248062,2.5581396,0.54545456,0.42424244,0.34707224,0.34419551,0.11034483,0.4379085,0.29411766,1.248062,0.3909091,0.4878788,0.89444447,0.71666664,0.54545456,0.9375,6.2,-0.27258065,-0.32419354,0.2596774,0.20806451,0.52258813,1.0800154,0.445926,2.6454868,40.19781,0.56568545,11.309933,2.6454868,2.01,1.69,1,1.0
Israeli Liga Alef,2024-02-09,07:40:00,MS Tira,MS Tzeirey Taibe,1.42,7.6,4.3,2.94,1.35,1.44,2.18,1.1,1.01,3.85,1.06,3.85,1.25,1.99,1.74,1.13,2.9,1.95,1.77,3.05,4.2,4.2,4.2,4.0,4.6,4.2,4.2,4.0,4.4,3.25,4.2,4.7,5.1,2.82,3.9,3.75,4.2,2.58,0.70422536,0.23255815,0.13157895,0.57471263,0.5025126,0.51282054,0.56497175,3.028169,5.352113,0.33023256,1.7674419,0.1868421,0.56578946,0.40465117,0.4627907,0.7008165,0.5034965,0.6851441,0.27731094,0.42384106,0.1868421,1.7674419,0.33023256,0.81609195,4.367816,0.40465117,0.8923077,13.32,-0.21621622,0.24774775,0.10660661,0.5705706,0.69648147,3.0923777,0.7604681,7.5747476,55.222168,0.35355338,-7.125016,7.5747476,3.3,2.88,1,1.0
Israeli Liga Alef,2024-02-09,07:40:00,Hapoel Tzafririm Holon,Agudat Sport Ashdod,2.26,3.05,3.05,1.92,1.44,1.31,1.01,1.06,1.01,2.8,1.1,2.56,1.43,1.6,2.26,1.06,3.9,1.94,1.81,3.75,3.85,4.4,3.5,3.55,3.5,4.3,3.45,4.3,4.0,4.4,3.5,3.35,4.6,3.45,3.6,3.3,3.5,3.65,0.44247788,0.32786885,0.32786885,0.44247788,0.625,0.5154639,0.5524862,1.3495575,1.3495575,0.7409836,1.0,0.7409836,1.0,0.7409836,0.52459013,0.14758636,0.14877589,0.14877589,0.0,0.14877589,0.7409836,1.0,0.7409836,1.0,1.3495575,0.7409836,1.1649485,8.36,-0.094497606,0.0,0.27033493,0.36483255,0.16367465,0.45610672,0.1717916,1.1172287,21.55402,0.93338096,18.26289,1.1172287,0.0,0.79,1,1.0
Israeli Liga Alef,2024-02-09,07:45:00,Ironi Ashdod Sportclub,SC Dimona,4.8,1.85,3.05,2.16,1.4,1.33,3.05,1.08,1.01,2.9,1.09,2.9,1.39,1.62,2.18,1.05,4.0,1.95,1.77,4.5,4.0,4.6,2.48,3.5,3.9,4.6,2.5,2.14,2.8,2.78,1.61,1.65,1.65,1.65,2.12,1.55,1.67,1.45,0.20833333,0.32786885,0.5405405,0.4587156,0.61728394,0.51282054,0.56497175,0.6354167,0.38541666,1.5737705,0.60655737,2.5945945,1.6486486,0.7147541,0.53114754,0.38278833,0.22292994,0.44360903,0.24489796,0.166348,2.5945945,0.60655737,1.5737705,2.201835,0.8486239,0.7147541,1.1179488,9.7,0.18041237,-0.12371134,0.49484536,0.19072165,0.4588208,1.4835206,0.44472495,3.6338685,-41.185925,0.7919596,15.642246,3.6338685,1.2,1.75,1,1.0
Israeli Liga Alef,2024-02-09,08:00:00,Maccabi Shaaraim,Hapoel Kfar Shelem,7.2,1.47,3.95,2.26,1.38,1.34,2.98,1.07,1.01,2.96,1.07,2.88,1.39,1.67,2.14,1.07,4.1,2.24,1.62,5.0,3.6,4.0,3.8,2.72,4.4,3.45,2.72,2.96,3.0,2.86,2.9,1.8,1.8,1.8,7.2,1.8,2.98,2.14,0.1388889,0.25316456,0.6802721,0.46728972,0.5988024,0.44642857,0.61728394,0.5486111,0.20416667,1.8227848,0.3721519,4.897959,2.687075,0.5417721,0.4227848,0.65183735,0.29147983,0.66089964,0.45756456,0.29720855,4.897959,0.3721519,1.8227848,3.364486,0.6869159,0.5417721,0.95535713,12.62,0.25752774,-0.19651347,0.57052296,0.11648177,0.6831085,2.8736098,0.69478595,7.038878,-58.392498,0.66468036,13.224551,7.038878,2.48,3.25,1,1.0
Israeli Liga Alef,2024-02-09,08:00:00,Maccabi Yavne,Hapoel Herzliya,2.5,3.05,2.9,1.92,1.5,1.27,1.01,1.04,1.01,1.02,1.12,2.06,1.52,1.45,2.12,1.05,2.12,1.68,1.71,4.1,4.3,2.64,1.83,4.0,3.7,5.2,1.81,3.45,4.9,2.28,1.83,1.83,1.86,1.86,1.91,1.78,1.78,1.78,0.4,0.3448276,0.32786885,0.4716981,0.6896552,0.5952381,0.5847953,1.16,1.22,0.86206895,1.0517242,0.8196721,0.9508197,0.73103446,0.5,0.086121604,0.074074075,0.0990991,0.025210084,0.15537849,0.8196721,1.0517242,0.86206895,1.1792452,1.4386792,0.73103446,1.2619047,8.45,-0.04733728,0.01775148,0.295858,0.36094674,0.100939184,0.28431204,0.15841016,0.6964194,11.309933,0.94752306,18.52085,0.6964194,0.15,0.4,1,1.0
