Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,NIGERIA - NPFL,28/02/2024,10:00,Abia Warriors,Kwara,2.18,2.85,3.55
2,NIGERIA - NPFL,28/02/2024,11:00,Sunshine Stars,Lobi Stars,1.95,3.05,4.0
3,NIGERIA - NPFL,28/02/2024,12:00,Sporting Lagos,Akwa United,1.65,3.25,5.8
4,NIGERIA - NPFL,28/02/2024,12:00,Heartland,Plateau United,2.15,3.0,3.4
5,NIGERIA - NPFL,28/02/2024,12:00,Enyimba,Gombe,1.36,4.05,9.0
6,MONTENEGRO - PRVA CRNOGORSKA LIGA,28/02/2024,14:00,Buducnost,Jezero,1.36,4.5,7.6
7,ROMANIA - LIGA 1,28/02/2024,16:00,FC Rapid Bucuresti,UTA Arad,1.6,3.75,5.0
8,SCOTLAND - PREMIERSHIP,28/02/2024,16:45,Aberdeen,St Johnstone,1.62,3.75,6.0
9,COLOMBIA - PRIMERA A,28/02/2024,17:15,Fortaleza,Alianza,1.75,3.6,4.75
10,SOUTH AMERICA - COPA LIBERTADORES,28/02/2024,19:00,Nacional (Uru),Puerto Cabello (Ven),1.29,4.5,9.0
11,BRAZIL - COPA DO BRASIL,28/02/2024,20:30,Agua Santa,Jacuipense,1.75,3.4,4.0
12,SOUTH AMERICA - COPA LIBERTADORES,28/02/2024,21:30,Atl. Nacional (Col),Nacional Asuncion (Par),1.5,3.75,6.5
13,SOUTH AMERICA - COPA LIBERTADORES,28/02/2024,21:30,Botafogo RJ (Bra),Aurora (Bol),1.11,7.5,21.0
