Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,FIJI - PREMIER LEAGUE,18/02/2024,00:00,Rewa,Labasa,2.15,2.75,3.55
2,AUSTRALIA - A-LEAGUE,18/02/2024,03:00,Macarthur FC,Wellington Phoenix,2.3,3.8,2.88
3,MALTA - PREMIER LEAGUE,18/02/2024,07:00,Hamrun,Sirens,1.22,5.5,11.25
4,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,18/02/2024,09:00,FK Sarajevo,Siroki Brijeg,1.35,4.25,8.75
5,VIETNAM - V.LEAGUE 1,18/02/2024,09:15,Cong An,Ho Chi Minh,1.47,4.05,6.0
6,ANDORRA - PRIMERA DIVISIÓ,18/02/2024,09:30,FC Santa Coloma,Atletic America,1.03,10.5,25.0
7,NORTH MACEDONIA - 1. MFL,18/02/2024,10:00,Shkupi,Voska Sport,1.47,3.95,6.5
8,ITALY - SERIE C,18/02/2024,10:00,Torres,Perugia,2.25,3.0,3.35
9,INDIA - I-LEAGUE,18/02/2024,10:30,Inter Kashi,Namdhari,1.72,3.75,4.15
10,INDIA - I-LEAGUE,18/02/2024,10:30,Churchill Brothers,Real Kashmir,2.3,3.1,3.0
11,NIGERIA - NPFL,18/02/2024,11:00,Sunshine Stars,Kwara,1.64,3.2,5.62
12,SLOVAKIA - NIKE LIGA,18/02/2024,11:00,Slovan Bratislava,Z. Moravce-Vrable,1.16,7.2,15.0
13,POLAND - DIVISION 1,18/02/2024,11:00,Termalica B-B.,Chrobry Glogow,1.55,4.0,5.75
14,EGYPT - PREMIER LEAGUE,18/02/2024,11:00,Enppi,Smouha,2.22,2.77,3.6
15,CROATIA - HNL,18/02/2024,11:00,Osijek,Gorica,1.65,3.5,5.0
16,INDIA - ISL,18/02/2024,11:00,Mumbai City,Bengaluru FC,1.65,4.0,5.0
17,CAMEROON - ELITE ONE,18/02/2024,11:30,Stade Renard,APEJES Academy,1.55,3.35,6.1
18,CAMEROON - ELITE ONE,18/02/2024,11:30,Aigle Royal,Bamboutos FC,2.5,2.87,2.75
19,CAMEROON - ELITE ONE,18/02/2024,11:30,Dynamo Douala,Canon Yaounde,2.52,2.87,2.75
20,CAMEROON - ELITE ONE,18/02/2024,11:30,Victoria United,Avion Academy,1.98,2.7,4.3
21,NIGERIA - NPFL,18/02/2024,12:00,Bayelsa United,Gombe,1.45,3.65,7.8
22,NIGERIA - NPFL,18/02/2024,12:00,Katsina Utd,Niger Tornadoes,1.73,3.08,5.18
23,NIGERIA - NPFL,18/02/2024,12:00,Plateau United,Lobi Stars,1.5,3.45,7.4
24,NIGERIA - NPFL,18/02/2024,12:00,Rivers United,Doma United,1.59,3.1,6.65
25,SWITZERLAND - SUPER LEAGUE,18/02/2024,12:30,Servette,Lugano,2.0,3.75,3.6
26,BULGARIA - PARVA LIGA,18/02/2024,12:45,CSKA Sofia,Botev Vratsa,1.13,8.5,21.0
27,AUSTRIA - BUNDESLIGA,18/02/2024,13:00,Sturm Graz,SK Rapid,2.1,3.6,3.4
28,SPAIN - PRIMERA RFEF,18/02/2024,13:00,Cultural Leonesa,Ponferradina,2.05,3.0,3.8
29,MOROCCO - BOTOLA PRO,18/02/2024,14:00,FAR Rabat,Mouloudia Oujda,1.18,6.5,11.0
30,ITALY - SERIE C,18/02/2024,14:30,Trento,Pergolettese,2.42,3.0,3.0
31,ITALY - SERIE C,18/02/2024,14:30,Atalanta U23,Alessandria,1.6,3.4,6.3
32,SPAIN - LALIGA2,18/02/2024,14:30,Huesca,Amorebieta,1.8,3.2,5.75
33,ITALY - SERIE C,18/02/2024,14:30,Rimini,Pontedera,2.4,3.15,2.9
34,MEXICO - LIGA DE EXPANSION MX,18/02/2024,15:00,Atlante,Cimarrones de Sonora,1.53,3.85,6.1
35,SPAIN - PRIMERA RFEF,18/02/2024,16:00,Sanluqueno,Granada CF B,1.67,3.4,5.0
36,COLOMBIA - PRIMERA A,18/02/2024,16:00,La Equidad,Patriotas,1.8,3.2,5.5
37,VENEZUELA - LIGA FUTVE,18/02/2024,16:00,Inter de Barinas,Universidad Central,2.62,2.9,2.75
38,ITALY - SERIE C,18/02/2024,16:45,Crotone,Taranto,1.98,2.95,4.25
39,ITALY - SERIE C,18/02/2024,16:45,Picerno,Benevento,2.57,3.1,2.72
40,ARGENTINA - PRIMERA NACIONAL,18/02/2024,17:00,Gimnasia y Tiro,Atl. Rafaela,2.5,2.9,3.25
41,ARGENTINA - COPA DE LA LIGA PROFESIONAL,18/02/2024,17:00,Velez Sarsfield,Huracan,2.15,3.1,3.8
42,ARGENTINA - PRIMERA NACIONAL,18/02/2024,17:00,Guillermo Brown,Club A. Guemes,2.4,3.0,3.3
43,JAMAICA - PREMIER LEAGUE,18/02/2024,17:30,Mount Pleasant,Tivoli,1.98,3.3,3.55
44,JAMAICA - PREMIER LEAGUE,18/02/2024,17:30,Portmore,Harbour View,1.8,3.5,4.05
45,JAMAICA - PREMIER LEAGUE,18/02/2024,17:30,Montego Bay,Humble Lions,1.87,3.25,4.05
46,PERU - LIGA 1,18/02/2024,19:00,Cienciano,Sport Boys,1.4,4.0,7.5
47,ARGENTINA - COPA DE LA LIGA PROFESIONAL,18/02/2024,19:15,River Plate,Banfield,1.36,4.5,11.0
48,COLOMBIA - PRIMERA A,18/02/2024,20:10,Jaguares de Cordoba,Once Caldas,2.55,3.0,3.0
