Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/09/2023,11:00,UZBEKISTAN - SUPER LEAGUE,Neftchi Fargona,Buxoro,1.44,3.9,7.4,2.05,2.27,1.5,1.03,1.45,1.36,7.2,1.05
2,27/09/2023,11:30,INDIA - ISL,Mohun Bagan,Bengaluru FC,1.65,3.6,4.75,1.95,1.91,1.8,1.05,1.4,1.29,6.5,1.11
3,27/09/2023,12:30,FINLAND - YKKONEN,TPS,HIFK,1.4,4.75,6.5,1.5,1.67,2.1,1.02,1.25,1.14,3.75,1.25
4,27/09/2023,12:30,SLOVENIA - PRVA LIGA,Celje,Aluminij,1.34,5.0,7.6,1.57,1.91,1.8,1.03,1.31,1.19,3.95,1.21
5,27/09/2023,12:30,FINLAND - YKKONEN,Ekenas,SJK Akatemia,1.25,5.25,9.5,1.44,1.8,1.91,1.02,1.22,1.13,3.5,1.29
6,27/09/2023,13:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Sutjeska,Jezero,1.53,3.75,5.9,2.0,2.07,1.6,1.03,1.44,1.34,6.4,1.08
7,27/09/2023,13:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Buducnost,Mladost DG,1.35,4.75,7.2,1.57,1.87,1.75,13.0,1.29,1.19,3.75,1.19
8,27/09/2023,14:00,SWEDEN - SUPERETTAN,Oster,Helsingborg,1.44,4.33,7.0,1.6,1.75,2.0,1.03,1.29,1.17,4.33,1.2
9,27/09/2023,15:00,NETHERLANDS - EREDIVISIE,Twente,Vitesse,1.36,4.75,8.5,1.53,1.8,1.95,1.03,1.25,1.17,4.0,1.22
10,27/09/2023,15:30,SLOVAKIA - NIKE LIGA,Trnava,Kosice,1.52,4.0,6.1,2.05,2.1,1.65,1.07,1.47,1.34,6.1,1.1
11,27/09/2023,19:00,SOUTH AMERICA - COPA SUDAMERICANA,LDU Quito (Ecu),Defensa y Justicia (Arg),1.65,3.6,6.0,2.05,2.1,1.67,1.06,1.44,1.33,8.0,1.08
12,27/09/2023,19:00,BRAZIL - SERIE A,Sao Paulo,Coritiba,1.36,5.0,8.5,1.88,2.1,1.67,1.05,1.36,1.29,6.0,1.13
13,27/09/2023,20:30,USA - MLS,Philadelphia Union,FC Dallas,1.73,3.75,5.0,1.75,1.75,2.0,1.04,1.33,1.22,5.5,1.14
