,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-05-17,07:00:00,UKRAINE - PREMIER LEAGUE,Rukh Lviv,Oleksandriya,2.1,2.6,2.96,0.0,0.0
2,2026-05-17,07:00:00,ITALY - SERIE A,Juventus,Fiorentina,1.33,10.0,6.0,34.0,1.2577361
3,2026-05-17,07:00:00,ITALY - SERIE A,AS Roma,Lazio,1.56,6.8,4.5,21.0,1.2577355
4,2026-05-17,07:00:00,ITALY - SERIE A,Genoa,AC Milan,5.1,1.82,3.85,8.6,1.257736
5,2026-05-17,07:00:00,ITALY - SERIE A,Pisa,Napoli,9.6,1.39,5.3,8.0,1.2577362
6,2026-05-17,07:00:00,ITALY - SERIE A,Como,Parma,1.27,13.5,6.6,42.0,1.2577345
7,2026-05-17,08:30:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Nottingham,1.65,5.6,4.5,25.0,1.257737
8,2026-05-17,09:00:00,DENMARK - SUPERLIGA,FC Copenhagen,Randers FC,1.53,5.7,4.5,0.0,0.0
9,2026-05-17,09:00:00,DENMARK - SUPERLIGA,Fredericia,Silkeborg,2.04,3.1,3.9,0.0,0.0
10,2026-05-17,09:30:00,POLAND - DIVISION 1,Legnica,Ruch Chorzow,1.32,3.4,3.55,0.0,0.0
11,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,FC Volendam,Telstar,2.72,2.4,4.0,0.0,0.0
12,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Excelsior,2.08,2.38,3.75,0.0,0.0
13,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,Zwolle,Feyenoord,4.4,1.66,4.6,0.0,0.0
14,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,Nijmegen,G.A. Eagles,1.39,7.2,5.4,0.0,0.0
15,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,Heerenveen,Ajax,2.9,2.06,4.3,0.0,0.0
16,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,Utrecht,Sittard,1.5,5.8,5.0,0.0,0.0
17,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,Heracles,Groningen,4.6,1.62,4.5,0.0,0.0
18,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,PSV,Twente,2.18,3.0,4.5,0.0,0.0
19,2026-05-17,09:30:00,UKRAINE - PREMIER LEAGUE,Kolos Kovalivka,Obolon,2.06,3.5,3.05,0.0,0.0
20,2026-05-17,09:30:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,NAC Breda,1.37,7.6,5.4,0.0,0.0
21,2026-05-17,10:00:00,SCOTLAND - PREMIERSHIP,Livingston,Kilmarnock,2.88,2.38,3.45,0.0,0.0
22,2026-05-17,10:00:00,URUGUAY - PRIMERA DIVISION,Central Espanol,Defensor Sp.,2.68,2.36,2.36,0.0,0.0
23,2026-05-17,10:00:00,SCOTLAND - PREMIERSHIP,Dundee FC,Aberdeen,1.34,1.35,1.42,0.0,0.0
24,2026-05-17,10:00:00,ITALY - SERIE A,Inter,Verona,1.22,16.0,8.2,55.0,1.2577348
25,2026-05-17,10:00:00,SCOTLAND - PREMIERSHIP,St. Mirren,Dundee Utd,2.32,3.05,3.6,0.0,0.0
26,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Hannover,Nurnberg,1.46,6.2,5.2,0.0,0.0
27,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Schalke,Braunschweig,1.91,3.8,4.0,0.0,0.0
28,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Karlsruher SC,Bochum,2.52,2.46,4.2,0.0,0.0
29,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Arminia Bielefeld,Hertha Berlin,1.27,4.0,2.08,0.0,0.0
30,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Magdeburg,Kaiserslautern,1.71,4.1,4.4,0.0,0.0
31,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Elversberg,Preussen Munster,1.23,12.5,7.2,0.0,0.0
32,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Darmstadt,Paderborn,3.3,1.93,4.4,0.0,0.0
33,2026-05-17,10:30:00,GERMANY - 2. BUNDESLIGA,Greuther Furth,Dusseldorf,2.44,2.56,3.45,0.0,0.0
34,2026-05-17,11:00:00,EGYPT - PREMIER LEAGUE,National Bank Egypt,El Gouna,1.77,4.0,2.9,0.0,0.0
