,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-07-23,19:30:00,BRAZIL - SERIE A,Botafogo FR,Vitoria,1.81,5.2,3.8,18.5,1.2600273
2,2026-07-23,19:30:00,BRAZIL - SERIE A,Corinthians,Remo,1.56,7.4,4.3,21.0,1.2588729
3,2026-07-23,19:30:00,BRAZIL - SERIE B,Athletic Club,Sao Bernardo,2.12,4.2,3.2,13.0,1.2601845
4,2026-07-23,20:30:00,BRAZIL - SERIE B,Cuiaba,Atletico GO,2.12,4.3,3.25,13.5,1.2601856
5,2026-07-23,21:30:00,BRAZIL - SERIE B,Botafogo SP,Juventude,2.68,3.25,2.94,9.2,1.2601584
