Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,29/05/2024,13:00,FINLAND - YKKONEN,Klubi 04,Keski-Uusimaa,1.18,7.0,8.5,1.33,1.8,1.91,1.01,1.2,1.1,3.0,1.36
2,29/05/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Lanus (Arg),Cuiaba (Bra),1.75,3.7,4.75,2.15,2.1,1.67,1.07,1.44,1.36,9.0,1.07
3,29/05/2024,20:30,USA - USL CHAMPIONSHIP,Louisville City,Detroit,1.47,4.15,5.7,1.7,1.82,1.9,1.04,1.34,1.22,4.35,1.18
4,29/05/2024,20:30,USA - MLS,Philadelphia Union,Toronto FC,1.55,3.9,6.0,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.22
5,29/05/2024,20:30,USA - MLS,New York Red Bulls,Charlotte,1.57,4.1,5.5,1.83,1.91,1.91,1.04,1.36,1.25,6.0,1.13
6,29/05/2024,20:30,USA - MLS,Inter Miami,Atlanta Utd,1.45,5.0,5.75,1.36,1.53,2.38,1.01,1.22,1.1,3.0,1.36
7,29/05/2024,20:30,USA - MLS,FC Cincinnati,Nashville SC,1.7,3.6,5.0,1.9,1.8,1.95,1.05,1.36,1.25,6.0,1.13
8,29/05/2024,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Ind. Medellin (Col),Always Ready (Bol),1.48,4.1,7.5,1.8,1.91,1.8,1.05,1.36,1.25,5.5,1.14
9,29/05/2024,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Fortaleza (Bra),Sportivo Trinidense (Par),1.14,7.5,23.0,1.53,2.75,1.4,1.03,1.29,1.17,4.0,1.22
10,29/05/2024,23:30,USA - MLS,Los Angeles Galaxy,FC Dallas,1.5,4.0,6.5,1.53,1.67,2.1,1.03,1.25,1.14,4.0,1.22
11,29/05/2024,23:45,USA - MLS,Los Angeles FC,Minnesota United,1.5,4.2,6.25,1.4,1.5,2.5,1.02,1.22,1.11,3.4,1.3
