Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,28/12/2023,09:00,Pathum United,Chiangrai Utd,1.5,4.15,5.7
2,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,28/12/2023,12:00,Al Ettifaq,Al Hazem,1.6,3.8,4.75
3,NIGERIA - NPFL,28/12/2023,12:00,Rivers United,Bendel,1.57,3.3,6.7
4,NIGERIA - NPFL,28/12/2023,12:00,Plateau United,Sporting Lagos,1.38,4.0,8.75
5,NIGERIA - NPFL,28/12/2023,12:00,Lobi Stars,Niger Tornadoes,1.31,4.25,11.0
6,NIGERIA - NPFL,28/12/2023,12:00,Kano Pillars,Kwara,1.7,3.05,5.8
7,NIGERIA - NPFL,28/12/2023,12:00,Heartland,Remo Stars,2.67,2.7,2.9
8,NIGERIA - NPFL,28/12/2023,12:00,Abia Warriors,Gombe,1.44,3.75,7.9
9,MOROCCO - BOTOLA PRO,28/12/2023,12:00,Raja Casablanca,IR Tanger,1.25,4.33,13.0
10,MOROCCO - BOTOLA PRO,28/12/2023,12:00,FUS Rabat,Youssoufia Berrechid,1.4,3.8,8.5
11,NIGERIA - NPFL,28/12/2023,12:00,Enugu Rangers,Shooting,1.5,3.55,7.3
12,MOROCCO - BOTOLA PRO,28/12/2023,16:00,Moghreb Tetouan,Union Touarga,2.0,3.0,3.5
