Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,08/10/2023,03:00,SOUTH KOREA - K LEAGUE 1,Suwon Bluewings,Pohang,4.0,3.4,1.91,2.0,1.8,1.91,1.05,1.4,1.29,7.0,1.1
19,08/10/2023,07:00,SPAIN - PRIMERA RFEF,Baleares,Murcia,3.8,3.1,1.95,2.38,2.2,1.62,1.1,1.53,1.44,8.5,1.05
18,08/10/2023,07:30,THAILAND - THAI LEAGUE 1,Khonkaen Utd.,Muang Thong Utd,3.5,3.7,1.91,1.55,1.5,2.4,1.03,1.31,1.18,3.8,1.23
17,08/10/2023,08:00,SWEDEN - SUPERETTAN,Trelleborg,GAIS,4.75,4.2,1.62,1.62,1.7,2.05,1.03,1.3,1.18,4.5,1.18
16,08/10/2023,08:30,BELARUS - VYSSHAYA LIGA,Naftan,Zhodino,5.22,3.92,1.61,1.88,1.87,1.89,1.01,1.38,1.26,5.75,1.09
15,08/10/2023,08:30,BELGIUM - JUPILER PRO LEAGUE,St. Liege,Club Brugge KV,4.5,4.0,1.7,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.2
14,08/10/2023,09:00,MOLDOVA - SUPER LIGA,Sparta Selemet,Floresti,3.3,3.75,1.85,1.55,1.53,2.43,13.0,1.28,1.15,4.2,1.17
13,08/10/2023,09:00,UZBEKISTAN - SUPER LEAGUE,Andijan,Pakhtakor,4.15,3.15,1.87,2.22,2.02,1.62,1.05,1.52,1.42,8.6,1.02
12,08/10/2023,09:30,NETHERLANDS - EREDIVISIE,Sittard,Twente,3.6,4.0,1.91,1.7,1.67,2.1,1.03,1.33,1.22,5.0,1.17
20,08/10/2023,09:30,AUSTRIA - BUNDESLIGA,Wolfsberger AC,Sturm Graz,4.75,3.6,1.75,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
8,08/10/2023,10:00,NORWAY - OBOS-LIGAEN,Asane,Fredrikstad,3.8,3.6,1.95,1.7,1.62,2.2,1.04,1.33,1.2,5.0,1.17
9,08/10/2023,10:00,SWEDEN - ALLSVENSKAN,Kalmar,Malmo FF,5.0,4.0,1.67,1.8,1.75,2.0,1.04,1.33,1.22,5.5,1.14
6,08/10/2023,10:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,GOSK Gabela,Borac Banja Luka,4.45,3.6,1.7,1.98,1.93,1.7,1.03,1.42,1.34,7.3,1.06
7,08/10/2023,10:00,ENGLAND - PREMIER LEAGUE,West Ham,Newcastle,3.4,3.8,2.0,1.67,1.62,2.2,1.04,1.33,1.22,5.0,1.17
11,08/10/2023,10:00,SWEDEN - ALLSVENSKAN,Brommapojkarna,Elfsborg,3.5,3.75,2.0,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.2
5,08/10/2023,10:30,UZBEKISTAN - SUPER LEAGUE,Buxoro,Navbahor Namangan,5.6,3.45,1.6,2.25,2.25,1.5,1.06,1.52,1.44,8.8,1.02
4,08/10/2023,12:00,MOROCCO - BOTOLA PRO,Jeunesse Sportive Soualem,FUS Rabat,4.0,3.0,1.91,2.6,2.25,1.57,1.1,1.57,1.5,13.0,1.04
3,08/10/2023,12:30,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Qarabag,4.25,3.75,1.7,1.8,1.75,1.85,1.01,1.36,1.26,5.5,1.1
2,08/10/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Saburtalo Tbilisi,Dinamo Batumi,3.45,3.55,1.87,1.72,1.67,2.15,1.01,1.34,1.22,5.5,1.11
10,08/10/2023,14:15,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,Royale Union SG,4.0,3.75,1.83,1.73,1.7,2.05,1.04,1.33,1.22,5.5,1.14
21,08/10/2023,15:30,ROMANIA - LIGA 1,Din. Bucuresti,CFR Cluj,4.75,3.8,1.62,1.93,1.83,1.83,1.05,1.36,1.29,6.5,1.11
