,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-07-15,19:00:00,BOLIVIA - DIVISION PROFESIONAL,Real Potosi,San Antonio Bulo Bulo,1.68,5.0,4.1,110.0,1.2600349
2,2026-07-15,21:00:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Oriente Petrolero,1.31,10.0,6.0,55.0,1.2600356
