,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,15/05/2024,04:30,Jeonnam,Seongnam,2.0,3.25,3.2,1.93,1.88,1.73,2.0,2.0,1.264911,0.767,1.1,1.0440307,0.956,0.5,0.30769232,0.3125,0.5181347,0.5319149,0.23980626,0.9,2.309,1,0.5025
2,SOUTH KOREA - K LEAGUE 2,15/05/2024,04:30,Bucheon FC 1995,Ansan Greeners,1.67,3.6,4.2,1.83,1.98,1.8,1.91,1.8,1.2489996,0.771,1.1,1.3,0.718,0.5988024,0.2777778,0.23809524,0.5464481,0.5050505,0.43465653,0.7,2.549,1,0.5043
3,SOUTH KOREA - K LEAGUE 2,15/05/2024,04:30,Asan,Gimpo FC,2.05,3.1,3.25,2.3,1.6,1.91,1.8,1.6,1.2,0.73,1.2,1.2489996,0.686,0.4878049,0.32258064,0.30769232,0.4347826,0.625,0.21900967,0.4,2.449,1,0.5061
4,SOUTH KOREA - K LEAGUE 2,15/05/2024,07:00,Anyang,Gyeongnam,2.05,3.1,3.3,1.88,1.93,1.67,2.1,2.0,1.264911,0.599,1.3,1.1874342,0.646,0.4878049,0.32258064,0.3030303,0.5319149,0.5181347,0.2233147,0.7,2.452,1,0.5085
5,SWEDEN - ALLSVENSKAN,15/05/2024,14:00,Mjallby,Hammarby,2.2,3.25,3.25,1.98,1.88,1.7,2.05,1.3,1.4177446,0.808,1.2,1.2489996,1.292,0.45454547,0.30769232,0.30769232,0.5050505,0.5319149,0.19410774,0.1,2.667,1,0.7623
6,SWEDEN - ALLSVENSKAN,15/05/2024,14:00,Vasteras SK,Varnamo,1.75,3.8,4.33,1.93,1.93,1.8,1.95,1.9,1.3747727,0.904,1.9,1.3747727,0.451,0.5714286,0.2631579,0.23094688,0.5181347,0.5181347,0.4321126,0.0,2.75,1,0.7587
7,SWEDEN - ALLSVENSKAN,15/05/2024,14:00,Elfsborg,AIK,2.05,3.5,3.5,1.95,1.9,1.75,2.0,2.0,1.264911,0.687,1.0,1.0954452,0.645,0.4878049,0.2857143,0.2857143,0.51282054,0.5263158,0.26981705,1.0,2.36,1,0.6393
8,SWITZERLAND - SUPER LEAGUE,15/05/2024,15:30,Lausanne,Luzern,2.15,3.6,3.1,1.53,2.4,1.44,2.63,1.8,1.2489996,0.773,0.8,1.1661904,0.659,0.4651163,0.2777778,0.32258064,0.6535948,0.41666666,0.22489834,1.0,2.415,1,0.514
9,SCOTLAND - PREMIERSHIP,15/05/2024,15:45,Hibernian,Motherwell,1.9,3.7,3.9,1.73,2.1,1.62,2.2,1.3,1.4177446,0.797,1.3,1.1874342,0.948,0.5263158,0.27027026,0.25641027,0.5780347,0.47619048,0.3535537,0.0,2.605,1,0.5101
10,SCOTLAND - CHAMPIONSHIP,15/05/2024,16:05,Hamilton,Inverness,2.0,3.2,4.0,2.2,1.65,1.91,1.8,1.2,1.2489996,0.879,1.6,1.2,0.841,0.5,0.3125,0.25,0.45454547,0.6060606,0.2999423,-0.4,2.449,1,0.8619
11,BRAZIL - SERIE B,15/05/2024,19:00,America MG,Mirassol,1.95,3.2,4.1,2.3,1.6,2.0,1.73,1.0,1.3416408,1.081,1.1,1.3,0.959,0.51282054,0.3125,0.24390244,0.4347826,0.625,0.32011387,-0.1,2.642,1,0.5354
