Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/09/2023,04:30,SOUTH KOREA - K LEAGUE 1,Ulsan Hyundai,Gwangju FC,1.75,3.6,4.0,1.95,1.83,1.83,1.05,1.4,1.29,6.5,1.11
2,03/09/2023,15:10,ARGENTINA - PRIMERA NACIONAL,Alvarado,San Martin T.,3.25,2.9,2.5,3.1,2.38,1.53,1.14,1.67,1.62,15.0,1.03
3,03/09/2023,15:45,BRAZIL - SERIE B,Vila Nova FC,CRB,1.78,3.05,5.3,2.77,2.5,1.47,1.14,1.65,1.62,8.5,1.04
