Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ALBANIA - SUPERLIGA,06/10/2023,09:00,Egnatia,Dinamo Tirana,1.55,3.7,5.2
2,FINLAND - VEIKKAUSLIIGA,06/10/2023,12:00,Ilves,AC Oulu,1.91,3.6,3.75
3,SLOVAKIA - NIKE LIGA,06/10/2023,12:30,Ruzomberok,Z. Moravce-Vrable,2.07,3.3,3.55
4,POLAND - EKSTRAKLASA,06/10/2023,13:00,Korona Kielce,Warta Poznan,2.7,3.1,2.75
5,EGYPT - PREMIER LEAGUE,06/10/2023,13:00,Pharco,Ceramica Cleopatra,2.7,2.82,2.77
6,BELARUS - VYSSHAYA LIGA,06/10/2023,13:00,Shakhtyor Soligorsk,Smorgon,1.47,4.65,5.8
7,AUSTRIA - 2. LIGA,06/10/2023,13:10,Leoben,Lafnitz,2.0,3.6,3.3
8,SWITZERLAND - CHALLENGE LEAGUE,06/10/2023,14:30,Stade Nyonnais,Baden,1.7,3.75,4.5
9,BELGIUM - CHALLENGER PRO LEAGUE,06/10/2023,15:00,Seraing,Dender,2.45,3.4,2.55
10,ARGENTINA - PRIMERA NACIONAL,06/10/2023,15:30,Guillermo Brown,Alvarado,1.91,3.25,4.75
11,IRELAND - PREMIER DIVISION,06/10/2023,15:45,Shelbourne,Dundalk,2.15,3.2,3.2
12,MEXICO - LIGA DE EXPANSION MX,06/10/2023,20:05,Correcaminos,Celaya,2.12,3.45,3.1
13,COLOMBIA - PRIMERA A,06/10/2023,22:10,Junior,Dep. Cali,1.75,3.5,5.25
