,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SPAIN - LALIGA2,09/09/2023,11:15,Burgos CF,Eibar,3.0,3.0,2.63,2.7,1.44,2.2,1.62,1.1,1.0440307,0.899,1.4,1.356466,0.787,0.33333334,0.33333334,0.38022813,0.37037036,0.6944444,0.06334855,-0.3,2.4,1,0.8
2,NETHERLANDS - EERSTE DIVISIE,09/09/2023,11:30,Telstar,Venlo,2.2,3.5,3.2,1.67,2.15,1.57,2.25,1.4,1.356466,1.021,1.2,1.2489996,0.693,0.45454547,0.2857143,0.3125,0.5988024,0.4651163,0.21111882,0.2,2.605,1,0.6782
3,SPAIN - PRIMERA RFEF,09/09/2023,13:00,Granada CF B,Algeciras,2.55,3.1,2.63,2.15,1.67,1.83,1.83,2.1,1.1357816,0.709,1.1,1.3,1.266,0.39215687,0.32258064,0.38022813,0.4651163,0.5988024,0.08323488,1.0,2.436,1,0.6902
4,SPAIN - LALIGA2,09/09/2023,13:30,R. Oviedo,Gijon,2.25,3.0,3.6,2.7,1.44,2.2,1.62,1.8,1.2489996,0.804,0.6,0.9165151,1.15,0.44444445,0.33333334,0.2777778,0.37037036,0.6944444,0.19692934,1.2,2.166,1,1.0
5,SPAIN - PRIMERA RFEF,09/09/2023,14:30,Recreativo Huelva,Antequera,1.85,3.2,4.0,2.35,1.57,2.1,1.67,2.1,1.1357816,0.627,2.2,1.2489996,0.666,0.5405405,0.3125,0.25,0.42553192,0.6369427,0.33960357,-0.1,2.385,1,0.8331
6,SPAIN - PRIMERA RFEF,09/09/2023,14:30,Tarazona,Leonesa,3.4,3.1,2.15,2.4,1.53,2.1,1.67,2.4,1.2,0.602,0.7,0.9,1.029,0.29411766,0.32258064,0.4651163,0.41666666,0.6535948,0.2074534,1.7,2.1,1,0.7166
7,SPAIN - PRIMERA RFEF,09/09/2023,14:30,Ponferradina,Sabadell,1.91,3.25,3.6,2.3,1.6,2.1,1.67,1.0,1.0954452,1.145,1.4,1.1135529,0.662,0.5235602,0.30769232,0.2777778,0.4347826,0.625,0.29619178,-0.4,2.209,1,0.8744
8,ARGENTINA - PRIMERA NACIONAL,09/09/2023,15:30,Villa Dalmine,Atl. Rafaela,4.5,3.25,1.91,2.5,1.5,2.2,1.62,1.0,1.3416408,1.194,1.7,1.1,0.776,0.22222222,0.30769232,0.5235602,0.4,0.6666667,0.36109638,-0.7,2.442,1,0.6
9,SPAIN - PRIMERA RFEF,09/09/2023,15:30,Murcia,Sanluqueno,1.67,3.5,4.75,2.15,1.67,2.1,1.67,1.3,1.1874342,0.836,1.5,1.2845232,0.817,0.5988024,0.2857143,0.21052632,0.4651163,0.5988024,0.460636,-0.2,2.472,1,0.8182
10,SPAIN - PRIMERA RFEF,09/09/2023,15:30,Linares,Real Madrid B,3.2,3.2,2.15,2.2,1.65,2.0,1.73,2.3,1.1,0.617,1.4,1.356466,0.787,0.3125,0.3125,0.4651163,0.45454547,0.6060606,0.1979899,0.9,2.456,1,0.5723
11,SPAIN - LALIGA2,09/09/2023,16:00,Leganes,Huesca,1.95,3.2,4.33,2.7,1.44,2.38,1.53,1.2,1.2489996,1.039,0.9,0.83066237,0.857,0.51282054,0.3125,0.23094688,0.37037036,0.6944444,0.33636498,0.3,2.08,1,0.8
12,NETHERLANDS - EERSTE DIVISIE,09/09/2023,16:00,Breda,Roda,2.0,3.6,3.6,1.67,2.15,1.57,2.25,1.9,1.3747727,0.613,1.0,1.3416408,0.825,0.5,0.2777778,0.2777778,0.5988024,0.4651163,0.29772916,0.9,2.716,1,0.6638
13,SPAIN - LALIGA2,09/09/2023,16:00,Tenerife,Albacete,2.1,3.2,3.75,2.6,1.48,2.0,1.73,2.5,1.024695,1.04,1.1,1.0440307,0.936,0.47619048,0.3125,0.26666668,0.3846154,0.6756757,0.25565413,1.4,2.069,1,1.0
14,SPAIN - PRIMERA RFEF,09/09/2023,16:30,Osasuna B,Arenteiro,1.8,3.1,4.75,2.5,1.5,2.25,1.57,1.6,1.4282857,0.824,1.9,1.1357816,0.686,0.5555556,0.32258064,0.21052632,0.4,0.6666667,0.396024,-0.3,2.564,1,0.8481
15,SPAIN - PRIMERA RFEF,09/09/2023,16:30,Celta Vigo B,Cornella,1.67,3.4,4.75,2.25,1.62,2.2,1.62,2.1,1.1357816,0.87,0.8,1.1661904,1.44,0.5988024,0.29411766,0.21052632,0.44444445,0.61728394,0.45364985,1.3,2.302,1,0.7979
16,PARAGUAY - PRIMERA DIVISION,09/09/2023,17:30,Sportivo Trinidense,Guarani,2.38,3.25,3.0,1.93,1.88,1.73,2.0,2.0,1.264911,0.419,1.8,1.2489996,0.687,0.42016807,0.30769232,0.33333334,0.5181347,0.5319149,0.13606395,0.2,2.514,1,0.8925
