,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-11-12,19:00:00,BRAZIL - SERIE B,America MG,Ituano,1.53,7.2,4.4,25.0,1.2356501
2,2024-11-12,19:00:00,URUGUAY - PRIMERA DIVISION,Maldonado,Racing Montevideo,3.5,2.3,3.2,8.2,1.2357956
3,2024-11-12,19:30:00,VENEZUELA - LIGA FUTVE,Zamora,Rayo Zuliano,2.04,3.8,3.1,980.0,1.23591
4,2024-11-12,19:30:00,VENEZUELA - LIGA FUTVE,Caracas,Dep. Tachira,3.05,2.44,2.8,980.0,1.2359099
5,2024-11-12,21:30:00,BRAZIL - SERIE B,Botafogo SP,Ceara,3.9,2.26,3.05,8.0,1.235661
