,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-20,00:00:00,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Western United,2.06,3.8,3.85,18.5,1.2334863
2,2024-10-20,01:00:00,JAPAN - J2 LEAGUE,Blaublitz,V-Varen Nagasaki,2.8,2.62,3.3,11.0,1.2343715
3,2024-10-20,02:00:00,JAPAN - J2 LEAGUE,Kusatsu,Tochigi SC,3.65,2.26,3.2,8.8,1.2343712
4,2024-10-20,02:00:00,JAPAN - J2 LEAGUE,Tokushima,Fujieda MYFC,1.93,4.1,3.6,17.0,1.2343713
5,2024-10-20,02:00:00,JAPAN - J2 LEAGUE,Okayama,Iwaki,2.04,3.85,3.45,17.5,1.2343711
6,2024-10-20,02:00:00,AUSTRALIA - A-LEAGUE,Macarthur FC,Perth Glory,2.1,3.45,4.2,24.0,1.2334864
7,2024-10-20,02:00:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Asan,3.85,2.0,3.55,10.5,1.2342081
8,2024-10-20,02:00:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Seoul E-Land,4.3,1.81,3.8,10.5,1.2342082
9,2024-10-20,02:00:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Seoul,2.42,3.1,3.4,15.0,1.234208
10,2024-10-20,02:00:00,JAPAN - J2 LEAGUE,Oita Trinita,Mito,2.4,3.2,3.25,12.5,1.2343713
11,2024-10-20,04:30:00,SOUTH KOREA - K LEAGUE 2,Anyang,Busan,2.46,3.0,3.3,13.5,1.2342079
12,2024-10-20,07:00:00,UKRAINE - PREMIER LEAGUE,LNZ Cherkasy,Inhulets Petrove,1.69,5.7,3.7,17.5,1.2345309
13,2024-10-20,07:00:00,CHINA - SUPER LEAGUE,Cangzhou,Nantong Zhiyun,2.44,2.72,3.7,19.0,1.2343798
14,2024-10-20,07:00:00,POLAND - DIVISION 1,Polonia Warszawa,Tychy,2.08,3.4,3.45,15.5,1.2343798
15,2024-10-20,07:30:00,TURKEY - SUPER LIG,Sivasspor,Hatayspor,2.36,3.45,3.35,12.0,1.2340436
16,2024-10-20,08:00:00,HUNGARY - OTP BANK LIGA,Kecskemeti TE,Puskas Academy,4.6,1.88,3.6,8.8,1.2343814
17,2024-10-20,08:00:00,SCOTLAND - PREMIERSHIP,Kilmarnock,Rangers,7.4,1.51,4.7,10.0,1.2336994
18,2024-10-20,08:30:00,GERMANY - 2. BUNDESLIGA,Greuther Furth,Nurnberg,1.93,4.0,4.1,22.0,1.234078
19,2024-10-20,08:30:00,BELGIUM - CHALLENGER PRO LEAGUE,Anderlecht U23,RWDM,6.2,1.48,4.7,11.5,1.2343818
20,2024-10-20,08:30:00,GERMANY - 2. BUNDESLIGA,Hamburger SV,Magdeburg,1.7,4.8,4.6,32.0,1.2340779
21,2024-10-20,08:30:00,GERMANY - 2. BUNDESLIGA,Ulm,Karlsruher SC,3.55,2.12,3.85,13.0,1.2340447
22,2024-10-20,08:35:00,CHINA - SUPER LEAGUE,Shenzhen Xinpengcheng,Meizhou Hakka,1.81,4.6,3.9,20.0,1.2343805
23,2024-10-20,08:50:00,CROATIA - PRVA NL,Vukovar 1991,Orijent,1.59,5.7,3.2,1000.0,1.234429
24,2024-10-20,09:00:00,DENMARK - SUPERLIGA,Aalborg,Randers FC,3.15,2.32,3.8,12.5,1.2340814
25,2024-10-20,09:00:00,DENMARK - SUPERLIGA,Lyngby,Viborg,3.35,2.22,3.7,12.5,1.2340895
26,2024-10-20,09:00:00,SPAIN - LALIGA,Mallorca,Rayo Vallecano,2.22,4.2,3.15,11.0,1.233767
27,2024-10-20,09:30:00,UKRAINE - PREMIER LEAGUE,Ch. Odesa,Veres-Rivne,3.2,2.42,3.05,9.6,1.2345313
28,2024-10-20,09:30:00,NETHERLANDS - EREDIVISIE,Groningen,Utrecht,3.2,2.34,3.65,12.0,1.2337533
29,2024-10-20,09:30:00,NETHERLANDS - EREDIVISIE,Heracles,Ajax,7.4,1.44,5.4,11.5,1.2337534
30,2024-10-20,09:30:00,NORWAY - ELITESERIEN,Rosenborg,Brann,2.14,3.3,4.0,22.0,1.2340449
31,2024-10-20,09:30:00,POLAND - DIVISION 1,Arka Gdynia,Pogon Siedlce,1.35,9.4,5.4,1000.0,1.2344536
32,2024-10-20,10:00:00,ITALY - SERIE A,Lecce,Fiorentina,3.45,2.4,3.35,9.6,1.2337481
