,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,31/07/2023,08:45,SINGAPORE - PREMIER LEAGUE,Lion City,Balestier Khalsa,1.22,5.75,8.5,1.18,1.18,1.44,2.63
2,31/07/2023,16:15,ICELAND - BESTA DEILD KARLA,Keflavik,Hafnarfjordur,3.53,3.74,1.99,1.71,1.71,1.61,2.25
