,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,BELGIUM - CHALLENGER PRO LEAGUE,29/09/2023,15:00,Deinze,Beveren,2.38,3.4,2.63,1.67,2.15,1.57,1.17,2.25,2.4,1.4,1.4,1.3,0.42,0.294,0.38,0.599,0.855,0.144,1.0,0.1,1,0.9301
2,BELGIUM - JUPILER PRO LEAGUE,29/09/2023,15:45,Kortrijk,Cercle Brugge KSV,4.5,4.0,1.7,1.5,2.5,1.5,1.25,2.5,1.2,1.6,2.0,1.4,0.222,0.25,0.588,0.667,0.8,0.471,-0.8,0.2,1,0.6044
