,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,10/12/2023,01:00,Adelaide United,Brisbane Roar,2.25,4.0,2.8
2,VIETNAM - V.LEAGUE 1,10/12/2023,07:00,Quang Nam,Hong Linh Ha Tinh,2.15,3.55,2.92
3,POLAND - DIVISION 1,10/12/2023,08:40,Wisla,Leczna,1.36,5.0,7.5
4,SERBIA - PRVA LIGA,10/12/2023,09:00,OFK Beograd,Dubocica,1.44,3.85,6.6
5,SERBIA - PRVA LIGA,10/12/2023,09:00,Radnicki S. Mitrovica,Metalac,1.72,3.3,4.4
6,SERBIA - PRVA LIGA,10/12/2023,09:00,Smederevo,Sloboda,1.55,3.5,5.6
7,NORTH MACEDONIA - 1. MFL,10/12/2023,09:00,Struga,Bregalnica Stip,1.33,4.5,8.5
8,VIETNAM - V.LEAGUE 1,10/12/2023,09:15,Hanoi FC,Song Lam Nghe An,1.78,3.7,3.9
9,ANDORRA - PRIMERA DIVISIÓ,10/12/2023,09:30,Inter Escaldes,Esperanca,1.03,10.75,23.0
10,AUSTRIA - BUNDESLIGA,10/12/2023,10:30,BW Linz,Tirol,1.95,3.6,4.0
11,NIGERIA - NPFL,10/12/2023,11:00,Gombe,Heartland,1.93,3.05,4.05
12,GHANA - PREMIER LEAGUE,10/12/2023,12:00,Bechem United,Accra Lions,1.37,3.9,8.0
13,NIGERIA - NPFL,10/12/2023,12:00,Remo Stars,Kwara,1.33,4.0,11.25
14,MOROCCO - BOTOLA PRO,10/12/2023,14:00,Olympique de Safi,Youssoufia Berrechid,1.75,2.9,5.25
15,SPAIN - PRIMERA RFEF,10/12/2023,14:00,Ponferradina,Cornella,1.7,3.2,4.75
16,ITALY - SERIE C,10/12/2023,14:30,Foggia,Potenza,1.95,3.25,3.85
17,JAMAICA - PREMIER LEAGUE,10/12/2023,17:00,Treasure Beach,Montego Bay,2.55,3.2,2.62
