,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CHINA - SUPER LEAGUE,15/09/2023,08:35,Shandong Taishan,Qingdao Hainiu,1.25,5.75,11.0
2,THAILAND - THAI LEAGUE 1,15/09/2023,09:00,Buriram,Trat FC,1.22,5.9,10.75
3,INDONESIA - LIGA 1,15/09/2023,09:00,Bali United,RANS Nusantara,1.78,3.55,4.0
4,THAILAND - THAI LEAGUE 1,15/09/2023,10:00,Bangkok Utd,Sukhothai,1.42,4.55,6.5
5,POLAND - DIVISION 1,15/09/2023,13:00,S. Rzeszow,Wisla Plock,2.4,3.4,2.55
6,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,15/09/2023,13:30,Zeljeznicar,GOSK Gabela,1.5,4.05,5.7
7,MALTA - PREMIER LEAGUE,15/09/2023,14:00,Marsaxlokk,Naxxar Lions,1.65,3.9,4.35
8,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,15/09/2023,15:00,Al Hilal,Al Riyadh,1.07,10.0,23.0
9,ENGLAND - FA CUP,15/09/2023,15:45,Darlington,Workington,1.65,3.75,4.25
10,VENEZUELA - LIGA FUTVE,15/09/2023,20:40,La Guaira,Hermanos Colmenarez,1.8,3.3,4.25
11,COSTA RICA - PRIMERA DIVISION,15/09/2023,21:00,Saprissa,Grecia,1.2,6.0,10.0
12,COSTA RICA - PRIMERA DIVISION,15/09/2023,23:00,Liberia,Guanacasteca,2.4,3.3,2.6
