,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,SERBIA - PRVA LIGA,2024-07-05,12:00,Tekstilac Odzaci,Radnicki S. Mitrovica,1.85,3.25,3.85,2.12,1.57,1.98,1.79,2.1818182,1.3360853,0.61237246,0.4412712,0.28565452,0.6473445,0.44614524,0.16234754,0.36388943,1.8181819,1.5266232,0.83964276,0.8181818,0.9359664,1.1439589,1.0,1.7056057,1.7056057,0.5228179,0.115037434,1.211409,2.1487603,1.2917582,0.8181818,0.9359664,1.0909091,1.2398347,1.1365151,0.41815245,0.47348166,1.1323183,0.5792976,0.10239333,0.17675428,0.90909094,0.9958592,1.0954452,1.2727273,1.354515,1.0642618,-0.36363637,1.3666633,-3.7583241,0.29651752,0.066560306,0.5785124,1.5649216,1.0413224,1.6555183,0.5405405,0.30769232,0.25974026,0.4716981,0.6369427,0.5050505,0.5586592,1.7567568,2.0810812,0.5692308,1.1846154,0.48051947,0.84415585,0.6523077,0.48307693,0.3320675,0.27450982,0.3508772,0.08450704,0.21042831,0.48051947,1.1846154,0.5692308,0.8726415,1.8160378,0.6523077,1.0707071,8.95,1.091,2.576,-0.15642458,0.06703911,0.20670392,0.4301676,0.34401798,1.0263203,0.3406084,2.513961,34.99202,0.7778175,15.376251,1.8813618,1.3197613,1.4255319,0.70149255,2.513961,0.6,1.4,1,0.9009
2,SERBIA - PRVA LIGA,2024-07-05,12:00,Graficar Beograd,Jedinstvo U.,2.35,3.35,2.6,1.72,1.91,1.61,2.25,2.1818182,1.1134044,0.51031035,0.4711475,0.26601347,0.5646076,0.38025945,0.13939272,0.36657268,2.0,1.3483998,0.6741999,1.0909091,0.66804266,0.61237246,0.90909094,1.2398347,1.3638182,0.55304265,0.08812023,1.2765213,2.0,1.3483998,1.5867769,0.45927933,1.4545455,1.4373989,0.98821175,0.37629896,0.4556925,1.2109853,0.65310454,0.10068804,0.15416834,1.0,1.0444659,1.0444659,0.90909094,0.8999541,0.98994946,0.09090909,1.5640591,17.20465,0.3249122,0.07846493,0.6363636,1.6413037,1.4049587,0.58232325,0.42553192,0.29850745,0.3846154,0.5813953,0.5235602,0.621118,0.44444445,1.4255319,1.106383,0.70149255,0.7761194,0.90384614,1.2884616,0.51343286,0.57014924,0.14325514,0.1754386,0.05050505,0.12605043,0.32149902,0.90384614,0.7761194,0.70149255,1.3662791,1.5116279,0.51343286,1.068323,8.3,0.727,2.551,-0.12048193,-0.090361446,0.28313252,0.31325302,0.18810235,0.5204165,0.26910847,1.2747549,26.565052,0.26870057,-5.4268126,1.6612111,1.5793781,1.0518135,0.9507389,1.2747549,0.75,1.0,1,0.7083
3,SERBIA - PRVA LIGA,2024-07-05,12:00,FK Indjija,Smederevo,2.05,3.1,3.35,2.12,1.57,1.91,1.85,1.6363636,1.4937888,0.91287094,0.3052013,0.2623205,0.85949993,0.5437294,0.106400505,0.1956865,1.4545455,1.304791,0.89704376,0.8181818,0.7158189,0.8748898,0.6363636,1.8227216,2.864277,0.5424026,0.10915394,0.99847406,1.1900827,1.5947444,0.59504133,0.98425096,1.6363636,1.2984415,0.793492,0.6558825,0.53450423,0.81493896,0.3857416,0.14915276,0.38666496,1.4545455,1.1570839,0.79549515,1.0,0.8528029,0.8528029,0.45454547,1.233151,2.712932,0.32316396,0.104328044,1.5867769,1.0606601,2.0,0.42640144,0.4878049,0.32258064,0.29850745,0.4716981,0.6369427,0.5235602,0.5405405,1.5121951,1.6341463,0.66129035,1.0806452,0.6119403,0.92537314,0.683871,0.5064516,0.22762567,0.2038835,0.24074075,0.03875969,0.18773946,0.6119403,1.0806452,0.66129035,0.9669811,1.5801886,0.683871,1.1099477,8.5,0.0,2.792,-0.12352941,0.029411765,0.24117647,0.39411765,0.2434612,0.68980676,0.2510954,1.6896745,27.699472,0.7778175,15.376251,1.7619221,1.3833272,1.2736843,0.78512394,1.6896745,0.25,1.05,1,0.7095
4,ROMANIA - LIGA 2,2024-07-05,13:00,Gloria Buzau,Unirea Slobozia,1.95,3.15,3.95,2.37,1.52,2.1,1.65,1.7272727,1.2128786,0.70219284,0.36319512,0.3670841,1.0107076,0.54454505,0.21024457,0.38609213,1.5454545,1.5587662,1.0086135,1.0909091,1.2398347,1.1365151,0.45454547,1.7768018,3.9089642,0.52685946,0.09302365,1.036157,0.9834711,2.4494898,0.59504133,2.2730303,2.090909,1.2398347,0.5929644,0.26628664,0.24607608,0.92410225,0.56533056,0.09049508,0.16007462,0.90909094,0.7925271,0.8717798,0.27272728,0.44536176,1.6329932,0.6363636,0.97912085,1.5386186,0.43792203,0.20012659,0.49586776,1.4529663,0.32231405,0.37684458,0.51282054,0.31746033,0.25316456,0.42194092,0.65789473,0.47619048,0.6060606,1.6153846,2.025641,0.61904764,1.2539682,0.49367088,0.79746836,0.75238097,0.48253968,0.30572954,0.23529412,0.33898306,0.112676054,0.14130434,0.49367088,1.2539682,0.61904764,0.8227848,1.6666666,0.75238097,1.1285714,9.05,-0.364,2.453,-0.13259669,0.08839779,0.21546961,0.4364641,0.33369434,1.0066446,0.30936345,2.4657657,30.963757,1.2020816,23.025492,1.7916261,1.2723142,1.4081633,0.71014494,2.4657657,0.8,1.2,1,0.7908
5,ITALY - SERIE C,2024-07-05,15:30,Taranto,Latina,1.72,3.15,5.3,2.2,1.53,2.05,1.62,2.4545455,0.8907235,0.36288738,0.33491388,0.21637169,0.6460517,0.44282094,0.14370272,0.32451653,1.2727273,0.6165755,0.48445213,0.45454547,0.6555548,1.4422206,0.8181818,0.5749596,0.7027284,0.4871753,0.10567725,0.8799513,1.0413224,0.7535922,0.8264463,0.36055514,1.2727273,1.354515,1.0642618,0.5180779,0.53080523,1.0245664,0.44464442,0.09958707,0.22397013,1.0909091,0.8999541,0.8249579,1.4545455,1.1570839,0.79549515,-0.36363637,1.7721444,-4.8733974,0.28907925,0.09431156,0.892562,1.0999439,2.2479339,0.7487013,0.5813953,0.31746033,0.18867925,0.45454547,0.6535948,0.4878049,0.61728394,1.8313954,3.0813954,0.5460318,1.6825397,0.3245283,0.5943396,0.6984127,0.4857143,0.45090935,0.2936345,0.5099715,0.25443786,0.17757009,0.3245283,1.6825397,0.5460318,0.7818182,2.409091,0.6984127,1.0731708,10.17,1.182,2.245,-0.14060964,0.2114061,0.16912487,0.52114064,0.53157127,1.8020266,0.51320994,4.414046,35.56477,0.94752306,18.52085,1.9328653,1.147433,1.6845124,0.5936436,4.414046,2.15,1.43,1,0.9725
6,ITALY - SERIE C,2024-07-05,15:30,Pescara,Pontedera,1.95,3.46,3.6,1.82,2.0,1.69,2.11,1.6363636,1.2984415,0.793492,0.28338987,0.24857585,0.8771515,0.5753146,0.20500217,0.3563306,1.3636364,1.2264307,0.89938253,0.72727275,0.86243933,1.1858541,0.6363636,1.7200807,2.702984,0.57075673,0.114141144,0.9671965,2.355372,0.71003884,0.661157,0.9486833,1.2727273,1.354515,1.0642618,0.52423227,0.465581,0.8881197,0.4468275,0.097132035,0.2173815,1.3636364,1.4316378,1.0498677,1.6363636,1.5534552,0.9493337,-0.27272728,1.9112542,-7.007932,0.30598828,0.09542108,0.9917355,1.9685019,3.8677685,0.65723103,0.51282054,0.28901735,0.2777778,0.5494506,0.5,0.591716,0.47393364,1.774359,1.8461539,0.5635838,1.0404624,0.5416667,0.9611111,0.5260116,0.5780347,0.3007968,0.27911276,0.2972973,0.019830028,0.31060606,0.5416667,1.0404624,0.5635838,1.0714285,1.978022,0.5260116,1.0769231,9.01,0.364,2.653,-0.16759157,0.015538291,0.2164262,0.39955604,0.3046266,0.91489524,0.35196248,2.2410266,37.052803,0.25455844,-5.1427646,1.8162394,1.3461539,1.3492063,0.7411765,2.2410266,0.14,1.51,1,0.8125
7,ITALY - SERIE C,2024-07-05,15:30,Audace Cerignola,Giugliano,1.75,3.67,4.22,1.87,1.94,1.79,1.98,1.6363636,1.2984415,0.793492,0.48033962,0.43938038,0.91472864,0.44909123,0.1848473,0.41160297,1.6363636,1.2264307,0.74948543,1.0,1.0444659,1.0444659,0.6363636,1.6109132,2.531435,0.49126247,0.118008494,1.0638131,2.5289257,0.7935728,0.8181818,1.2765695,1.0,1.2792042,1.2792042,0.47912484,0.70594734,1.47341,0.63886654,0.12389881,0.19393535,0.8181818,1.1134044,1.3608277,1.5454545,1.1570839,0.7487013,-0.72727275,1.354515,-1.8624581,0.253596,0.07812656,0.8181818,1.1134044,2.5289257,0.70710677,0.5714286,0.27247956,0.23696682,0.53475934,0.5154639,0.5586592,0.5050505,2.097143,2.4114287,0.47683924,1.1498637,0.41469195,0.86966825,0.5095368,0.52861035,0.4163256,0.35424355,0.41373533,0.06970849,0.32490975,0.41469195,1.1498637,0.47683924,0.93582886,2.2566845,0.5095368,1.0446928,9.64,0.636,2.578,-0.19917013,0.057053942,0.18153527,0.43775934,0.40356162,1.2967781,0.43575463,3.1764445,43.83086,0.09899495,-2.004534,1.9512526,1.2823291,1.5216473,0.6571825,3.1764445,0.55,1.92,1,0.9184
8,ITALY - SERIE C,2024-07-05,15:30,Gubbio,Rimini,1.93,3.33,3.82,2.07,1.76,1.87,1.89,2.0,1.1281521,0.56407607,0.37729916,0.45707193,1.211431,0.58984005,0.12584515,0.2133547,1.3636364,1.5534552,1.1392004,0.18181819,0.3856946,2.1213202,1.1818181,1.5850542,1.3411996,0.4876434,0.0750219,0.92563987,2.479339,0.8544004,0.18181819,0.3856946,0.72727275,1.1354542,1.5612495,0.40189418,0.5317059,1.3229998,0.6298298,0.06783929,0.1077105,1.0,1.3483998,1.3483998,1.8181819,1.2662171,0.6964194,-0.8181818,1.9455395,-2.3778815,0.294092,0.093217164,0.18181819,7.4161983,2.479339,0.92855924,0.5181347,0.3003003,0.2617801,0.4830918,0.5681818,0.53475934,0.52910054,1.7253886,1.9792746,0.5795796,1.1471472,0.5052356,0.87172776,0.6216216,0.5285285,0.31346068,0.26615968,0.32869565,0.06853147,0.23333333,0.5052356,1.1471472,0.5795796,0.93236715,1.8454106,0.6216216,1.1069518,9.08,1.273,2.264,-0.15418503,0.053964756,0.21255507,0.42070484,0.32406375,0.980833,0.33464494,2.4025402,34.99202,0.4384062,8.810733,1.8161843,1.303475,1.3933402,0.71769977,2.4025402,0.49,1.4,1,0.8715
9,ITALY - SERIE C,2024-07-05,15:30,Atalanta U23,Trento,1.96,3.23,3.84,2.19,1.68,1.94,1.82,1.6363636,1.2984415,0.793492,0.28816664,0.29276526,1.0159582,0.5788117,0.14837582,0.25634557,1.2727273,1.2856487,1.0101526,0.72727275,0.86243933,1.1858541,0.54545456,1.5587662,2.857738,0.52007395,0.103553556,0.89640063,1.1570247,1.4142135,0.46280992,1.3552618,1.1818181,1.1922616,1.0088367,0.281615,0.35182244,1.2493029,0.6525549,0.12029542,0.18434528,0.6363636,0.7713892,1.212183,0.8181818,0.83319557,1.0183501,-0.18181819,1.1922616,-6.5574384,0.27944475,0.08355621,0.34710744,1.4142135,1.1157025,0.6110101,0.5102041,0.30959752,0.26041666,0.456621,0.5952381,0.5154639,0.5494506,1.6479592,1.9591837,0.60681117,1.1888545,0.5104167,0.8411458,0.67801857,0.52012384,0.30005294,0.24470136,0.32413793,0.086280055,0.19188192,0.5104167,1.1888545,0.60681117,0.89497715,1.7534246,0.67801857,1.128866,9.03,0.455,2.491,-0.1406423,0.067552604,0.21705426,0.42524916,0.3186426,0.9591142,0.3151335,2.3493404,32.415546,0.7212489,14.305552,1.7910289,1.2914541,1.3868313,0.72106826,2.3493404,0.61,1.27,1,0.8176
10,MOROCCO - BOTOLA PRO,2024-07-05,16:00,Berkane,Moghreb Tetouan,1.73,3.2,4.5,2.6,1.48,2.25,1.5,2.0,1.1281521,0.56407607,0.31166318,0.20479271,0.65709627,0.47900736,0.061095808,0.1275467,1.5454545,1.1570839,0.7487013,0.6363636,0.64282435,1.0101526,0.90909094,1.1642044,1.2806249,0.5720631,0.14281939,1.0587589,1.8264463,0.9790709,0.6942149,0.58925563,1.4545455,1.233151,0.84779125,0.3931499,0.3103032,0.7892745,0.48796865,0.089562215,0.18354093,0.90909094,0.66804266,0.73484695,0.90909094,0.8999541,0.98994946,0.0,1.2792042,1.0,0.30437002,0.10835128,1.322314,0.45927933,0.9917355,0.8249579,0.5780347,0.3125,0.22222222,0.3846154,0.6756757,0.44444445,0.6666667,1.849711,2.601156,0.540625,1.40625,0.38444445,0.7111111,0.8125,0.4625,0.40714884,0.29817444,0.44462278,0.16883117,0.10344828,0.38444445,1.40625,0.540625,0.6653846,1.7307693,0.8125,1.1555556,9.43,0.545,2.361,-0.15588547,0.1378579,0.18345705,0.47720042,0.44089156,1.3858691,0.38693658,3.3946724,36.315887,1.5839192,29.248827,1.9563262,1.2447014,1.5717235,0.63624424,3.3946724,1.3,1.47,1,0.9291
