,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA DE EXPANSION MX,06/10/2023,00:05,Tepatitlan de Morelos,Atletico La Paz,2.1,3.55,3.1,1.65,2.15,1.55,2.3,1.2,0.9797959,0.958,1.0,1.3416408,0.915,0.47619048,0.28169015,0.32258064,0.6060606,0.4651163,0.23248768,0.2,2.321,1,0.5042
2,INDONESIA - LIGA 1,06/10/2023,05:00,Persikabo 1973,Persis Solo,2.62,3.2,2.52,1.65,1.98,1.52,2.22,1.2,1.2489996,1.004,0.8,1.1661904,0.888,0.3816794,0.3125,0.3968254,0.6060606,0.5050505,0.1009326,0.4,2.415,1,0.5064
3,INDONESIA - LIGA 1,06/10/2023,05:00,RANS Nusantara,PSIS Semarang,2.3,3.2,2.92,1.82,1.85,1.62,2.02,1.2,1.2489996,1.21,0.5,0.92195445,1.019,0.4347826,0.3125,0.34246576,0.5494506,0.5405405,0.14326222,0.7,2.171,1,0.5088
4,INDONESIA - LIGA 1,06/10/2023,09:00,Arema FC,Borneo,3.85,3.35,1.88,1.85,1.82,1.72,1.9,0.9,1.1357816,1.382,1.0,1.0954452,0.768,0.25974026,0.29850745,0.5319149,0.5405405,0.5494506,0.33081272,-0.1,2.231,1,0.5068
5,ALBANIA - SUPERLIGA,06/10/2023,09:00,Egnatia,Dinamo Tirana,1.55,3.7,5.2,1.62,2.05,1.7,2.1,1.8,1.2489996,0.8,0.4,0.9165151,0.801,0.6451613,0.27027026,0.1923077,0.61728394,0.4878049,0.5353617,1.4,2.166,1,0.5052
6,EGYPT - PREMIER LEAGUE,06/10/2023,10:00,Al Ittihad,El Gouna,2.02,3.0,3.8,2.15,1.55,1.88,1.72,1.1,1.3,1.124,0.8,0.8717798,0.998,0.4950495,0.33333334,0.2631579,0.4651163,0.6451613,0.2668622,0.3,2.172,1,0.5386
7,BULGARIA - PARVA LIGA,06/10/2023,11:30,Krumovgrad,Botev Vratsa,1.83,3.5,4.5,2.15,1.67,2.0,1.73,2.0,1.264911,0.636,0.4,0.9165151,1.063,0.5464481,0.2857143,0.22222222,0.4651163,0.5988024,0.3991665,1.6,2.181,1,0.6477
8,SERBIA - SUPER LIGA,06/10/2023,11:30,IMT Novi Beograd,Radnik,1.98,3.2,3.85,2.15,1.65,1.91,1.8,1.6,1.2,0.904,1.2,0.9797959,1.554,0.5050505,0.3125,0.25974026,0.4651163,0.6060606,0.29359326,0.4,2.18,1,0.5258
9,INDIA - ISL,06/10/2023,11:30,Punjab,North East Utd,1.95,3.4,3.2,1.62,2.25,1.53,2.38,2.8,0.6,0.533,0.2,0.4,1.041,0.51282054,0.29411766,0.3125,0.61728394,0.44444445,0.26544422,2.6,1.0,1,0.5076
10,ROMANIA - LIGA 1,06/10/2023,12:00,U Craiova 1948,FC Hermannstadt,2.8,3.2,2.38,2.03,1.83,1.73,2.0,1.6,1.4282857,0.621,1.8,1.2489996,0.628,0.35714287,0.3125,0.42016807,0.49261084,0.5464481,0.12158531,-0.2,2.677,1,0.8544
11,FINLAND - VEIKKAUSLIIGA,06/10/2023,12:00,Ilves,AC Oulu,1.91,3.6,3.75,1.7,2.1,1.62,2.2,0.8,0.8717798,0.728,1.4,1.356466,0.797,0.5235602,0.2777778,0.26666668,0.5882353,0.47619048,0.3330566,-0.6,2.228,1,0.5183
12,SLOVAKIA - NIKE LIGA,06/10/2023,12:30,Ruzomberok,Z. Moravce-Vrable,2.07,3.3,3.55,2.02,1.8,1.78,1.93,1.9,1.3747727,0.535,0.4,0.9165151,1.456,0.4830918,0.3030303,0.28169015,0.4950495,0.5555556,0.2537885,1.5,2.291,1,0.5729
13,EGYPT - PREMIER LEAGUE,06/10/2023,13:00,Pharco,Ceramica Cleopatra,2.7,2.82,2.77,2.37,1.45,1.98,1.65,1.9,1.3747727,1.073,0.6,0.48989794,1.646,0.37037036,0.35460994,0.36101082,0.42194092,0.6896552,0.017878195,1.3,1.865,1,0.8476
14,SERBIA - SUPER LIGA,06/10/2023,13:00,Radnicki Nis,Napredak,2.27,3.3,2.95,2.15,1.65,1.88,1.82,1.2,1.4696939,1.163,1.4,1.356466,1.33,0.44052863,0.3030303,0.33898306,0.4651163,0.6060606,0.16135247,-0.2,2.826,1,0.5913
15,CROATIA - HNL,06/10/2023,13:00,Slaven Belupo,Varazdin,2.8,3.3,2.5,2.0,1.85,1.73,2.0,1.2,1.2489996,0.903,0.8,0.8717798,0.728,0.35714287,0.3030303,0.4,0.5,0.5405405,0.112273656,0.4,2.121,1,0.6193
16,POLAND - EKSTRAKLASA,06/10/2023,13:00,Korona Kielce,Warta Poznan,2.7,3.1,2.75,2.2,1.65,1.91,1.91,2.0,1.264911,0.662,0.8,1.1661904,1.103,0.37037036,0.32258064,0.36363637,0.45454547,0.6060606,0.05996879,1.2,2.431,1,0.7477
17,POLAND - DIVISION 1,06/10/2023,13:00,Chrobry Glogow,Odra Opole,4.0,3.5,1.8,1.85,2.0,1.73,2.0,1.0,1.0954452,1.391,1.3,1.4177446,1.111,0.25,0.2857143,0.5555556,0.5405405,0.5,0.3749865,-0.3,2.513,1,0.8062
18,BAHRAIN - PREMIER LEAGUE,06/10/2023,13:00,Al-Hala,Al-Najma,2.32,3.25,2.92,2.05,1.72,1.8,1.91,1.3,1.4177446,0.913,0.6666667,0.94280905,1.076,0.43103448,0.30769232,0.34246576,0.4878049,0.5813953,0.14408015,0.633,2.361,1,0.5183
19,BULGARIA - PARVA LIGA,06/10/2023,14:00,Beroe,Lok. Sofia,2.6,3.1,2.88,2.1,1.7,1.83,1.83,2.0,1.264911,0.901,0.6,1.2,1.672,0.3846154,0.32258064,0.3472222,0.47619048,0.5882353,0.07256124,1.4,2.465,1,0.9223
20,PORTUGAL - LIGA PORTUGAL 2,06/10/2023,14:00,Santa Clara,Academico Viseu,1.85,3.4,4.0,2.1,1.7,1.91,1.8,1.4,1.356466,0.736,1.0,1.0954452,0.828,0.5405405,0.29411766,0.25,0.47619048,0.5882353,0.35358223,0.4,2.452,1,0.567
21,SWITZERLAND - CHALLENGE LEAGUE,06/10/2023,14:30,Schaffhausen,Vaduz,2.75,3.65,2.27,1.47,2.52,1.4,2.7,0.9,1.1357816,0.717,2.2,1.2489996,0.677,0.36363637,0.2739726,0.44052863,0.6802721,0.3968254,0.18938997,-1.3,2.385,1,0.7651
22,NETHERLANDS - EERSTE DIVISIE,06/10/2023,15:00,Breda,Groningen,3.0,3.75,2.2,1.62,2.25,1.53,2.38,1.6,1.4282857,0.697,0.4,0.9165151,1.099,0.33333334,0.26666668,0.45454547,0.61728394,0.44444445,0.2212457,1.2,2.345,1,0.6503
23,NETHERLANDS - EERSTE DIVISIE,06/10/2023,15:00,Den Bosch,Eindhoven FC,2.8,3.4,2.45,1.83,2.03,1.62,2.2,1.1,1.3,1.036,1.4,1.1135529,0.468,0.35714287,0.29411766,0.40816328,0.5464481,0.49261084,0.13208547,-0.3,2.414,1,0.6546
24,NETHERLANDS - EERSTE DIVISIE,06/10/2023,15:00,Dordrecht,Cambuur,3.3,4.0,2.0,1.48,2.6,1.44,2.63,1.1,1.0440307,0.728,0.4,0.9165151,1.125,0.3030303,0.25,0.5,0.6756757,0.3846154,0.30641064,0.7,1.961,1,0.862
25,NETHERLANDS - EERSTE DIVISIE,06/10/2023,15:00,Jong PSV,Maastricht,2.05,4.0,3.2,1.48,2.6,1.44,2.63,1.7,1.3453624,0.792,1.0,1.3416408,0.85,0.4878049,0.25,0.3125,0.6756757,0.3846154,0.28751224,0.7,2.687,1,0.5867
26,NETHERLANDS - EERSTE DIVISIE,06/10/2023,15:00,Helmond,Jong Utrecht,1.73,4.0,4.5,1.62,2.25,1.62,2.2,1.5,1.2845232,0.737,0.1,0.3,2.207,0.5780347,0.25,0.22222222,0.61728394,0.44444445,0.46155208,1.4,1.585,1,0.7385
27,BELGIUM - CHALLENGER PRO LEAGUE,06/10/2023,15:00,Lommel SK,St. Liege U23,1.33,4.5,7.0,1.5,2.5,1.73,2.0,2.2,1.2489996,0.851,0.3,0.45825756,1.376,0.7518797,0.22222222,0.14285715,0.6666667,0.4,0.7260914,1.9,1.707,1,0.6564
28,BELGIUM - CHALLENGER PRO LEAGUE,06/10/2023,15:00,Seraing,Dender,2.45,3.4,2.55,1.7,2.1,1.57,2.25,0.9,1.1357816,1.087,1.2,1.2489996,0.734,0.40816328,0.29411766,0.39215687,0.5882353,0.47619048,0.13819197,-0.3,2.385,1,0.5068
29,IRELAND - PREMIER DIVISION,06/10/2023,15:45,Shelbourne,Dundalk,2.15,3.2,3.2,2.1,1.7,1.91,1.91,1.7,1.1,0.616,1.3,1.4177446,0.729,0.4651163,0.3125,0.3125,0.47619048,0.5882353,0.1979899,0.4,2.518,1,0.6994
30,IRELAND - PREMIER DIVISION,06/10/2023,15:45,Drogheda,Derry City,4.75,4.0,1.6,1.75,2.05,1.8,1.95,1.5,1.2845232,0.804,1.7,1.3453624,0.722,0.21052632,0.25,0.625,0.5714286,0.4878049,0.51618433,-0.2,2.63,1,0.8292
31,ENGLAND - CHAMPIONSHIP,06/10/2023,16:00,Birmingham,West Brom,2.63,3.2,2.75,2.3,1.6,1.91,1.8,1.3,1.1874342,0.638,0.9,1.1357816,0.668,0.38022813,0.3125,0.36363637,0.4347826,0.625,0.08185761,0.4,2.323,1,0.6628
32,PORTUGAL - LIGA PORTUGAL,06/10/2023,16:15,Moreirense,Boavista,2.05,3.3,3.1,1.98,1.88,1.75,2.0,2.2,1.2489996,0.544,1.3,1.4177446,0.697,0.4878049,0.3030303,0.32258064,0.5050505,0.5319149,0.2233147,0.9,2.667,1,0.5056
33,ARGENTINA - PRIMERA NACIONAL,06/10/2023,17:00,Nueva Chicago,Def. de Belgrano,2.55,3.0,3.0,2.7,1.44,2.25,1.57,1.8,1.2489996,0.719,1.2,1.2489996,0.802,0.39215687,0.33333334,0.33333334,0.37037036,0.6944444,0.07856742,0.6,2.498,1,0.5568
34,CHILE - PRIMERA DIVISION,06/10/2023,19:00,Union La Calera,Huachipato,2.4,3.3,3.0,1.85,2.0,1.62,2.2,1.3,1.1874342,0.845,1.6,1.4282857,0.651,0.41666666,0.3030303,0.33333334,0.5405405,0.5,0.13687983,-0.3,2.616,1,0.6342
35,PARAGUAY - PRIMERA DIVISION,06/10/2023,19:30,General Caballero JLM,Cerro Porteno,4.2,3.75,1.7,1.75,2.05,1.73,2.0,1.7,1.3453624,1.029,1.6,1.2,0.678,0.23809524,0.26666668,0.5882353,0.5714286,0.4878049,0.43573493,0.1,2.545,1,0.9175
