League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Japanese J League,2024-05-19,02:00:00,FC Machida,Tokyo-V,1.92,4.8,3.45,2.76,1.53,1.35,3.6,1.08,11.0,9.4,1.1,3.15,1.44,1.7,2.36,1.09,10.5,2.08,1.86,9.4,13.0,30.0,15.0,6.8,7.2,17.5,15.0,9.6,9.8,21.0,15.5,19.5,21.0,44.0,15.5,16.5,15.0,17.0,0.5208333,0.28985506,0.20833333,0.42372882,0.5882353,0.48076922,0.53763443,1.796875,2.5,0.5565217,1.3913044,0.4,0.71875,0.68405795,0.49275362,0.3896437,0.2849162,0.42857143,0.16363636,0.18760757,0.4,1.3913044,0.5565217,0.8135593,2.0338984,0.68405795,1.1346154,10.17,-0.15044248,0.13274336,0.18879056,0.4719764,0.4250552,1.4409372,0.40999183,3.5295608,37.41599,0.93338096,18.26289,3.5295608,1.35,1.53,1,1.0
Japanese J League,2024-05-19,02:00:00,Kyoto,Hiroshima,6.8,1.55,4.5,3.4,1.39,1.51,2.8,1.14,7.6,15.0,1.05,4.6,1.26,2.22,1.79,1.18,6.0,1.92,2.02,16.0,8.2,8.4,12.5,24.0,9.4,9.0,14.0,7.4,22.0,20.0,7.2,8.0,7.8,7.8,8.0,7.8,4.0,8.4,0.14705883,0.22222222,0.6451613,0.5586592,0.45045045,0.5208333,0.4950495,0.6617647,0.22794117,1.5111111,0.34444445,4.387097,2.903226,0.39777777,0.49333334,0.6483843,0.20353982,0.6287425,0.4876033,0.4308426,4.387097,0.34444445,1.5111111,3.7988827,0.8659218,0.39777777,0.9322917,12.85,0.17898832,-0.22957198,0.52918285,0.12062257,0.61440414,2.631698,0.6787514,6.4463167,-48.990913,0.60811186,-12.133881,6.4463167,2.95,2.3,1,1.0
Japanese J League 2,2024-05-19,02:00:00,Renofa Yamaguchi,Fujieda MYFC,1.94,4.3,3.7,3.15,1.43,1.45,3.05,1.12,8.6,12.0,1.07,3.9,1.31,2.0,1.94,1.14,7.2,1.8,2.08,12.5,14.5,25.0,5.7,8.4,7.8,15.5,5.7,10.5,9.2,16.5,5.7,19.0,17.5,29.0,5.6,4.1,5.2,5.6,0.5154639,0.27027026,0.23255815,0.5154639,0.5,0.5555556,0.48076922,1.9072165,2.2164948,0.5243243,1.1621622,0.4511628,0.8604651,0.5243243,0.5405405,0.36950907,0.31205675,0.37820512,0.075,0.31205675,0.4511628,1.1621622,0.5243243,1.0,2.2164948,0.5243243,1.0777777,9.94,-0.17706238,0.06036217,0.19517103,0.43259558,0.37019947,1.2265942,0.40885645,3.00453,41.34778,0.084852815,-1.718358,3.00453,0.6,1.76,1,1.0
Japanese J League 2,2024-05-19,02:00:00,Okayama,Kofu,2.54,3.05,3.35,3.0,1.46,1.41,3.25,1.1,9.4,10.5,1.08,3.6,1.36,1.86,2.08,1.12,8.0,1.86,2.1,11.5,10.5,18.0,44.0,9.8,7.0,12.0,30.0,14.5,10.5,16.5,42.0,32.0,25.0,38.0,16.0,21.0,25.0,16.0,0.39370078,0.29850745,0.32786885,0.48076922,0.53763443,0.53763443,0.47619048,1.3188976,1.2007874,0.75820893,0.9104478,0.83278686,1.0983607,0.6208955,0.5552239,0.11705549,0.13752122,0.09123435,0.046875,0.23388582,0.83278686,0.9104478,0.75820893,1.2211539,1.4663461,0.6208955,1.1182796,8.94,-0.09060403,-0.033557046,0.28411633,0.3411633,0.1374201,0.4095119,0.20349352,1.0030953,22.047947,0.31112698,6.2772985,1.0030953,0.3,0.81,1,1.0
Japanese J League,2024-05-19,03:00:00,G-Osaka,Kawasaki,2.9,2.62,3.5,3.2,1.42,1.46,3.0,1.12,8.6,13.5,1.06,4.1,1.3,2.04,1.91,1.15,6.8,1.73,2.24,13.5,11.0,16.0,34.0,11.5,7.4,10.5,24.0,18.0,11.5,15.5,34.0,38.0,27.0,36.0,17.0,21.0,11.0,19.0,0.3448276,0.2857143,0.3816794,0.5235602,0.49019608,0.5780347,0.44642857,1.2068965,0.9034483,0.82857144,0.74857146,1.1068702,1.3358779,0.54571426,0.58285713,0.11715048,0.09375,0.050724637,0.14379086,0.2939002,1.1068702,0.74857146,0.82857144,1.5183246,1.3717277,0.54571426,1.1040462,9.02,-0.06651885,-0.09756097,0.32150775,0.29046562,0.14953184,0.4495924,0.24148853,1.101272,16.699244,0.18384777,-3.718994,1.101272,0.88,0.6,1,1.0
Japanese J League,2024-05-19,03:00:00,FC Tokyo,Yokohama FM,2.44,2.8,4.0,3.85,1.32,1.64,2.46,1.18,6.2,18.0,1.03,5.8,1.2,2.58,1.6,1.26,4.5,1.55,2.7,21.0,16.5,21.0,38.0,15.0,8.8,11.5,24.0,17.5,11.0,13.5,28.0,30.0,19.5,25.0,36.0,8.0,14.5,16.5,0.40983605,0.25,0.35714287,0.625,0.3875969,0.6451613,0.37037036,1.6393442,1.1475409,0.61,0.7,0.87142855,1.4285715,0.4,0.645,0.19617784,0.24223602,0.06870229,0.1764706,0.42857143,0.87142855,0.7,0.61,1.525,1.75,0.4,1.032258,9.24,-0.16883117,-0.12987013,0.26406926,0.3030303,0.2652023,0.8168231,0.3675988,2.0008,37.95423,1.3859293,-26.104855,2.0008,1.2,1.56,1,1.0
Japanese J League,2024-05-19,04:00:00,Shonan,Albirex Niigata,2.74,2.76,3.4,2.96,1.44,1.43,3.0,1.09,8.8,11.5,1.07,3.7,1.34,1.92,2.02,1.12,3.6,1.79,2.16,11.0,10.0,16.5,7.2,9.6,7.0,11.0,7.0,15.5,9.4,15.5,7.0,7.2,22.0,7.2,7.6,6.4,6.6,8.0,0.3649635,0.29411766,0.36231884,0.4950495,0.5208333,0.5586592,0.46296296,1.240876,1.0072993,0.80588233,0.8117647,0.9927536,1.231884,0.59411764,0.5647059,0.09631334,0.10749186,0.0036363637,0.103896104,0.25461254,0.9927536,0.8117647,0.80588233,1.3564357,1.3663366,0.59411764,1.1284916,8.9,-0.074157305,-0.07191011,0.30786517,0.31011236,0.126543,0.37541088,0.20656224,0.91956514,18.26289,0.14142136,2.8624053,0.91956514,0.64,0.66,1,1.0
Japanese J League,2024-05-19,04:00:00,Kashiwa,Sapporo,1.92,4.0,3.9,3.25,1.38,1.5,2.74,1.12,7.4,14.0,1.05,4.6,1.26,2.1,1.77,1.15,3.05,1.74,2.22,15.0,14.5,7.0,7.2,9.4,8.0,15.0,6.8,10.5,9.2,16.5,6.8,18.5,15.0,6.6,7.2,4.8,6.6,7.6,0.5208333,0.25641027,0.25,0.56497175,0.47619048,0.57471263,0.45045045,2.03125,2.0833333,0.4923077,1.0256411,0.48,0.975,0.45384616,0.53846157,0.3685249,0.34020618,0.35135135,0.012658228,0.37566137,0.48,1.0256411,0.4923077,1.0847458,2.259887,0.45384616,1.0172414,9.82,-0.20162933,0.010183299,0.19551934,0.40733197,0.35837692,1.1730871,0.42020664,2.8734648,44.712086,0.46669048,-9.369385,2.8734648,0.1,1.98,1,1.0
South Korean K League 2,2024-05-19,04:30:00,Cheonan City,FC Anyang,3.8,2.0,3.55,2.98,1.39,1.41,2.78,1.11,6.8,3.55,1.06,3.55,1.29,1.93,1.89,1.11,3.1,1.79,2.04,11.5,8.0,9.4,17.5,12.5,7.0,8.0,15.5,20.0,12.0,13.5,4.3,4.2,4.2,4.2,4.2,4.0,3.45,4.2,0.2631579,0.28169015,0.5,0.52910054,0.5181347,0.5586592,0.49019608,0.93421054,0.5263158,1.0704225,0.5633803,1.9,1.775,0.53239435,0.54366195,0.3087917,0.034013607,0.31034482,0.2792793,0.30514705,1.9,0.5633803,1.0704225,2.010582,1.0582011,0.53239435,1.0558659,9.35,0.026737968,-0.1657754,0.4064171,0.21390374,0.3128685,0.97510684,0.35765862,2.3885143,-7.125016,0.05656854,-1.1457628,2.3885143,1.55,0.25,1,1.0
South Korean K League 2,2024-05-19,04:30:00,Seongnam FC,Busan IPark,3.25,2.26,3.35,2.96,1.42,1.43,2.9,1.11,7.6,3.55,1.06,3.55,1.31,1.87,1.92,1.11,3.35,1.76,2.12,4.7,4.9,4.9,4.9,5.4,4.4,5.5,5.6,5.5,6.0,6.2,4.4,4.6,4.4,4.5,4.7,2.64,3.05,2.26,0.30769232,0.29850745,0.44247788,0.5208333,0.53475934,0.5681818,0.4716981,1.0307692,0.6953846,0.9701493,0.6746269,1.4380531,1.4823009,0.5731343,0.55820894,0.1882666,0.015151516,0.17967331,0.1942959,0.27134725,1.4380531,0.6746269,0.9701493,1.6927084,1.1770834,0.5731343,1.0909091,8.86,-0.0112866815,-0.12302483,0.36681715,0.255079,0.20401438,0.6025225,0.2647195,1.4758726,2.8624053,0.07071068,1.4320962,1.4758726,1.09,0.1,1,1.0
