Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,24/09/2023,02:00,SOUTH KOREA - K LEAGUE 1,Suwon FC,Ulsan Hyundai,4.5,4.0,1.7,1.53,1.5,2.5,1.03,1.25,1.14,3.75,1.25
2,24/09/2023,05:30,ROMANIA - LIGA 2,Unirea Dej,Unirea Slobozia,3.55,3.45,1.98,2.07,1.9,1.8,1.07,1.45,1.36,6.1,1.09
3,24/09/2023,10:00,UZBEKISTAN - SUPER LEAGUE,Sogdiana,Pakhtakor,3.9,3.3,1.88,2.02,1.88,1.72,1.04,1.45,1.35,7.3,1.05
4,24/09/2023,10:00,POLAND - EKSTRAKLASA,Ruch Chorzow,Rakow,4.75,3.75,1.73,1.93,1.8,1.95,1.05,1.36,1.29,6.5,1.11
5,24/09/2023,10:00,NORTH MACEDONIA - 1. MFL,Voska Sport,Shkupi,4.15,3.35,1.82,2.12,1.98,1.65,1.05,1.47,1.39,8.3,1.04
6,24/09/2023,11:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Urartu,4.4,3.45,1.7,1.87,1.86,1.9,1.02,1.4,1.28,6.25,1.07
7,24/09/2023,11:15,ITALY - SERIE C,Olbia,Carrarese,4.0,3.15,1.95,2.2,1.93,1.78,1.09,1.52,1.4,6.5,1.08
8,24/09/2023,11:45,NETHERLANDS - EREDIVISIE,Zwolle,AZ Alkmaar,4.5,4.0,1.73,1.7,1.7,2.05,1.03,1.33,1.22,5.0,1.17
9,24/09/2023,12:00,CROATIA - HNL,Slaven Belupo,Rijeka,5.0,4.0,1.65,1.85,1.8,1.91,1.04,1.36,1.25,6.0,1.13
10,24/09/2023,13:00,SPAIN - PRIMERA RFEF,Linares,Malaga,4.2,3.25,1.85,2.15,2.0,1.73,1.06,1.44,1.36,7.5,1.07
11,24/09/2023,13:00,MALTA - PREMIER LEAGUE,Sliema,Valletta,4.25,3.6,1.72,1.88,1.8,1.8,1.04,1.39,1.29,6.3,1.08
12,24/09/2023,13:00,BAHRAIN - PREMIER LEAGUE,Sitra,Al Khalidiyah,4.85,3.5,1.7,2.0,1.91,1.8,1.07,1.44,1.33,5.8,1.1
13,24/09/2023,14:00,QATAR - QSL,Al Markhiya,Al Wakra,4.4,4.05,1.65,1.5,1.53,2.35,1.03,1.28,1.16,3.5,1.26
14,24/09/2023,19:15,PERU - LIGA 1,Carlos Mannucci,Alianza Lima,4.5,3.5,1.7,2.15,2.1,1.67,1.07,1.44,1.36,9.0,1.07
15,24/09/2023,21:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Banfield,River Plate,4.0,3.5,2.0,2.1,1.83,1.83,1.06,1.44,1.36,8.0,1.08
16,24/09/2023,21:00,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Saprissa,4.2,3.5,1.73,1.85,1.8,1.91,1.05,1.36,1.25,6.0,1.13
