Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,02/08/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Pereira (Col),Ind. del Valle (Ecu),3.1,3.1,2.45,2.25,2.25,1.91,1.91
