League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Bangladesh Premier League,2024-02-09,06:00:00,Brothers Union,Abahani Ltd,2.52,1.33,4.8,1.01,1.12,1.5,1.66,1.13,1.01,4.0,1.03,2.24,1.1,2.24,1.3,1.2,2.16,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.55,1.1,1.1,0.3968254,0.20833333,0.7518797,0.7692308,0.44642857,0.90909094,0.90909094,1.9047619,0.5277778,0.525,0.27708334,1.8947369,3.6090226,0.27083334,0.46666667,0.498176,0.3114754,0.3090909,0.56606853,0.57377046,1.8947369,0.27708334,0.525,1.9384615,1.0230769,0.27083334,1.1818181,8.65,-0.2635838,-0.40115607,0.29132947,0.15375723,0.6115498,1.7633018,0.6605159,4.3191895,48.74299,1.3293607,-25.173525,4.3191895,3.47,2.28,1,1.0
Bangladesh Premier League,2024-02-09,06:00:00,Rahmatganj MFS,Mohammedan Dhaka,3.5,1.54,3.1,2.1,1.3,1.2,2.66,1.04,1.01,3.0,1.1,2.24,1.21,1.55,1.6,1.06,9.2,1.1,1.1,1.49,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.55,1.55,1.1,0.2857143,0.32258064,0.64935064,0.625,0.6451613,0.90909094,0.90909094,0.8857143,0.44,1.1290323,0.4967742,2.2727273,2.012987,0.516129,0.5,0.38983527,0.060606062,0.3888889,0.33620688,0.31914893,2.2727273,0.4967742,1.1290323,2.1875,0.9625,0.516129,1.4545455,8.14,0.049140047,-0.19164619,0.42997542,0.1891892,0.38168252,1.0356319,0.41575912,2.5367696,-11.309933,0.07071068,1.4320962,2.5367696,1.56,0.4,1,1.0
Friendly Matches,2024-02-09,06:30:00,Vendsyssel FF,Ararat Armenia,1.56,1.2,3.9,4.0,1.24,1.02,1.01,1.2,5.1,2.0,1.03,2.0,1.12,2.0,1.12,1.17,3.5,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,4.5,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.64102566,0.25641027,0.8333333,0.89285713,0.5,0.90909094,0.90909094,2.5,0.7692308,0.4,0.30769232,1.3,3.25,0.2871795,0.51282054,0.41573972,0.42857143,0.13043478,0.5294118,0.55378485,1.3,0.30769232,0.4,1.3928572,1.0714285,0.2871795,1.0181818,6.66,-0.35135135,-0.4054054,0.23423423,0.18018018,0.66036713,1.466015,0.6772791,3.5909886,49.47946,1.2445079,-23.749495,3.5909886,2.7,2.34,1,1.0
Israeli Liga Alef,2024-02-09,06:30:00,Ironi Modiin,Maccabi Ironi Kiryat Malakhi,1.56,5.2,3.75,2.88,1.41,1.37,2.32,1.1,1.01,3.5,1.07,3.5,1.3,2.0,1.89,1.11,3.3,1.98,1.89,3.0,3.25,2.5,2.54,2.6,2.14,2.4,2.5,2.8,2.14,2.4,2.5,4.4,3.15,2.46,2.56,2.48,2.52,2.56,0.64102566,0.26666668,0.1923077,0.52910054,0.5,0.5050505,0.52910054,2.4038463,3.3333333,0.416,1.3866667,0.3,0.72115386,0.504,0.53333336,0.53553224,0.4124294,0.53846157,0.16201118,0.32978722,0.3,1.3866667,0.416,0.82539684,2.7513227,0.504,0.95454544,10.51,-0.20837298,0.13796385,0.14843006,0.4947669,0.52307147,1.8324938,0.5483302,4.4886746,47.59636,0.15556349,-3.148096,4.4886746,1.45,2.19,1,1.0
Israeli Liga Alef,2024-02-09,07:00:00,Hapoel Bikat Hayarden,MS Hapoel Lod,2.46,2.82,3.25,2.3,1.42,1.36,2.42,1.1,1.01,3.3,1.08,3.25,1.32,1.79,2.06,1.09,3.45,1.75,2.0,4.8,4.6,2.86,1.77,4.4,4.0,4.3,3.3,2.98,4.7,3.05,1.83,1.83,3.0,9.8,3.45,2.92,3.0,7.8,0.40650406,0.30769232,0.35460994,0.4854369,0.5586592,0.5714286,0.5,1.3211383,1.1463414,0.7569231,0.8676923,0.87234044,1.1524823,0.63384616,0.5507692,0.11327623,0.13835377,0.06818182,0.070840195,0.22410546,0.87234044,0.8676923,0.7569231,1.1941748,1.368932,0.63384616,1.1771429,8.53,-0.0926143,-0.050410315,0.2883939,0.33059788,0.13910311,0.39551654,0.19174066,0.9688137,21.55402,0.38183767,7.688448,0.9688137,0.43,0.79,1,1.0
Azerbaijan 1st Division,2024-02-09,07:00:00,Zaqatala,Qaradag Lokbatan,1.61,1.29,3.3,1.01,1.22,1.4,2.0,1.06,1.01,3.0,1.06,1.4,1.15,1.4,1.8,1.08,2.44,1.92,1.1,1.49,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.55,1.55,1.1,0.621118,0.3030303,0.7751938,0.5555556,0.71428573,0.5208333,0.90909094,2.0496895,0.80124223,0.4878788,0.3909091,1.248062,2.5581396,0.54545456,0.42424244,0.34707224,0.34419551,0.11034483,0.4379085,0.29411766,1.248062,0.3909091,0.4878788,0.89444447,0.71666664,0.54545456,0.9375,6.2,-0.27258065,-0.32419354,0.2596774,0.20806451,0.52258813,1.0800154,0.445926,2.6454868,40.19781,0.56568545,11.309933,2.6454868,2.01,1.69,1,1.0
Israeli Liga Alef,2024-02-09,07:40:00,MS Tira,MS Tzeirey Taibe,1.42,7.6,4.3,2.94,1.35,1.44,2.18,1.1,1.01,3.85,1.06,3.85,1.25,1.99,1.74,1.13,2.9,1.95,1.77,3.05,4.2,4.2,4.2,4.0,4.6,4.2,4.2,4.0,4.4,3.25,4.2,4.7,5.1,2.82,3.9,3.75,4.2,2.58,0.70422536,0.23255815,0.13157895,0.57471263,0.5025126,0.51282054,0.56497175,3.028169,5.352113,0.33023256,1.7674419,0.1868421,0.56578946,0.40465117,0.4627907,0.7008165,0.5034965,0.6851441,0.27731094,0.42384106,0.1868421,1.7674419,0.33023256,0.81609195,4.367816,0.40465117,0.8923077,13.32,-0.21621622,0.24774775,0.10660661,0.5705706,0.69648147,3.0923777,0.7604681,7.5747476,55.222168,0.35355338,-7.125016,7.5747476,3.3,2.88,1,1.0
Israeli Liga Alef,2024-02-09,08:00:00,Maccabi Shaaraim,Hapoel Kfar Shelem,7.2,1.47,3.95,2.26,1.38,1.34,2.98,1.07,1.01,2.96,1.07,2.88,1.39,1.67,2.14,1.07,4.1,2.24,1.62,5.0,3.6,4.0,3.8,2.72,4.4,3.45,2.72,2.96,3.0,2.86,2.9,1.8,1.8,1.8,7.2,1.8,2.98,2.14,0.1388889,0.25316456,0.6802721,0.46728972,0.5988024,0.44642857,0.61728394,0.5486111,0.20416667,1.8227848,0.3721519,4.897959,2.687075,0.5417721,0.4227848,0.65183735,0.29147983,0.66089964,0.45756456,0.29720855,4.897959,0.3721519,1.8227848,3.364486,0.6869159,0.5417721,0.95535713,12.62,0.25752774,-0.19651347,0.57052296,0.11648177,0.6831085,2.8736098,0.69478595,7.038878,-58.392498,0.66468036,13.224551,7.038878,2.48,3.25,1,1.0
Israeli Liga Alef,2024-02-09,08:00:00,Maccabi Yavne,Hapoel Herzliya,2.5,3.05,2.9,1.92,1.5,1.27,1.01,1.04,1.01,1.02,1.12,2.06,1.52,1.45,2.12,1.05,2.12,1.68,1.71,4.1,4.3,2.64,1.83,4.0,3.7,5.2,1.81,3.45,4.9,2.28,1.83,1.83,1.86,1.86,1.91,1.78,1.78,1.78,0.4,0.3448276,0.32786885,0.4716981,0.6896552,0.5952381,0.5847953,1.16,1.22,0.86206895,1.0517242,0.8196721,0.9508197,0.73103446,0.5,0.086121604,0.074074075,0.0990991,0.025210084,0.15537849,0.8196721,1.0517242,0.86206895,1.1792452,1.4386792,0.73103446,1.2619047,8.45,-0.04733728,0.01775148,0.295858,0.36094674,0.100939184,0.28431204,0.15841016,0.6964194,11.309933,0.94752306,18.52085,0.6964194,0.15,0.4,1,1.0
Israeli Liga Alef,2024-02-09,08:00:00,AS Nordia Jerusalem,Shimshon Kfar Qasem,1.9,4.4,3.35,2.66,1.43,1.31,2.58,1.07,1.01,3.15,1.09,3.15,1.38,1.81,2.08,1.08,3.65,1.92,1.94,5.3,2.6,2.18,1.97,3.1,2.54,2.72,1.97,2.48,2.44,2.76,8.4,2.74,2.62,1.97,2.4,2.1,1.97,1.97,0.5263158,0.29850745,0.22727273,0.48076922,0.5524862,0.5208333,0.5154639,1.7631578,2.3157895,0.5671642,1.3134328,0.4318182,0.7613636,0.6208955,0.5402985,0.3636737,0.2761905,0.3968254,0.13548388,0.23388582,0.4318182,1.3134328,0.5671642,0.91346157,2.1153846,0.6208955,1.0833334,9.65,-0.15025906,0.10880829,0.19689119,0.45595855,0.39025554,1.255322,0.39965525,3.0748985,35.942112,0.38183767,7.688448,3.0748985,1.05,1.45,1,1.0
