Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,25/11/2023,04:30,Gangwon,Suwon FC,2.05,3.6,3.25
2,SOUTH KOREA - K LEAGUE 1,25/11/2023,04:30,Seoul,Suwon Bluewings,1.7,4.0,4.33
3,INDIA - I-LEAGUE,25/11/2023,05:30,Lajong,TRAU FC,1.22,5.7,10.25
4,AUSTRALIA - A-LEAGUE,25/11/2023,05:45,Sydney FC,WS Wanderers,2.3,3.6,2.8
5,AZERBAIJAN - PREMIER LEAGUE,25/11/2023,07:00,Sabail,Kapaz,2.32,3.3,2.82
6,URUGUAY - PRIMERA DIVISION,25/11/2023,10:00,Racing Montevideo,Cerro Largo,2.2,2.9,3.5
7,AUSTRIA - 2. LIGA,25/11/2023,10:30,Lafnitz,Liefering,2.22,3.75,2.77
8,POLAND - EKSTRAKLASA,25/11/2023,11:00,Rakow,Cracovia,1.57,4.2,5.25
9,POLAND - DIVISION 1,25/11/2023,11:00,S. Rzeszow,Leczna,2.0,3.3,3.1
10,SLOVAKIA - NIKE LIGA,25/11/2023,11:00,Dun. Streda,Z. Moravce-Vrable,1.35,4.9,7.8
11,MOLDOVA - SUPER LIGA,25/11/2023,11:00,Petrocub,Balti,1.74,3.58,4.2
12,SLOVAKIA - NIKE LIGA,25/11/2023,11:00,Zilina,Kosice,1.39,5.0,6.8
13,GHANA - PREMIER LEAGUE,25/11/2023,12:00,Nations FC,Karela,1.78,3.15,4.35
14,NIGERIA - NPFL,25/11/2023,12:00,Heartland,Enyimba,1.85,2.95,4.8
15,SPAIN - PRIMERA RFEF,25/11/2023,12:00,Teruel,Sabadell,2.25,3.1,3.1
16,SCOTLAND - PREMIERSHIP,25/11/2023,12:00,St. Mirren,Livingston,1.73,3.6,5.0
17,NORTHERN IRELAND - NIFL PREMIERSHIP,25/11/2023,12:00,Cliftonville,Crusaders,2.1,3.4,3.2
18,BAHRAIN - PREMIER LEAGUE,25/11/2023,13:00,Al-Ahli Manama,Al-Najma,2.57,3.15,2.7
19,AUSTRIA - BUNDESLIGA,25/11/2023,13:00,Sturm Graz,A. Lustenau,1.17,7.0,15.0
20,SENEGAL - LIGUE 1,25/11/2023,13:30,Teungueth,Dakar SC,2.3,2.64,3.59
21,SWITZERLAND - SUPER LEAGUE,25/11/2023,14:00,Zurich,Young Boys,2.3,3.75,2.75
22,ITALY - SERIE C,25/11/2023,14:30,Triestina,Arzignano,1.57,3.7,5.7
23,NORTHERN IRELAND - NIFL PREMIERSHIP,25/11/2023,14:45,Loughgall,Dungannon,2.42,3.65,2.55
24,BRAZIL - SERIE B,25/11/2023,17:00,Botafogo SP,Londrina,1.57,3.6,5.9
25,BRAZIL - SERIE B,25/11/2023,17:00,Chapecoense-SC,Vitoria,1.65,3.6,5.0
26,ARGENTINA - COPA DE LA LIGA PROFESIONAL,25/11/2023,18:00,Banfield,Gimnasia L.P.,1.91,3.1,4.5
27,ECUADOR - LIGA PRO,25/11/2023,20:00,Ind. del Valle,Orense,1.33,4.75,8.5
28,ECUADOR - LIGA PRO,25/11/2023,20:00,Dep. Cuenca,EL Nacional,2.55,3.1,2.88
29,COSTA RICA - PRIMERA DIVISION,25/11/2023,20:00,Puntarenas FC,Grecia,1.65,3.6,4.33
30,BRAZIL - SERIE A,25/11/2023,21:00,Fluminense,Coritiba,1.44,4.33,7.5
31,COSTA RICA - PRIMERA DIVISION,25/11/2023,23:00,Alajuelense,Guanacasteca,1.4,4.5,7.0
