,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,24/10/2024,09:00,BULGARIA - PARVA LIGA,Slavia Sofia,Lok. Sofia,2.0,3.3,3.8,2.3,2.0,1.73
2,24/10/2024,11:30,BULGARIA - PARVA LIGA,CSKA Sofia,Botev Vratsa,1.18,6.0,19.0,1.75,2.75,1.4
3,24/10/2024,16:00,SPAIN - LALIGA2,Gijon,Huesca,1.95,3.1,4.2,2.6,2.2,1.62
4,24/10/2024,18:00,COLOMBIA - PRIMERA A,Envigado,Aguilas,3.5,3.0,2.25,2.6,2.1,1.67
