Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/12/2023,09:00,NORTH MACEDONIA - 1. MFL,Struga,Voska Sport,1.36,4.5,7.7,1.7,1.98,1.65,1.01,1.42,1.23,5.1,1.13
2,06/12/2023,09:00,NORTH MACEDONIA - 1. MFL,Sileks,Vardar,1.7,3.5,4.7,2.05,2.0,1.65,1.05,1.45,1.36,8.0,1.05
3,06/12/2023,10:00,CAMEROON - ELITE ONE,Bamboutos FC,Bamenda,1.57,3.45,5.4,1.78,1.82,1.94,1.01,1.37,1.24,5.5,1.11
4,06/12/2023,12:00,SERBIA - PRVA LIGA,Dubocica,Radnicki Beograd,1.55,3.55,5.6,2.07,2.1,1.7,1.05,1.44,1.36,8.0,1.05
5,06/12/2023,14:00,MOROCCO - BOTOLA PRO,Wydad,Mouloudia Oujda,1.29,5.25,8.5,2.05,2.75,1.4,1.07,1.4,1.33,8.0,1.08
6,06/12/2023,14:30,SWITZERLAND - SUPER LEAGUE,St. Gallen,Yverdon,1.33,5.5,8.0,1.4,1.67,2.1,1.02,1.22,1.11,3.4,1.3
7,06/12/2023,15:00,SPAIN - COPA DEL REY,Levante,Amorebieta,1.62,3.75,5.75,2.1,2.05,1.7,1.07,1.44,1.33,8.0,1.08
8,06/12/2023,15:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Nijmegen,1.25,5.75,10.0,1.53,2.0,1.75,1.03,1.29,1.17,4.0,1.22
9,06/12/2023,16:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Lausanne Ouchy,1.36,5.5,7.0,1.44,1.67,2.1,1.02,1.22,1.13,3.5,1.29
10,06/12/2023,16:45,SCOTLAND - PREMIERSHIP,Celtic,Hibernian,1.2,7.0,12.0,1.44,2.0,1.75,1.02,1.22,1.14,3.75,1.29
11,06/12/2023,20:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Nacional Potosi,1.3,5.0,10.0,1.36,1.62,2.2,1.02,1.2,1.1,3.25,1.33
12,06/12/2023,20:00,COLOMBIA - PRIMERA A,Aguilas,Dep. Cali,1.62,4.0,5.25,1.9,1.83,1.83,1.05,1.36,1.29,6.5,1.11
