Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,13/04/2024,05:00,ROMANIA - LIGA 2,Concordia,CSM Slatina,1.91,3.3,3.8,2.05,1.88,1.72,1.04,1.45,1.36,7.7,1.05
2,13/04/2024,11:00,SERBIA - PRVA LIGA,Jedinstvo U.,Dubocica,1.65,3.15,5.3,2.51,2.32,1.58,1.08,1.53,1.47,8.4,1.04
3,13/04/2024,13:00,ALBANIA - SUPERLIGA,Skenderbeu,Teuta,2.05,3.2,3.25,2.12,1.92,1.84,1.05,1.45,1.38,7.47,1.06
4,13/04/2024,13:30,ITALY - SERIE C,Pro Sesto,Lumezzane,2.6,2.85,2.92,2.42,2.0,1.72,1.11,1.6,1.5,7.5,1.06
5,13/04/2024,17:05,ARGENTINA - PRIMERA NACIONAL,Agropecuario,CA Estudiantes,1.91,3.1,5.0,2.88,2.5,1.5,1.14,1.62,1.57,15.0,1.03
