Nº,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,19/09/2024,21:30,BRAZIL - SERIE B,Botafogo SP,Santos,4.75,3.2,1.85,2.5,2.2,1.62
