,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,ROMANIA - LIGA 2,2024-08-19,11:00,Chindia Targoviste,Selimbar,2.45,2.95,3.0,2.37,1.52,2.0,1.72,1.6363636,1.2984415,0.793492,0.2880752,0.30789682,1.0688071,0.5830908,0.08584331,0.14722118,1.6363636,1.6663911,1.0183501,0.54545456,0.6555548,1.2018504,1.0909091,2.0205555,1.852176,0.55145425,0.13422796,1.0939089,2.9752066,0.9165151,0.34710744,1.0301576,1.1818181,0.9359664,0.79197156,0.21163048,0.36250782,1.7129282,0.77636516,0.05212007,0.06713345,0.54545456,0.9875255,1.8104634,0.54545456,0.9875255,1.8104634,0.0,1.2792042,1.0,0.30220383,0.086841494,0.24793388,2.1725562,0.59504133,0.9052317,0.40816328,0.33898306,0.33333334,0.42194092,0.65789473,0.5,0.5813953,1.2040817,1.2244898,0.8305085,1.0169492,0.81666666,0.98333335,0.80338985,0.51525426,0.09446302,0.09259259,0.10091743,0.008403362,0.10902256,0.81666666,1.0169492,0.8305085,1.0337553,1.2658228,0.80338985,1.185,8.4,0.455,2.234,-0.05952381,0.005952381,0.29166666,0.35714287,0.10862076,0.30413812,0.12199394,0.7449832,14.036243,1.2020816,23.025492,1.5578232,1.4081633,1.1062802,0.9039301,0.7449832,0.05,0.5,1,0.601
2,SERBIA - SUPER LIGA,2024-08-19,14:00,Radnicki 1923,Vojvodina,2.32,3.25,2.9,1.93,1.82,1.72,2.0,2.5454545,0.9875255,0.38795644,0.7025833,0.41854662,0.59572524,0.28886995,0.121312164,0.41995424,2.5454545,1.1570839,0.45456865,1.1818181,1.1134044,0.94211143,1.3636364,1.2984415,0.95219046,0.50809515,0.1093516,1.5267749,5.090909,0.57854193,1.5041323,0.8748178,1.5454545,1.3726971,0.88821584,0.7240404,0.4221013,0.5829803,0.2809779,0.097225964,0.3460271,2.1818182,1.1134044,0.51031035,1.5454545,1.1570839,0.7487013,0.6363636,1.8227216,2.864277,0.43837667,0.1295251,1.785124,1.3608277,3.5123968,0.5091169,0.43103448,0.30769232,0.3448276,0.5181347,0.5494506,0.5813953,0.5,1.4008621,1.25,0.71384615,0.8923077,0.8,1.1206896,0.59384614,0.56,0.1430446,0.16696589,0.11111111,0.05691057,0.25482625,0.8,0.8923077,0.71384615,1.2020725,1.5025907,0.59384614,1.1220931,8.47,1.0,2.36,-0.10979929,-0.041322313,0.2739079,0.34238487,0.16636938,0.46971622,0.22643363,1.150565,24.938427,0.15556349,3.148096,1.637931,1.4655173,1.117647,0.8947368,1.150565,0.35,0.93,1,0.8039
3,ICELAND - BESTA DEILD KARLA,2024-08-19,15:00,Hafnarfjordur,Valur,2.87,3.85,2.12,1.39,2.77,1.37,2.85,1.6363636,1.2984415,0.793492,0.553209,0.27992675,0.5060054,0.31602782,0.14206877,0.44954515,2.0,0.9534626,0.4767313,1.6363636,0.97912085,0.59835166,0.36363637,1.2984415,3.5707142,0.52264106,0.15199417,1.2613206,2.909091,0.65550554,2.8264463,0.5668594,1.2727273,1.354515,1.0642618,0.5836756,0.55303884,0.94751066,0.4564043,0.15059076,0.32995036,1.9090909,1.7296634,0.90601414,2.090909,1.443137,0.690196,-0.18181819,2.1242402,-11.683321,0.52582425,0.16296151,2.429752,1.3590213,3.4214876,0.8819171,0.34843206,0.25974026,0.4716981,0.7194245,0.36101082,0.729927,0.3508772,1.3414634,0.73867595,0.74545455,0.55064934,1.3537736,1.8160378,0.36103895,0.7194805,0.24145763,0.14583333,0.1503006,0.28978226,0.46946564,1.3537736,0.55064934,0.74545455,2.0647483,1.5251799,0.36103895,1.0145985,8.84,0.364,2.653,-0.11085973,-0.19570136,0.32466063,0.239819,0.29441553,0.8675444,0.41149795,2.1250412,26.104855,1.9516147,-34.605675,1.5169942,1.7635264,0.86020505,1.1625135,2.1250412,1.73,0.98,1,0.618
4,SERBIA - PRVA LIGA,2024-08-19,15:00,Macva,Vrsac,1.93,2.95,3.9,2.22,1.52,2.05,1.73,2.4545455,0.8907235,0.36288738,0.45304647,0.24904528,0.5497125,0.42176804,0.13394146,0.31757137,1.9090909,0.9958592,0.52164054,0.45454547,0.6555548,1.4422206,1.4545455,1.233151,0.84779125,0.5376847,0.12358546,1.2188424,2.6033058,0.73029673,0.24793388,1.2018504,0.8181818,1.1134044,1.3608277,0.35203943,0.31959668,0.90784335,0.57254386,0.035039295,0.06119932,0.8181818,0.7158189,0.8748898,1.1818181,1.0285189,0.8702853,-0.36363637,1.06794,-2.936835,0.28871286,0.081881486,0.59504133,0.98425096,0.8595041,1.4142135,0.5181347,0.33898306,0.25641027,0.45045045,0.65789473,0.4878049,0.5780347,1.5284975,2.0207255,0.6542373,1.3220339,0.4948718,0.75641024,0.7525424,0.51525426,0.29432547,0.2090164,0.33790737,0.13868614,0.14119923,0.4948718,1.3220339,0.6542373,0.8693694,1.7567568,0.7525424,1.0829269,8.78,1.636,2.004,-0.11617312,0.10820045,0.21981777,0.44419134,0.33663118,0.98520726,0.31948996,2.413255,27.021582,0.98994946,19.290047,1.8108144,1.2873654,1.4066048,0.7109318,2.413255,0.95,1.02,1,0.9125
5,ICELAND - BESTA DEILD KARLA,2024-08-19,16:15,Breidablik,Fram,1.47,4.4,5.8,1.47,2.5,1.6,2.2,1.8181819,1.3360853,0.73484695,0.59797335,0.35545114,0.5944264,0.28193903,0.1663675,0.5900833,2.1818182,1.0285189,0.47140452,1.2727273,1.0523489,0.82684547,0.90909094,1.6211413,1.7832555,0.5361777,0.22023834,1.358998,6.5454545,0.34283966,1.6198347,0.82684547,1.0,1.0444659,1.0444659,0.71838766,0.4943019,0.68807125,0.33926925,0.07100791,0.20929661,1.3636364,0.97912085,0.718022,1.7272727,1.4200454,0.8221316,-0.36363637,1.4316378,-3.9370039,0.29517263,0.080299,1.5151515,0.8812088,4.6060605,0.532517,0.6802721,0.22727273,0.1724138,0.6802721,0.4,0.625,0.45454547,2.9931972,3.9455783,0.33409092,1.3181819,0.25344828,0.7586207,0.33409092,0.5681818,0.6321937,0.49914822,0.59559834,0.13725491,0.49914822,0.25344828,1.3181819,0.33409092,1.0,3.9455783,0.33409092,0.91875,11.67,0.818,2.381,-0.25107113,0.119965725,0.12596402,0.49700084,0.5680187,2.2095928,0.6612841,5.4123745,55.682796,1.45664,-27.248466,2.2132301,1.1975135,1.848188,0.54107046,5.4123745,1.4,2.93,1,0.9885
6,PORTUGAL - LIGA PORTUGAL,2024-08-19,16:15,Estrela,Famalicao,2.55,3.2,2.8,2.15,1.67,1.91,1.91,1.3636364,1.2984415,0.95219046,0.5666003,0.31259665,0.5517057,0.33409953,0.17191336,0.5145573,1.5454545,0.9875255,0.63898706,1.7272727,1.354515,0.78419286,-0.18181819,2.0368507,-11.202679,0.39507157,0.16115351,0.97026306,2.107438,0.72418535,1.2561984,1.8624581,1.0909091,1.2398347,1.1365151,0.45964846,0.47385943,1.030917,0.52141464,0.1351403,0.2591801,1.0,0.8528029,0.8528029,1.2727273,0.9620914,0.75592893,-0.27272728,1.2856487,-4.714045,0.3017546,0.103992194,2.1818182,0.39086798,1.1570247,1.0583005,0.39215687,0.3125,0.35714287,0.4651163,0.5988024,0.5235602,0.5235602,1.254902,1.0980393,0.796875,0.875,0.91071427,1.1428572,0.671875,0.521875,0.09210459,0.11304348,0.046728972,0.06666667,0.19626169,0.91071427,0.875,0.796875,1.1860465,1.3023256,0.671875,1.1256545,8.55,0.273,2.538,-0.07602339,-0.046783626,0.2982456,0.32748538,0.11504278,0.32787192,0.16472653,0.80311894,18.004162,0.6788225,13.495733,1.5336134,1.4635854,1.0478469,0.9543379,0.80311894,0.4,0.65,1,0.5363
7,ICELAND - BESTA DEILD KARLA,2024-08-19,16:15,Vikingur Reykjavik,Akranes,1.57,4.3,4.75,1.37,2.85,1.44,2.6,2.6363637,0.7713892,0.29259592,0.56032664,0.349536,0.62380755,0.31595248,0.21153638,0.6695196,3.0,1.5374123,0.5124707,1.0,0.6030227,0.6030227,2.0,1.3483998,0.6741999,0.67785156,0.100800335,1.8389258,6.3333335,0.7282479,1.0,0.6030227,1.1111112,1.0999439,0.98994946,0.60860634,0.5778945,0.94953746,0.4669503,0.08635133,0.18492618,1.2222222,1.3146844,1.0756508,1.5555556,1.2570788,0.80812204,-0.33333334,2.0548046,-6.164414,0.330497,0.13447985,2.7160494,0.591608,1.7283951,1.1313709,0.6369427,0.23255815,0.21052632,0.729927,0.3508772,0.6944444,0.3846154,2.7388535,3.0254776,0.36511627,1.1046512,0.33052632,0.9052632,0.31860465,0.6627907,0.5445088,0.46507666,0.5031645,0.049723756,0.51675487,0.33052632,1.1046512,0.36511627,1.1459854,3.4671533,0.31860465,0.9513889,10.62,1.525,1.871,-0.25706214,0.042372882,0.14783427,0.4472693,0.4861138,1.7208428,0.5922353,4.2151866,53.773468,2.0930362,-36.501442,2.1213543,1.2685217,1.6723044,0.5979772,4.2151866,0.45,2.73,1,0.9915
8,PERU - LIGA 1,2024-08-19,17:30,Cesar Vallejo,Alianza Atl.,1.9,3.6,3.7,2.1,1.7,1.91,1.8,1.5454545,1.1570839,0.7487013,0.43219766,0.3222787,0.7456744,0.43125746,0.1482711,0.34381112,1.5454545,0.8907235,0.5763505,1.2727273,0.86243933,0.6776309,0.27272728,1.1354542,4.163332,0.5028163,0.13886398,1.0241355,3.3719008,0.4082483,1.1570247,0.9486833,0.54545456,0.8907235,1.6329932,0.1787545,0.30108082,1.6843258,0.776816,0.066609025,0.08574621,0.27272728,0.44536176,1.6329932,1.3636364,1.1499192,0.84327406,-1.0909091,1.3111095,-1.2018504,0.16668664,0.059970994,0.34710744,0.3499271,1.4876033,1.0540925,0.5263158,0.2777778,0.27027026,0.47619048,0.5882353,0.5235602,0.5555556,1.8947369,1.9473684,0.5277778,1.0277778,0.5135135,0.972973,0.5833333,0.4722222,0.33220857,0.3090909,0.32142857,0.01369863,0.2631579,0.5135135,1.0277778,0.5277778,0.9047619,1.7619047,0.5833333,1.0994765,9.2,1.0,2.048,-0.18478261,0.010869565,0.20652173,0.4021739,0.32986936,1.0115994,0.33875817,2.4779024,40.364536,0.56568545,11.309933,1.8492177,1.3371266,1.3829787,0.72307694,2.4779024,0.1,1.7,1,0.882
9,ARGENTINA - LIGA PROFESIONAL,2024-08-19,18:45,Union de Santa Fe,Argentinos Jrs,2.35,2.88,3.7,2.88,1.4,2.25,1.57,1.9090909,1.2398347,0.64943725,0.32341084,0.19646761,0.6074861,0.44424963,0.1138112,0.2561875,1.3636364,1.06794,0.78315604,0.8181818,1.0285189,1.2570788,0.54545456,1.304791,2.3921168,0.43985724,0.10679217,0.9017468,1.7355372,0.8390957,0.5206612,1.6162441,0.6363636,0.88139635,1.3850514,0.2717236,0.31663316,1.1652766,0.6407364,0.053737152,0.0838678,0.54545456,0.6555548,1.2018504,1.2727273,0.86243933,0.6776309,-0.72727275,1.0523489,-1.4469796,0.26999056,0.08019786,0.446281,0.8012336,1.1570247,0.9486833,0.42553192,0.3472222,0.27027026,0.3472222,0.71428573,0.44444445,0.6369427,1.2255319,1.5744681,0.8159722,1.2847222,0.6351351,0.77837837,1.0,0.4861111,0.18231437,0.10133843,0.2231405,0.12462006,0.0,0.6351351,1.2847222,0.8159722,0.8159722,1.2847222,1.0,1.28,8.93,1.273,2.121,-0.059350505,0.09182531,0.2631579,0.4143337,0.22850108,0.68017155,0.18880847,1.6660732,14.842227,2.0930362,36.501442,1.546866,1.2363427,1.2511628,0.7992565,1.6660732,0.82,0.53,1,0.769
10,ARGENTINA - LIGA PROFESIONAL,2024-08-19,18:45,Godoy Cruz,Dep. Riestra,1.73,3.3,5.75,2.88,1.4,2.5,1.5,1.4545455,1.233151,0.84779125,0.27279836,0.26484182,0.9708336,0.5611177,0.16216223,0.28899857,0.90909094,0.51425946,0.56568545,0.8181818,0.7158189,0.8748898,0.09090909,0.7925271,8.717798,0.48614526,0.12726404,0.69761807,1.1570247,0.40406102,0.446281,1.3123347,0.54545456,0.8907235,1.6329932,0.32396653,0.31356043,0.96787906,0.56389,0.04154473,0.07367524,0.6363636,0.64282435,1.0101526,1.4545455,0.6555548,0.4506939,-0.8181818,0.9359664,-1.1439589,0.20493753,0.061950963,1.0991735,0.37216148,1.0578512,0.9013878,0.5780347,0.3030303,0.17391305,0.3472222,0.71428573,0.4,0.6666667,1.9075145,3.3236995,0.5242424,1.7424242,0.30086955,0.57391304,0.8727273,0.42424244,0.47923446,0.31212723,0.53743315,0.27071825,0.067961164,0.30086955,1.7424242,0.5242424,0.6006944,1.9965278,0.8727273,1.152,10.78,0.909,2.124,-0.14564008,0.22727273,0.16048238,0.5333952,0.563819,2.0259895,0.49552777,4.9626403,38.131912,2.0930362,36.501442,1.908017,1.0997738,1.7349178,0.5763962,4.9626403,2.45,1.57,1,0.9774
